date,AVID,DVAX,EVRI,FRBA,MCB,OAS,STKS,portfolio
2021-10-22,145.06938701791208,17.474740106516965,121.88704824929428,570.9730303173974,1092.748320050217,75.52681728020164,476.3206569784608,2500.0
2021-10-25,144.31721252594227,18.70915883368814,126.33548066715173,568.3173418042932,1118.345260740469,77.81200508804925,506.139742588315,2559.9762022479085
2021-10-26,142.86300850813396,18.496993114955593,125.05037796865957,560.7296603382813,1067.151379359965,81.57304335513179,517.518077886812,2513.382540531939
2021-10-27,143.01344340652793,18.998475722868882,123.56756716270709,556.1770514586741,1009.7591356598485,79.36946939756444,514.7715831595885,2445.6567259677795
2021-10-28,143.01344340652793,19.702480153208693,119.36626987917505,570.5936462440967,1027.3211622320841,81.57304335513179,523.7957801204656,2485.3658253906897
2021-10-29,143.61518300010377,19.258860923131554,118.62486447619881,566.0410373644896,1042.9318525185158,82.02191953167328,518.6951470556221,2491.188864869735
2021-11-01,146.87460579863964,19.827850805187015,123.66642121643726,556.5564355319747,1069.2175001331693,83.65419653727872,544.1983123798394,2543.995322402526
2021-11-02,147.4763453922155,19.808563012574968,120.00882122842114,546.6924496261593,1073.8088796291786,84.22549348924062,542.6288868214261,2534.649439199216
2021-11-03,144.81866218725548,20.194318864815962,118.82257258365914,553.9007470188706,1126.4949593458855,83.54537807023836,574.8021107689004,2622.5787488396254
2021-11-04,148.42909974871063,20.020728731307514,119.5145509597703,559.5915081183795,1131.4306923040954,81.61385028027192,544.9830251590462,2605.583455301581
2021-11-05,147.32591049382154,15.5845364305361,118.57543744933372,574.7668710504033,1139.3508219347116,84.33431195628098,608.9371166643914,2688.8750059794784
2021-11-08,145.42040178083133,15.555604741618025,117.19148069711142,564.5235010712872,1161.6190124903567,84.51114196522158,606.190621937168,2695.0117646835943
2021-11-09,136.64503270785013,15.401302400721628,118.13059420754797,563.764732924686,1174.2453061043823,85.42929778087463,614.8224625084416,2708.4387286345045
2021-11-10,161.61722584124806,15.449521882251751,114.12700503147627,581.595784369814,1160.4711676163543,84.42272696075128,585.3957332881907,2703.0791649900866
2021-11-11,172.39839355948214,15.82563383818672,116.49950232100025,576.2844073436057,1133.9559510269007,86.88474477753948,586.5728024570008,2688.4214353237157
2021-11-12,169.2894056593402,16.346404238712058,119.95939420155604,579.6988640033111,1154.1580208093415,86.87794362334945,632.8708564301954,2759.200888965806
