date,EVC,MCB,OAS,ORMP,STKS,TH,VRTV,portfolio
2021-10-07,269.2850520064217,1401.2886307007964,106.3796047920357,247.22379493099143,158.12655918687247,80.17087337442729,237.52548500845504,2500.0
2021-10-08,267.8074934220244,1407.448141165415,108.44522818605581,247.33308927004137,156.2583973061837,77.61640927181072,238.61255816638845,2503.52131678792
2021-10-11,275.93406563620994,1386.5382240618408,107.54668200965706,251.3769798148896,161.3291224109104,74.27595621454292,239.87257478126585,2496.8736049293166
2021-10-12,272.60955882131583,1393.8323811909945,108.32129078241461,254.00004395208842,164.79856590361814,74.86544793053136,239.62551269991732,2508.05280128088
2021-10-13,276.6728449284086,1400.9644459395008,107.58799447753746,256.1859307330875,164.79856590361814,73.88296173721729,236.90782980508376,2517.000573524453
2021-10-14,279.258572451104,1419.4429773333572,109.9221489127802,258.37181751408656,181.3451425611474,73.29347002122886,241.8490714320539,2563.483200225758
2021-10-15,278.8891828050047,1420.7397163785404,110.0460863164214,241.1033119441941,183.34674457617112,72.90047554390324,240.1937554870189,2547.219273051254
2021-10-18,284.43002749649486,1432.8966449271302,111.95678795589001,245.6936741842921,189.0846703525724,72.31098382791481,245.33264677906786,2581.705435523362
2021-10-19,281.4749103277001,1422.3606401850188,111.09955424737164,248.53532699959084,178.14257933710948,72.11448658925198,248.0256234657666,2561.75312115181
2021-10-20,288.1239239574883,1426.7371344625112,112.87599036622896,241.75907797849385,171.4705726203638,72.11448658925198,253.75746375305195,2566.83864972739
2021-10-21,281.8442999737994,1498.21987432822,113.60928667110609,244.60073079379256,166.3998475156371,70.93550315727512,256.37632181534616,2631.9858642551767
2021-10-22,283.3218585581968,1543.1194637676786,114.69373895296664,247.11450059194146,161.99632308258498,72.31098382791481,257.9081067197069,2680.4649755009905
2021-10-25,288.49331360358764,1579.2660646521526,118.16398625492043,250.50262510249001,172.1377732920384,77.81290651047354,261.6140379399345,2747.990707355597
2021-10-26,294.4035479411771,1506.9728628832045,123.87543493938604,253.2349835787388,176.00753718775087,81.74285128372978,253.53510787983834,2689.772325693825
2021-10-27,285.5381964347929,1425.926672559272,120.52912504107347,251.04909679773974,175.07345624740648,81.34985680640415,247.25973101358622,2586.7261349002747
2021-10-28,288.862703249687,1450.7268067983953,123.87543493938604,256.73240242833725,178.14257933710948,79.77787889710164,255.3386610736824,2633.456466723699
2021-10-29,293.2953790028791,1472.771370566505,124.55709065941267,255.85804771593763,176.40785759075564,81.34985680640415,265.0234946625439,2669.263097004438
2021-11-01,311.7648613078463,1509.8905257348663,127.03583873223681,274.1102023372796,185.081466322525,82.13584576105539,276.8083559428677,2766.8270961386775
2021-11-02,312.503640600045,1516.3742209607808,127.90340055772526,314.6584021248118,184.54770578518534,79.58138165843884,276.1412883232267,2811.7100400102136
2021-11-03,320.99960246032987,1590.774623678151,126.8705888607152,274.1102023372796,195.48979680064826,80.5638678517529,358.19060553906604,2946.999287527943
2021-11-04,325.0628885674227,1597.744596046009,123.93740364120664,289.52070414332286,185.34834659119483,81.34985680640415,360.9577008501693,2963.92149664573
2021-11-05,330.23434361281346,1608.928970310712,128.06865042924687,293.2367116710212,207.0990884877857,81.54635404506698,384.77448549216547,3033.8886040488114
2021-11-08,338.7303054730984,1640.374892156398,128.3371814704695,325.1506586736072,206.16500754744132,87.83426568227694,381.14267289634245,3107.734983899634
2021-11-09,317.67509564543576,1658.205054027663,129.73147726143304,319.3580587039597,209.1006905028094,93.53268560349849,381.78503430784855,3109.3880960526476
2021-11-10,309.54852343125026,1638.753968349919,128.20291594985818,299.2479003187686,199.0926804276909,88.22726015960258,370.7413592715702,3033.81460790866
2021-11-11,312.87303024614437,1601.3106284202624,131.94169429303457,305.149794627466,199.49300083069565,96.28364694477787,382.08150880546674,3029.1333041678477
2021-11-12,308.07096484685286,1629.8388874142865,131.93136617606447,313.1282813781125,215.23893668221544,97.26613313809192,379.04264520488005,3074.5172148405036
2021-11-15,313.61180953834304,1652.2076359436921,135.81473815682227,307.7728587646648,197.75827908434178,94.31867455814974,371.7543138050991,3073.2383098511127
2021-11-16,305.4852373241574,1664.202472111634,134.5960203543504,302.52673049026714,196.8241981439974,91.37121597820757,369.8519357787156,3064.8578101813296
2021-11-17,301.42195121706465,1642.9683702467637,132.10694416455618,297.8270739111192,190.8193920989263,83.7078236703579,361.1059380989784,3009.9574934077664
2021-11-18,299.94439263266725,1640.6990769176934,133.98666145311446,302.19884747311727,189.3515506212422,80.17087337442729,354.6823239839173,3001.033726456179
2021-11-19,290.7096514801837,1611.36035602043,129.1531027111074,289.6299984823728,193.22131451695472,77.61640927181072,343.3915868662905,2935.08241934915
2021-11-22,289.970872187985,1604.066198891276,131.05347623360592,207.11277249965903,187.2165084718836,78.40239822646197,345.14572764386486,2842.9679541547366
2021-11-23,285.16880678869353,1620.923806478654,134.657989056171,199.0249914099626,182.27922350149183,78.20590098779915,336.74561687801565,2837.0063351007875
2021-11-24,277.4116242206073,1622.7068226657805,136.4963938768489,206.78488948250921,182.27922350149183,81.74285128372978,329.3337544375604,2836.7555594685277
2021-11-26,258.2033626234414,1572.2960922842944,123.06984181571819,220.883859219953,183.74706497917586,78.59889546512478,318.31478560941696,2755.1139019971247
2021-11-29,258.5727522695408,1572.4581846649423,128.05832231227677,200.1179348004621,173.47217463538752,76.04443136250823,324.96075559769184,2733.6845556428093
2021-11-30,273.34833811351456,1538.7429694901864,123.83412247150565,210.06371965400774,174.94001611307158,72.50748106657761,311.39704733165877,2704.833694240522
2021-12-01,263.0054280227329,1498.7061514701634,118.18464248886065,193.3416857793651,164.1313652319436,69.56002248663543,303.07105519021405,2610.000350669915
2021-12-02,271.5013898830178,1557.7077780259863,122.30556115993076,191.4836820155159,169.86929100834487,69.75651972529825,325.4548797603888,2708.079101578483
2021-12-03,264.85237625322964,1500.9754447992334,120.85962478411668,168.64116515407594,165.06544617228798,69.75651972529825,314.3864985159757,2604.537075404218
2021-12-06,257.8339729773421,1535.501121877229,127.37666659225013,170.2805802398252,169.2020903366703,66.61256390669325,320.95834987984597,2647.765345809856
2021-12-07,269.2850520064217,1529.503703793258,128.4817751080509,184.27025563821906,175.60721678474613,67.79154733867013,332.52085528695613,2687.460405956322
2021-12-08,272.60955882131583,1532.7455514062153,127.65552575044283,188.42344052211723,179.87730108346338,69.95301696396106,322.5642534086113,2693.828647956127
2021-12-09,264.4829866071303,1521.3990847608645,127.00485438132651,178.91483302477144,174.1393753070621,69.95301696396106,315.2265095925606,2651.1206606376763
2021-12-10,257.8339729773421,1527.8827799867793,128.3475095874396,174.21517644562348,178.14257933710948,65.82657495204201,319.17950289413676,2651.428096180473
2021-12-13,248.5992318248585,1510.2147104961618,123.76182565271493,171.48281796937468,169.60241073967504,66.02307219070481,284.81316737855934,2574.497236252049
2021-12-14,241.2114389028716,1517.6709600059637,121.72718660960513,159.8976180300798,162.66352375425953,65.23708323605356,278.9825022587346,2547.3903127975677
