rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,77.16666666666667,NOTV,"Inotiv, Inc.",26.0,1.0,99,4.89,34.28,38.0,10.85,$4.85,$50.33,33.57,30.92,23.93,106.5,True
3,76.0,BPOP,"Popular, Inc.",53.0,1.7,86,1.59,79.71,86.25,8.2,$38.05,$83.72,78.52,76.47,72.48,89.0,True
4,75.5,HCCI,"Heritage-Crystal Clean, Inc",43.0,1.4,87,1.61,31.71,34.6,9.11,$14.11,$34.91,29.39,28.99,27.91,96.5,True
5,75.33333333333333,SGH,"SMART Global Holdings, Inc.",53.0,1.7,84,1.53,50.97,69.0,35.37,$24.37,$58.39,47.15,46.91,46.54,89.0,True
6,74.33333333333333,UEC,Uranium Energy Corp.,32.0,1.5,97,2.78,3.49,3.91,12.03,$0.82,$3.77,3.12,2.81,2.61,94.0,True
7,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.12,10.54,11.5,9.11,$2.10,$12.01,10.74,9.55,8.11,81.5,True
9,73.66666666666667,GDEN,"Golden Entertainment, Inc.",35.0,1.7,97,2.97,50.58,61.5,21.59,$12.30,$54.86,49.62,48.04,36.8,89.0,True
12,71.5,PDCE,"PDC Energy, Inc.",31.0,1.8,97,3.0,50.66,60.06,18.56,$10.61,$53.30,47.67,43.57,38.25,86.5,True
14,71.16666666666667,AJX,Great Ajax Corp.,55.0,2.0,77,1.33,14.12,16.9,19.69,$7.57,$14.28,13.77,13.75,12.36,81.5,True
17,70.0,AKR,Acadia Realty Trust,46.0,2.3,90,1.8,22.84,24.14,5.69,$9.10,$23.00,21.31,21.08,20.05,74.0,True
19,69.83333333333333,CARE,"Carter Bankshares, Inc.",42.0,2.0,86,1.59,14.71,16.17,9.93,$6.73,$16.28,14.52,13.44,12.93,81.5,True
20,69.66666666666667,AGO,Assured Guaranty Ltd.,35.0,1.7,85,1.54,52.95,58.0,9.54,$24.02,$53.76,48.79,48.71,45.28,89.0,True
21,69.33333333333333,SB,"Safe Bulkers, Inc.",41.0,2.5,98,3.62,4.69,5.0,6.61,$0.82,$5.44,4.89,4.35,3.35,69.0,True
22,69.0,ESTE,"Earthstone Energy, Inc.",30.0,2.1,98,3.09,10.53,14.63,38.94,$2.41,$13.15,10.0,8.96,8.52,79.0,True
24,68.83333333333333,AVID,"Avid Technology, Inc.",39.0,2.4,96,2.59,29.15,42.5,45.8,$8.21,$40.48,29.11,27.57,26.66,71.5,True
26,68.83333333333333,KE,"Kimball Electronics, Inc.",10.0,1.0,90,1.74,28.29,33.0,16.65,$11.60,$29.99,27.01,25.17,23.01,106.5,True
27,68.33333333333333,KRG,Kite Realty Group Trust,42.0,2.1,84,1.52,22.02,23.15,5.13,$10.00,$23.14,21.4,20.58,19.94,79.0,True
28,68.33333333333333,LPLA,LPL Financial Holdings Inc.,30.0,1.7,86,1.59,172.47,188.88,9.51,$75.25,$173.35,161.18,152.02,140.64,89.0,True
29,68.33333333333333,EVC,Entravision Communications Corporation,14.0,1.5,97,3.01,7.73,10.5,35.83,$1.71,$8.11,7.4,7.19,5.09,94.0,True
33,68.0,EVRI,Everi Holdings Inc.,16.0,1.5,94,2.07,24.41,30.75,25.97,$8.15,$26.61,24.32,23.13,19.07,94.0,True
37,67.16666666666667,MEC,"Mayville Engineering Company, Inc.",10.0,1.0,85,1.54,18.85,24.0,27.32,$8.62,$22.16,18.77,17.02,16.66,106.5,True
38,67.16666666666667,KFY,Korn Ferry,14.0,1.4,91,1.86,76.08,97.75,28.48,$29.95,$77.93,74.79,72.17,64.74,96.5,True
39,67.16666666666667,OLN,Olin Corporation,20.0,1.8,95,2.22,51.26,62.25,21.44,$16.03,$52.55,49.14,48.32,41.32,86.5,True
42,66.83333333333333,RMNI,"Rimini Street, Inc.",28.0,2.2,96,2.41,10.14,11.9,17.36,$3.04,$11.04,9.98,9.44,8.05,76.5,True
43,66.83333333333333,TRTX,"TPG RE Finance Trust, Inc.",49.0,2.0,70,1.21,12.83,14.42,12.39,$7.57,$14.55,12.73,12.6,12.24,81.5,True
45,66.66666666666667,CMRE,Costamare Inc.,14.0,1.3,87,1.63,14.47,16.0,10.57,$5.50,$16.72,15.05,14.32,11.24,99.0,True
48,66.66666666666667,PXD,Pioneer Natural Resources Company,28.0,1.9,88,1.67,189.93,207.44,9.22,$76.58,$196.64,176.7,160.47,152.43,84.0,True
49,66.33333333333333,CUBI,"Customers Bancorp, Inc.",23.0,2.1,97,2.78,46.52,49.13,5.61,$12.49,$46.89,43.15,40.76,34.49,79.0,True
50,66.33333333333333,CBNK,"Capital Bancorp, Inc.",19.0,1.7,91,1.87,24.44,26.25,7.41,$9.75,$25.24,24.07,23.55,20.35,89.0,True
51,66.16666666666667,CHX,ChampionX Corporation,11.0,1.6,96,2.56,26.5,28.44,7.32,$6.87,$30.48,23.82,23.15,22.4,91.5,True
52,66.16666666666667,GTN,"Gray Television, Inc.",23.0,1.4,79,1.36,22.74,29.14,28.14,$11.96,$24.43,23.15,22.42,20.96,96.5,True
53,65.83333333333333,PGNY,"Progyny, Inc.",15.0,1.4,86,1.58,56.95,65.5,15.01,$23.56,$66.61,58.59,55.2,53.09,96.5,True
54,65.83333333333333,BBCP,"Concrete Pumping Holdings, Inc.",11.0,1.4,90,1.74,8.66,10.75,24.13,$3.14,$9.41,8.51,8.43,7.55,96.5,True
55,65.66666666666667,CZR,"Caesars Entertainment, Inc.",26.0,1.9,87,1.62,113.0,126.91,12.31,$43.07,$119.81,113.91,104.35,95.54,84.0,True
56,65.5,AMTX,"Aemetis, Inc.",13.0,1.8,97,3.08,18.16,28.67,57.87,$1.96,$27.44,17.72,13.77,13.06,86.5,True
57,65.5,GTYH,GTY Technology Holdings Inc.,22.0,2.0,93,2.03,7.67,9.5,23.86,$2.40,$8.28,7.49,7.31,6.8,81.5,True
59,65.5,AX,"Axos Financial, Inc.",21.0,1.6,84,1.53,53.23,56.0,5.2,$25.50,$55.71,51.32,49.24,46.86,91.5,True
60,65.33333333333333,STXB,"Spirit of Texas Bancshares, Inc.",27.0,1.7,80,1.38,23.97,27.83,16.1,$12.49,$24.94,24.02,23.43,22.31,89.0,True
63,65.0,ULTA,"Ulta Beauty, Inc.",44.0,2.3,77,1.32,406.35,436.65,7.46,$200.50,$414.98,380.98,377.22,336.72,74.0,True
64,65.0,CNTY,"Century Casinos, Inc.",12.0,1.7,94,2.08,14.72,20.67,40.42,$4.39,$15.84,14.02,13.47,11.59,89.0,True
66,65.0,TPX,"Tempur Sealy International, Inc.",31.0,2.1,85,1.54,46.52,53.33,14.64,$21.19,$50.51,46.62,45.71,38.64,79.0,True
67,64.83333333333333,DCOM,"Dime Community Bancshares, Inc.",29.0,1.8,79,1.37,34.56,39.2,13.43,$18.24,$35.87,33.35,33.03,31.77,86.5,True
68,64.83333333333333,OAS,Oasis Petroleum Inc.,13.0,2.0,100,690.0,108.4,123.71,14.12,$0.08,$109.00,101.32,93.91,77.09,81.5,True
69,64.83333333333333,DVAX,Dynavax Technologies Corporation,11.0,1.8,97,3.07,17.14,21.0,22.52,$3.58,$20.96,17.88,16.2,10.67,86.5,True
70,64.83333333333333,TGH,Textainer Group Holdings Limited,23.0,2.0,90,1.79,37.72,41.5,10.02,$14.07,$38.84,35.57,34.26,29.03,81.5,True
71,64.66666666666667,DEN,Denbury Inc.,12.0,1.9,98,3.5,76.9,87.82,14.2,$15.96,$81.37,72.93,70.63,56.86,84.0,True
72,64.66666666666667,SLB,Schlumberger Limited,20.0,1.9,90,1.74,34.16,35.94,5.21,$13.70,$36.87,30.86,29.08,28.8,84.0,True
73,64.5,CURO,CURO Group Holdings Corp.,13.0,1.6,89,1.69,18.62,22.5,20.84,$7.32,$20.81,17.71,16.92,15.83,91.5,True
74,64.5,WCC,"WESCO International, Inc.",18.0,2.0,94,2.14,125.98,137.5,9.14,$39.45,$127.53,118.6,116.22,99.49,81.5,True
75,64.5,ACLS,"Axcelis Technologies, Inc.",20.0,1.8,87,1.62,49.64,57.17,15.17,$21.69,$52.80,47.87,47.36,41.2,86.5,True
76,64.5,OII,"Oceaneering International, Inc.",19.0,2.2,98,3.09,15.66,16.83,7.47,$3.35,$18.20,14.03,13.04,12.83,76.5,True
78,64.16666666666667,ISBC,"Investors Bancorp, Inc.",26.0,2.0,85,1.55,15.62,16.45,5.31,$7.66,$15.91,15.22,14.54,13.99,81.5,True
79,64.16666666666667,FC,Franklin Covey Co.,21.0,2.0,90,1.76,41.56,45.0,8.28,$16.50,$43.64,41.34,40.31,32.51,81.5,True
80,64.16666666666667,BVH,Bluegreen Vacations Holding Corporation,19.0,2.0,92,1.95,23.92,42.5,77.68,$7.70,$27.52,25.54,23.69,19.1,81.5,True
81,64.16666666666667,MCB,Metropolitan Bank Holding Corp.,16.0,2.0,95,2.26,88.4,107.5,21.61,$25.74,$89.35,84.87,80.25,61.78,81.5,True
82,64.16666666666667,ALLY,Ally Financial Inc.,23.0,1.8,83,1.47,54.86,65.3,19.03,$25.86,$56.61,52.83,52.49,48.68,86.5,True
84,63.833333333333336,EWBC,"East West Bancorp, Inc.",15.0,1.8,90,1.75,84.06,90.55,7.72,$34.13,$84.59,78.43,75.32,72.29,86.5,True
87,63.666666666666664,EBC,"Eastern Bankshares, Inc.",21.0,1.5,76,1.31,20.39,24.25,18.93,$11.74,$23.03,20.47,19.69,19.36,94.0,True
88,63.5,CNOB,"ConnectOne Bancorp, Inc.",13.0,1.6,86,1.59,32.38,35.0,8.09,$14.60,$32.77,30.93,29.65,26.43,91.5,True
89,63.5,CDXS,"Codexis, Inc.",16.0,1.6,83,1.49,27.79,29.5,6.15,$12.79,$32.42,27.02,26.05,23.25,91.5,True
91,63.333333333333336,CSV,"Carriage Services, Inc.",14.0,1.5,82,1.45,45.02,52.5,16.61,$23.60,$48.61,44.74,43.91,38.0,94.0,True
92,63.166666666666664,JLL,Jones Lang LaSalle Incorporated,18.0,2.0,90,1.78,254.44,310.0,21.84,$101.39,$260.76,251.08,245.78,199.55,81.5,True
93,63.166666666666664,FLL,"Full House Resorts, Inc.",11.0,2.0,97,3.08,11.69,13.5,15.48,$2.00,$12.18,10.71,9.3,8.52,81.5,True
94,63.166666666666664,WSC,WillScot Mobile Mini Holdings Corp.,15.0,1.6,83,1.47,32.71,36.33,11.07,$16.92,$33.22,32.03,30.12,28.23,91.5,True
95,63.0,FOCS,Focus Financial Partners Inc.,33.0,1.7,67,1.17,59.15,64.0,8.2,$35.56,$60.00,54.83,52.63,49.73,89.0,True
97,63.0,SCSC,"ScanSource, Inc.",12.0,1.3,78,1.34,36.71,39.33,7.14,$19.44,$38.49,36.19,34.27,30.23,99.0,True
98,62.833333333333336,ENVA,"Enova International, Inc.",21.0,2.0,86,1.6,36.06,43.25,19.94,$15.13,$41.06,35.03,33.4,32.81,81.5,True
99,62.833333333333336,ATKR,Atkore Inc.,15.0,2.2,97,3.0,91.32,103.75,13.61,$20.42,$102.49,90.17,89.99,74.38,76.5,True
101,62.833333333333336,NMRK,"Newmark Group, Inc.",12.0,2.0,95,2.27,14.87,17.17,15.47,$4.28,$15.10,14.44,13.75,11.51,81.5,True
102,62.666666666666664,TBI,"TrueBlue, Inc.",22.0,1.7,77,1.33,30.93,33.0,6.69,$14.99,$32.50,29.33,27.79,25.03,89.0,True
103,62.666666666666664,BLDR,"Builders FirstSource, Inc.",16.0,1.5,78,1.35,57.82,67.71,17.1,$29.73,$58.23,54.46,52.97,46.52,94.0,True
105,62.666666666666664,LKQ,LKQ Corporation,16.0,1.5,78,1.35,55.56,62.11,11.79,$29.60,$55.65,52.09,51.53,46.49,94.0,True
106,62.166666666666664,VVI,Viad Corp,17.0,2.0,88,1.67,46.99,58.0,23.43,$18.45,$52.00,46.2,44.3,43.16,81.5,True
107,62.166666666666664,PGC,Peapack-Gladstone Financial Corporation,19.0,2.0,86,1.57,33.66,38.25,13.64,$16.22,$34.67,33.4,33.09,30.84,81.5,True
109,62.166666666666664,MPC,Marathon Petroleum Corporation,10.0,1.8,90,1.8,66.4,70.07,5.53,$26.77,$67.92,63.33,60.09,56.15,86.5,True
110,62.0,CBRE,"CBRE Group, Inc.",19.0,2.1,88,1.64,102.05,116.43,14.09,$43.17,$102.69,98.16,96.66,84.15,79.0,True
114,61.833333333333336,LPX,Louisiana-Pacific Corporation,26.0,2.4,88,1.65,66.39,74.44,12.13,$27.01,$76.35,62.97,61.68,56.64,71.5,True
115,61.833333333333336,FNKO,"Funko, Inc.",13.0,2.2,96,2.38,19.26,24.65,27.99,$5.81,$27.20,18.72,18.69,18.58,76.5,True
116,61.833333333333336,FFWM,First Foundation Inc.,21.0,1.8,78,1.34,26.39,30.0,13.68,$14.29,$27.25,26.31,25.15,23.62,86.5,True
117,61.833333333333336,ANF,Abercrombie & Fitch Co.,16.0,2.2,93,2.0,39.3,52.78,34.3,$14.04,$47.29,39.01,37.68,35.78,76.5,True
118,61.833333333333336,SEAS,"SeaWorld Entertainment, Inc.",21.0,2.4,93,2.04,59.69,64.0,7.22,$19.56,$61.85,58.0,53.9,48.45,71.5,True
121,61.666666666666664,LPI,"Laredo Petroleum, Inc.",16.0,2.5,100,6.47,73.9,80.56,9.01,$7.71,$99.26,82.83,64.98,50.18,69.0,True
122,61.5,QCRH,"QCR Holdings, Inc.",19.0,1.8,79,1.36,52.39,59.8,14.14,$28.88,$53.35,51.89,50.99,47.06,86.5,True
124,61.5,COF,Capital One Financial Corporation,19.0,2.2,89,1.68,169.16,183.18,8.29,$70.78,$177.95,165.97,165.73,145.7,76.5,True
125,61.333333333333336,EOG,"EOG Resources, Inc.",13.0,2.1,92,1.89,89.31,99.85,11.8,$31.22,$93.07,84.43,74.87,73.0,79.0,True
127,61.333333333333336,ABG,"Asbury Automotive Group, Inc.",24.0,2.1,81,1.41,212.1,235.38,10.98,$99.65,$216.88,201.76,191.84,184.7,79.0,True
128,61.166666666666664,PWR,"Quanta Services, Inc.",17.0,1.8,80,1.39,112.67,121.33,7.69,$58.93,$119.70,114.06,108.89,92.7,86.5,True
129,61.166666666666664,RCKY,"Rocky Brands, Inc.",18.0,2.0,84,1.52,51.4,71.67,39.44,$24.00,$69.00,49.71,49.26,48.59,81.5,True
130,61.166666666666664,JBL,Jabil Inc.,20.0,1.8,77,1.32,62.13,74.0,19.11,$31.41,$64.32,61.09,61.03,53.95,86.5,True
131,61.0,TTGT,"TechTarget, Inc.",24.0,2.1,80,1.38,87.66,99.13,13.08,$43.31,$101.12,84.92,83.14,76.79,79.0,True
133,61.0,HWC,Hancock Whitney Corporation,10.0,1.9,89,1.69,47.91,51.39,7.26,$21.33,$50.69,47.39,45.87,43.75,84.0,True
134,60.833333333333336,LBAI,"Lakeland Bancorp, Inc.",16.0,1.6,75,1.29,17.82,21.21,19.02,$10.21,$19.35,17.71,17.03,16.83,91.5,True
135,60.833333333333336,RJF,"Raymond James Financial, Inc.",14.0,1.8,82,1.46,100.37,159.0,58.41,$48.87,$101.16,94.45,92.69,84.61,86.5,True
136,60.833333333333336,CFG,"Citizens Financial Group, Inc.",21.0,2.0,80,1.39,48.38,51.75,6.97,$25.41,$51.14,47.22,45.02,44.51,81.5,True
140,60.5,KBR,"KBR, Inc.",23.0,2.0,77,1.32,42.58,46.22,8.55,$21.13,$42.83,40.42,39.5,37.13,81.5,True
141,60.5,BYD,Boyd Gaming Corporation,17.0,2.0,83,1.48,66.61,80.5,20.85,$30.30,$71.00,65.0,62.04,59.36,81.5,True
142,60.5,CIVB,"Civista Bancshares, Inc.",16.0,1.8,79,1.36,24.76,27.5,11.07,$13.55,$25.59,24.07,23.49,22.23,86.5,True
