no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
2,AA,Alcoa Corporation,Basic Materials,Aluminum,USA,11831.16,26.32,8.16,,0.97,2.8,8.15,,0.69%,0.00%,2.21,85.00%,-1.80%,28.00%,,-3.70%,769.80%,31.50%,187.0,185.26,0.10%,-69.87%,77.80%,0.50%,7.96%,1.81,3.00%,12.10%,5.00%,1.5,0.9,0.44,0.44,24.70%,8.10%,3.50%,-5.26%,-1.96%,26.45%,47.40%,213.68%,-2.60%,2.34,3.45,7.74%,5.42%,-4.23%,5.63%,27.62%,-10.83%,32.69%,-10.83%,222.93%,48.04,-1.03%,-0.05%,1.9,8130.64,0.85,57.4,-1.09%,6934056,1/19/2022 4:30:00 PM,65.3,10/18/2016,57.4,0.00%,72.0,99,2.67,57.4,59.9,54.33,44.97,17.77,64.37,12.0,13.76,61.0,True
377,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,1238.87,11.14,14.61,,5.0,1.54,5.79,21.43,0.18%,0.00%,3.03,-103.50%,13.86%,-16.20%,,4.60%,900.60%,-0.80%,37.13,20.0,0.80%,-10.31%,32.20%,0.82%,1.82%,2.88,0.50%,5.10%,20.10%,,,0.15,0.15,,88.40%,16.40%,0.72%,-3.21%,27.25%,51.28%,131.75%,-2.40%,1.4,1.53,4.77%,4.17%,-1.28%,3.42%,31.13%,-7.87%,21.12%,-7.87%,141.30%,50.45,0.65%,-0.33%,1.8,126.18,0.92,33.83,0.33%,116577,1/20/2022 8:30:00 AM,36.0,8/29/2018,33.83,-0.00%,75.0,99,1.99,33.83,34.27,32.71,25.8,14.02,36.72,14.0,6.41,62.666666666666664,True
444,APR,"Apria, Inc.",Healthcare,Medical Instruments & Supplies,USA,1325.06,18.59,20.28,,1.16,56.36,6.12,17.46,,0.00%,2.0,195.30%,8.65%,18.20%,,0.30%,268.70%,3.80%,35.31,34.63,2.00%,-93.41%,89.00%,-12.71%,2.48%,1.49,10.50%,,14.00%,1.2,1.2,15.2,16.55,70.40%,9.30%,6.50%,-0.16%,18.06%,6.19%,23.18%,,14.11%,,0.83,0.34%,1.90%,5.78%,15.15%,16.26%,-1.27%,33.38%,-7.00%,85.35%,67.1,-0.03%,0.03%,1.8,577.02,0.88,37.2,0.00%,509970,11/4/2021 4:30:00 PM,38.33,2/11/2021,37.2,0.00%,75.0,93,1.33,37.2,35.17,32.31,32.0,20.07,40.0,11.0,3.04,59.666666666666664,True
450,APTS,Preferred Apartment Communities,Real Estate,REIT - Residential,USA,861.07,,,,1.85,0.8,15.77,7.9,4.34%,,-3.06,-154.30%,34.00%,-48.80%,7.00%,35.70%,-15.10%,-12.30%,52.45,51.37,1.90%,-0.03%,52.90%,-0.08%,1.12%,1.02,-3.80%,-11.90%,-2.10%,,,2.24,2.24,73.50%,22.60%,-33.40%,-5.61%,-2.06%,31.33%,53.13%,119.29%,-10.63%,1.23,0.74,4.91%,3.94%,-6.44%,4.38%,33.56%,-14.58%,27.99%,-14.58%,133.81%,46.19,2.05%,-0.06%,2.3,566.38,0.76,16.46,1.98%,430148,11/8/2021 4:30:00 PM,15.42,4/1/2011,16.46,0.00%,59.0,98,1.92,16.46,17.61,15.78,12.33,7.04,19.27,17.0,-6.32,58.0,True
463,AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,5988.53,,5.79,,1.69,1.2,,4.24,,,-3.24,-319.20%,93.35%,-27.40%,,-2.50%,12.20%,40.30%,313.79,273.23,0.30%,-62.80%,78.00%,0.48%,7.55%,3.15,-7.80%,-18.60%,-11.40%,0.3,0.3,0.48,0.48,64.40%,-34.60%,-28.80%,6.07%,-1.28%,-7.49%,36.15%,143.50%,5.89%,4.2,1.06,7.79%,5.84%,6.16%,8.68%,25.24%,-6.12%,27.57%,-10.78%,185.17%,57.88,3.05%,2.75%,2.2,6560.1,1.58,19.62,5.88%,10394073,2/16/2022 4:30:00 PM,27.56,10/10/2013,19.6,-0.10%,63.0,99,2.37,19.62,18.54,18.07,15.67,6.88,21.99,18.0,40.47,60.0,True
473,ARCH,"Arch Resources, Inc.",Energy,Thermal Coal,USA,1541.41,96.69,2.46,,0.87,3.63,7.35,,1.02%,0.00%,1.02,-268.30%,114.84%,30.20%,,-10.60%,139.00%,55.50%,15.3,14.99,1.40%,-0.79%,,0.78%,29.24%,9.15,1.80%,10.00%,-41.40%,1.5,1.1,1.01,1.35,18.80%,3.10%,1.80%,5.10%,6.94%,7.44%,43.80%,96.74%,7.79%,0.92,4.83,5.67%,5.21%,3.61%,10.97%,32.48%,-6.49%,33.14%,-7.26%,150.94%,59.1,-0.39%,-0.14%,2.0,478.94,0.87,97.91,-0.53%,417340,10/26/2021 8:30:00 AM,126.83,10/5/2016,97.91,0.00%,69.0,98,1.71,97.91,94.47,88.22,73.9,39.02,105.58,7.0,29.54,58.0,True
876,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Healthcare,Biotechnology,USA,8319.67,,,,27.05,,15.99,,,,-13.76,-19.70%,52.40%,,,,19.70%,666.70%,65.39,56.09,6.20%,-3.26%,92.80%,0.08%,7.84%,6.5,-94.40%,202.60%,-198.10%,2.0,1.9,,,78.60%,,,3.91%,-12.29%,-12.08%,-4.44%,39.47%,-12.53%,1.11,7.01,7.95%,5.54%,2.23%,6.66%,11.79%,-9.81%,30.20%,-15.77%,103.96%,54.31,5.67%,0.19%,1.8,676.19,0.73,127.62,5.87%,491180,11/9/2021 8:30:00 AM,154.91,5/4/2017,127.62,0.00%,75.0,91,1.26,127.62,125.19,119.79,114.2,62.57,151.51,8.0,21.38,58.0,True
1363,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,14288.0,49.59,6.51,0.79,2.8,5.0,18.87,15.23,1.75%,86.40%,1.38,-33.80%,139.65%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-36.33%,95.30%,1.01%,2.03%,1.43,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,6.35%,-7.99%,20.51%,43.56%,62.04%,-3.39%,1.07,3.27,7.25%,4.48%,3.82%,7.59%,28.16%,-4.91%,24.19%,-4.91%,73.44%,57.28,3.60%,0.37%,2.1,3033.86,1.12,71.1,3.98%,3400523,11/3/2021 4:30:00 PM,72.58,8/11/2005,71.12,0.03%,66.0,95,1.44,71.1,68.62,66.14,55.49,41.0,74.77,11.0,2.08,57.333333333333336,True
1418,CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA,8353.84,28.2,7.18,2.35,2.12,2.23,9.84,11.43,2.53%,9.20%,2.45,,-0.81%,,12.00%,-16.20%,95.40%,-7.50%,117.11,103.99,0.04%,0.00%,,17.05%,12.11%,9.7,64.40%,533.10%,237.70%,0.7,0.7,0.41,0.41,65.10%,,,6.68%,4.79%,4.40%,24.90%,,7.13%,,2.95,5.11%,4.40%,1.20%,6.12%,17.83%,-7.15%,20.51%,-7.15%,70.97%,54.36,-1.20%,0.14%,2.0,1297.73,1.36,68.39,-1.06%,1765591,11/2/2021 4:30:00 PM,94.45,2/10/2021,68.35,-0.06%,69.0,91,1.27,68.39,67.54,64.43,58.04,40.0,73.66,32.0,38.1,64.0,True
1636,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,122417.29,26.68,11.22,,3.38,2.71,11.65,21.25,1.70%,51.00%,3.36,-139.20%,35.33%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.86,0.10%,-9.77%,80.40%,0.03%,1.13%,1.88,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,4.71%,22.96%,20.80%,57.51%,118.70%,24.22%,1.44,2.82,4.46%,3.24%,8.86%,17.80%,38.72%,-0.58%,35.43%,-0.58%,125.36%,70.22,1.39%,-1.85%,1.8,7933.29,1.44,89.22,-0.49%,11440358,2/3/2022 8:30:00 AM,93.63,1/13/1978,89.15,-0.08%,75.0,98,1.87,89.22,81.95,75.85,64.47,39.7,89.71,16.0,4.94,63.0,True
