date,COF,DVN,SCHW,portfolio
2021-10-26,751.2092037889569,2.978312741707815,1745.8124834693351,2500.0
2021-10-27,694.9312441051222,2.8419892561571634,1705.666805964715,2403.4400393259943
2021-10-28,694.9312441051222,2.905845895930373,1723.3223937197647,2421.159483720817
2021-10-29,688.2324595906288,2.875711426924703,1724.1631206548814,2415.271291672435
2021-11-01,697.2552121068869,3.0127524528277285,1720.8002129144147,2421.0681774741292
2021-11-02,692.2425796052513,3.0120349124753547,1718.698395576623,2413.9530100943493
2021-11-03,701.3108053255961,3.011317650347235,1751.4875513401726,2455.809674316116
2021-11-04,699.3058504181402,3.039299776520038,1711.97225797809,2414.31740817275
2021-11-05,705.7310950424114,3.1268338568003147,1705.666805964715,2414.524734863927
2021-11-08,708.693159299364,3.165578253585963,1716.8067599726105,2428.6654975255606
2021-11-09,708.2373762599441,3.156251063677865,1697.8897596972859,2409.283387020908
2021-11-10,712.1564097332529,3.03714743368717,1701.049572291166,2416.243129458106
2021-11-11,716.120846344078,3.065129559859973,1714.7423082763796,2433.928284180318
2021-11-12,717.2645429701273,3.0550845513752463,1729.6988726638651,2450.018500185368
2021-11-15,715.2518106733746,3.0981341902751383,1725.6964004292704,2444.0463452929203
2021-11-16,703.6328815299643,3.1160713079632143,1723.379247476105,2430.1282003140327
2021-11-17,695.0787342354802,3.0342772722776745,1715.1636380967368,2413.2766496044947
2021-11-18,699.8361142217266,3.10817892053561,1721.483263284497,2424.427556426759
2021-11-19,692.1968962014539,2.913020743005603,1688.8314906772032,2383.9414076216626
2021-11-22,700.842480370103,2.951765418015506,1725.6964004292704,2429.490646217389
2021-11-23,714.9315363808015,3.1167888483155886,1747.183415973495,2465.231741202612
2021-11-24,712.9645575544164,3.2351752161781637,1751.3965531182682,2467.596285888863
2021-11-26,682.3161785325907,3.0636944791552247,1667.3446361917786,2352.7245092035246
2021-11-29,672.5269678044625,3.1512282812112473,1687.3569973647523,2363.035193450426
2021-11-30,642.8391313940753,3.017774957070092,1630.2690615295328,2276.125967880678
2021-12-01,632.9584837917822,2.9302408767898145,1612.152684548167,2248.041409216739
2021-12-02,655.7847009784352,2.984052786302552,1687.7783271851097,2346.5470809498474
2021-12-03,649.1060255696011,2.9969676779725196,1653.020066534829,2305.123059782403
2021-12-06,667.586644003316,3.039299776520038,1693.0447888807764,2363.6707326606124
2021-12-07,679.6630377838321,3.237327559011031,1712.8463240847716,2395.746689427615
