no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2242.76,30.36,18.77,1.52,3.87,4.5,8.27,22.77,,0.00%,2.26,190.80%,36.73%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.69,2.40%,-6.81%,89.40%,0.91%,2.96%,2.3,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,-7.90%,-0.35%,45.55%,79.34%,116.76%,-7.90%,1.52,3.72,6.30%,5.21%,-0.01%,6.79%,41.98%,-11.51%,37.12%,-11.51%,141.37%,50.71,-4.89%,0.04%,1.8,420.84,0.95,68.67,-4.85%,399351,11/3/2021 4:30:00 PM,79.33,7/11/2000,71.5,4.12%,75.0,97,1.77,68.67,68.82,64.68,48.52,28.45,77.6,20.0,15.52,64.0,True
367,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,991.86,23.75,17.62,,4.03,1.59,4.63,24.25,0.17%,0.00%,1.47,-103.50%,19.91%,-16.20%,,4.60%,900.60%,-0.80%,37.13,18.1,1.00%,-10.59%,40.80%,6.68%,1.55%,2.73,0.70%,7.00%,21.20%,,,0.15,0.15,,,22.70%,0.69%,11.97%,35.37%,64.73%,118.39%,0.69%,1.42,1.38,3.71%,4.46%,3.33%,12.04%,40.79%,-5.26%,35.32%,-5.26%,155.26%,61.76,0.38%,-0.23%,2.2,103.07,0.8,34.79,0.14%,81977,1/20/2022 8:30:00 AM,34.0,8/29/2018,34.79,0.00%,63.0,97,1.79,34.79,33.87,31.22,24.8,13.63,36.72,14.0,-2.27,58.0,True
438,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,918.81,,,,1.97,0.88,16.83,8.43,3.91%,,-3.06,-154.30%,34.00%,-48.80%,7.00%,35.70%,-15.10%,-12.30%,52.45,51.51,0.40%,-0.13%,53.00%,5.49%,1.97%,2.01,-3.80%,-11.90%,-2.10%,,,2.24,2.24,73.50%,22.60%,-33.40%,-0.89%,27.77%,48.18%,72.61%,138.99%,-0.89%,1.23,0.67,3.93%,4.35%,9.92%,22.43%,51.41%,-7.10%,47.21%,-7.10%,154.26%,67.1,-1.49%,-0.22%,2.3,504.9,1.31,17.9,-1.70%,659527,11/8/2021 4:30:00 PM,14.75,4/1/2011,17.9,0.00%,59.0,98,1.95,17.9,16.49,14.73,11.86,7.04,19.27,16.0,-17.6,57.666666666666664,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,41343.08,19.51,17.25,1.39,2.73,,43.02,14.3,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-67.67%,95.00%,-0.02%,2.12%,2.77,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-3.89%,1.30%,19.83%,27.72%,60.81%,-3.89%,0.88,51.4,2.56%,2.30%,-0.87%,4.59%,22.70%,-4.51%,13.99%,-4.51%,81.23%,51.55,-1.45%,-0.88%,2.2,157.41,0.83,2014.77,-2.31%,130467,12/7/2021 8:30:00 AM,2177.35,4/2/1991,2020.99,0.31%,63.0,91,1.32,2014.77,2034.84,1930.17,1645.28,1111.71,2110.0,17.0,8.07,57.0,True
822,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1262.82,36.9,,4.85,5.28,4.94,106.12,27.69,4.09%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-27.72%,46.50%,-0.09%,1.13%,4.06,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,1.40%,2.32%,16.31%,16.31%,65.52%,1.40%,1.08,1.29,2.35%,2.32%,2.95%,4.81%,16.60%,-3.02%,18.86%,-3.02%,81.32%,58.49,-0.59%,-0.33%,2.3,36.27,0.96,53.76,-0.92%,34837,11/4/2021 4:30:00 PM,54.33,8/19/1993,53.76,0.00%,59.0,92,1.35,53.76,52.31,51.46,46.18,29.65,55.44,13.0,1.06,54.666666666666664,True
888,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9498.12,21.89,19.58,4.21,0.58,15.68,112.14,18.56,,0.00%,3.0,124.70%,4.97%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.60%,-19.53%,98.50%,-3.58%,5.17%,5.73,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,-1.91%,-0.47%,18.70%,36.31%,71.87%,-1.91%,0.43,2.1,3.16%,3.02%,0.07%,1.75%,21.87%,-11.34%,16.62%,-11.34%,76.82%,51.37,1.36%,-0.06%,2.2,1223.92,0.87,65.69,1.30%,1065707,11/18/2021 8:30:00 AM,78.21,6/28/2018,65.72,0.05%,63.0,93,1.41,65.69,65.65,64.69,54.01,37.15,74.09,18.0,19.06,58.0,True
926,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,14765.93,10.66,12.07,0.57,0.83,2.91,65.71,18.02,,0.00%,7.38,40.30%,-28.09%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.56,0.90%,-2.76%,,-1.03%,3.73%,2.86,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,-8.26%,2.81%,42.73%,79.73%,95.74%,-8.26%,2.28,3.05,4.40%,3.25%,-2.81%,7.51%,43.69%,-9.08%,38.82%,-9.08%,109.90%,49.1,-4.69%,0.05%,1.5,2461.61,1.5,78.63,-4.64%,3693348,11/4/2021 8:30:00 AM,94.5,6/22/2005,78.99,0.46%,84.0,96,1.6,78.63,80.95,73.57,54.89,37.46,86.48,17.0,20.18,65.66666666666667,True
1137,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,USA,708.39,12.99,12.13,1.3,1.13,3.13,3.27,7.05,,0.00%,2.62,-273.40%,-0.53%,-19.10%,10.00%,-6.70%,170.60%,55.00%,21.71,13.95,7.10%,9.27%,44.90%,1.29%,2.20%,3.34,4.30%,25.70%,-10.10%,,,2.64,2.64,75.10%,6.60%,8.70%,-2.88%,3.30%,34.69%,102.07%,165.29%,-2.88%,1.85,1.36,3.30%,4.03%,-0.03%,8.04%,45.73%,-5.57%,37.90%,-5.57%,176.48%,53.67,-0.61%,-0.32%,2.0,91.7,0.61,34.09,-0.93%,55828,11/3/2021 4:30:00 PM,51.5,11/19/1997,34.09,0.00%,69.0,99,2.17,34.09,34.15,31.73,23.47,12.33,36.1,21.0,51.07,63.0,True
1157,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,USA,752.58,3.28,6.88,0.13,0.18,2.79,3762.91,7.5,,0.00%,24.69,552.90%,-55.56%,53.30%,25.00%,10.10%,-17.10%,11.40%,9.72,9.31,0.10%,-85.95%,83.70%,2.68%,3.16%,1.81,20.40%,139.10%,19.60%,3.1,1.5,1.74,1.76,17.00%,8.60%,5.80%,-15.40%,-0.28%,61.50%,76.15%,137.50%,-15.40%,1.79,4.76,7.20%,5.27%,-5.96%,6.94%,44.62%,-16.16%,76.65%,-16.16%,146.01%,46.28,-7.74%,0.00%,2.3,162.67,0.94,81.01,-7.74%,153121,11/2/2021 4:30:00 PM,105.25,12/14/2004,82.64,2.01%,59.0,98,1.94,81.01,86.04,76.43,56.23,32.93,96.63,15.0,29.92,57.333333333333336,True
1241,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,35066.72,24.4,18.58,2.22,1.34,4.41,12.67,17.77,,0.00%,4.29,-41.00%,6.52%,6.40%,11.00%,17.00%,134.80%,20.40%,335.37,332.43,0.50%,-39.53%,98.40%,-0.30%,1.41%,3.48,7.90%,19.50%,6.80%,1.4,1.4,0.24,0.42,22.00%,5.40%,5.60%,-3.44%,1.92%,7.91%,22.11%,67.27%,-3.44%,1.42,2.66,2.40%,2.25%,-0.76%,1.17%,12.03%,-5.60%,10.73%,-5.60%,73.39%,49.06,-0.27%,-0.61%,2.1,1345.37,0.76,104.78,-0.88%,1023849,10/28/2021 8:30:00 AM,128.17,6/10/2004,104.78,0.00%,66.0,92,1.37,104.78,105.68,103.6,93.67,60.6,111.0,21.0,22.32,59.666666666666664,True
