date,ERF,RRD,portfolio
2021-10-29,2.9999999999999996,2497.0,2500.0
2021-11-01,3.0823652396085226,2539.9172389519626,2542.999604191571
2021-11-02,3.0633578063855835,2575.031174420846,2578.094532227232
2021-11-03,3.003167449000834,3554.3232505869382,3557.3264180359392
2021-11-04,3.006335506716765,3519.20950115905,3522.215836665767
2021-11-05,3.23125634331856,3577.732788954187,3580.9640452975054
2021-11-08,3.307286076210318,3569.9294854711075,3573.236771547318
2021-11-09,3.3896510114612934,3554.3232505869382,3557.7129015983996
2021-11-10,3.209081156737238,3550.421970927388,3553.6310520841253
2021-11-11,3.2280882856026296,3554.3232505869382,3557.551338872541
2021-11-12,3.2059130990213074,3558.224902328478,3561.4308154274995
2021-11-15,3.2280882856026296,3581.6344406957264,3584.862528981329
2021-11-16,3.1837379124399856,3597.2406755798957,3600.4244134923356
2021-11-17,3.1108759329066102,3593.339023838356,3596.4498997712626
2021-11-18,3.212248910095621,3640.1577284908635,3643.369977400959
2021-11-19,3.0253429399397045,3608.945258722525,3611.9706016624646
2021-11-22,3.098204615115532,3601.141955239446,3604.2401598545616
2021-11-23,3.3548045070888928,3632.354797089774,3635.7096015968627
2021-11-24,3.361140318163206,3612.846910464065,3616.208050782228
2021-11-26,3.098204615115532,3624.5514936066943,3627.64969822181
2021-11-29,3.133516482178648,3987.3969197661145,3990.530436248293
2021-11-30,3.0030855768204536,4120.050102322547,4123.053187899367
2021-12-01,2.945823443403902,4038.117276160162,4041.0630996035657
2021-12-02,3.012629620807018,4147.360920349346,4150.373549970153
2021-12-03,3.03807939024603,4186.376321518775,4189.4144009090205
2021-12-06,3.152603657079133,4077.13267732959,4080.285280986669
2021-12-07,3.3943776841799407,4104.443867438378,4107.838245122558
2021-12-08,3.3752902049219076,4077.13267732959,4080.507967534512
2021-12-09,3.327571811134373,4194.179625001853,4197.507196812988
2021-12-10,3.4166463085284633,4338.537390700916,4341.954037009445
2021-12-13,3.2066846454051947,4319.029504075207,4322.2361887206125
2021-12-14,3.0667106091330796,4295.620337789948,4298.6870483990815
2021-12-15,3.0953415236625816,4174.671738376145,4177.767079899808
2021-12-16,3.1144290029206148,4174.671738376145,4177.786167379066
2021-12-17,2.9012861947068567,4182.475041859224,4185.376328053931
2021-12-20,2.9076487892453837,4178.5733901176845,4181.48103890693
2021-12-21,3.098522668753071,4186.376321518775,4189.474844187528
2021-12-22,3.152603657079133,4182.475041859224,4185.627645516303
2021-12-23,3.219409530124701,4186.376321518775,4189.595731048899
2021-12-27,3.458002412135019,4182.475041859224,4185.933044271359
2021-12-28,3.4166463085284633,4147.360920349346,4150.777566657875
2021-12-29,3.3434778409443684,4162.967155233515,4166.3106330744595
2021-12-30,3.2957591427992856,4393.159398836503,4396.455157979302
2021-12-31,3.365746465292891,4393.159398836503,4396.525145301796
2022-01-03,3.4961770662935376,4361.9469290681645,4365.4431061344585
2022-01-04,3.489814776112558,4354.143625585085,4357.633440361197
2022-01-05,3.3752902049219076,4361.9469290681645,4365.322219273086
2022-01-06,3.540714314990583,4369.749860469255,4373.290574784245
2022-01-07,3.531170879719114,4373.651512210794,4377.182683090513
2022-01-10,3.527989430271077,4361.9469290681645,4365.474918498436
2022-01-11,3.604339042945661,4389.257747094963,4392.862086137909
2022-01-12,3.7252259043172913,4389.257747094963,4392.98297299928
2022-01-13,3.604339042945661,4393.159398836503,4396.763737879449
2022-01-14,3.8015755169918757,4381.454443611884,4385.256019128876
2022-01-18,3.7252259043172913,4077.13267732959,4080.857903233907
2022-01-19,3.6934135403397517,4139.5576168662665,4143.251030406606
2022-01-20,3.6107016374841883,4330.734459299826,4334.3451609373105
2022-01-21,3.477089891393052,4299.521989531488,4302.999079422881
2022-01-24,3.4739084419450146,4319.029504075207,4322.503412517152
2022-01-25,3.620245377113205,4268.30914768116,4271.929393058273
2022-01-26,3.5629829393391055,4276.112451164239,4279.6754341035785
2022-01-27,3.512083400461081,4264.40786802161,4267.919951422071
2022-01-28,3.559801794248616,4295.620337789948,4299.180139584197
2022-01-31,3.6806886556202456,4299.521989531488,4303.202678187108
