Company,Recommendations
VVR,1.0
LFC,1.0
BCS,1.0
STLA,1.0
HLF,1.4
QFIN,1.4
ING,1.5
FBP,1.5
BLDR,1.5
ASX,1.5
MFC,1.5
LKQ,1.6
RIO,1.6
ARCC,1.7
SLM,1.7
NAVI,1.8
NOMD,1.8
RDN,1.8
GM,1.8
FLEX,1.8
ET,1.8
FITB,1.9
FHN,1.9
SYF,1.9
ACGL,1.9
CI,1.9
KKR,1.9
VALE,2.0
ISBC,2.0
FNF,2.0
MX,2.0
QCOM,2.0
SEM,2.0
BGFV,2.0
BMRN,2.0
AMKR,2.0
KGC,2.1
TPX,2.1
WES,2.1
C,2.1
CFG,2.1
HOG,2.1
LOGI,2.1
AEM,2.1
DAN,2.1
DGX,2.1
AMX,2.1
RF,2.2
LPX,2.2
KLIC,2.2
DFS,2.2
TROX,2.2
ATUS,2.2
TX,2.2
WFC,2.2
BAC,2.2
GS,2.2
CB,2.2
TD,2.2
PHM,2.2
NYCB,2.2
ORI,2.3
TMHC,2.3
SSRM,2.3
FAF,2.3
KNX,2.3
DKS,2.3
ENB,2.3
KBH,2.3
CIG,2.3
FE,2.4
CMI,2.4
BXMT,2.4
IPG,2.4
IRWD,2.4
BWA,2.4
STX,2.4
NUE,2.5
GGB,2.5
CBD,2.5
AXP,2.5
LYB,2.5
LNC,2.5
HPQ,2.6
AN,2.6
FSLR,2.6
GFI,2.6
VIAC,2.7
ZION,2.7
PFG,2.7
KEY,2.7
BSAC,2.7
IVZ,2.8
AU,2.8
CMA,2.9
SHLX,2.9
FSM,3.0
ABEV,3.1
MUFG,6.0
FOX,6.0
