Company,Recommendations
TA,1.4
EVC,1.5
TTI,1.5
KNTE,1.5
UEIC,1.5
TRIN,1.6
OLMA,1.6
CDXS,1.6
IMUX,1.6
SRI,1.7
CALA,1.7
VEL,1.7
ATSG,1.7
APR,1.7
KDMN,1.7
TCRR,1.7
OPRT,1.8
MGTX,1.9
NGM,1.9
OFIX,2.0
OCFC,2.0
LCUT,2.0
PRTS,2.0
LXU,2.0
EFSC,2.0
MCHX,2.0
ADTN,2.0
TGH,2.0
BXC,2.0
AJX,2.0
CRAI,2.0
CPS,2.0
AMPY,2.0
AVD,2.0
APRN,2.0
CEIX,2.0
TERN,2.0
VIAO,2.0
PFC,2.2
PRAA,2.2
STNG,2.2
HCI,2.3
TMST,2.3
RYAM,2.3
IVC,2.3
UFCS,2.3
WPRT,2.3
PARR,2.4
CLNE,2.5
CDR,2.5
RCKY,2.5
DSP,2.5
TGI,2.7
VNTR,2.7
MTW,2.7
YELL,2.7
INGN,2.7
CLW,2.7
BEST,2.8
DRH,2.8
CNDT,2.8
KLXE,3.0
EXPR,3.0
QUAD,3.0
SVC,3.0
MMLP,3.0
ONE,3.0
CENX,3.0
OFS,3.0
BTU,3.0
CHS,3.0
GSKY,3.5
CSU,4.0
NL,4.0
GCI,4.3
SOS,5.0
SPLP,6.0
BARK,6.0
LQDT,6.0
BTCM,6.0
KLTR,6.0
CCM,6.0
HYZN,6.0
HUT,6.0
SOFIW,6.0
GEOS,6.0
FLNG,6.0
DAWN,6.0
RNWK,6.0
DRTT,6.0
SD,6.0
DS,6.0
EBON,6.0
FREY,6.0
MXCT,6.0
