Company,Recommendations
BIO,1.5
GNRC,1.5
GOOG,1.5
ARE,1.6
MSFT,1.6
DXCM,1.6
STE,1.6
LDOS,1.6
LKQ,1.6
AMZN,1.7
EVRG,1.7
DVN,1.7
LW,1.7
SPGI,1.7
TDY,1.7
TFX,1.7
AIZ,1.7
CTLT,1.7
IQV,1.7
CPRT,1.7
J,1.7
TMO,1.7
GOOGL,1.7
NOW,1.7
ADI,1.7
ADM,1.7
LH,1.7
ADBE,1.7
KMX,1.8
MA,1.8
LOW,1.8
BSX,1.8
GM,1.8
MPWR,1.8
FB,1.8
MSI,1.8
FISV,1.8
INTU,1.8
MDLZ,1.8
CNC,1.8
FANG,1.8
ZBH,1.8
COP,1.8
CRL,1.8
VRTX,1.8
VLO,1.8
ABT,1.8
V,1.8
UNH,1.8
NLOK,1.8
ALK,1.8
DHR,1.8
EQIX,1.8
PAYC,1.8
ICE,1.8
ETSY,1.8
AMP,1.8
SBAC,1.8
HOLX,1.8
PYPL,1.8
FITB,1.9
CRM,1.9
DG,1.9
DHI,1.9
EIX,1.9
FIS,1.9
GPN,1.9
GLW,1.9
DIS,1.9
A,1.9
IDXX,1.9
XRAY,1.9
WMT,1.9
WMB,1.9
TRMB,1.9
TMUS,1.9
TJX,1.9
TGT,1.9
SYF,1.9
SCHW,1.9
PXD,1.9
PWR,1.9
PTC,1.9
HAS,1.9
PSX,1.9
NWSA,1.9
NVDA,1.9
NKE,1.9
NI,1.9
MU,1.9
MPC,1.9
MET,1.9
COF,1.9
MCK,1.9
LNT,1.9
KEYS,1.9
JNJ,1.9
PLD,1.9
MDT,1.9
ZTS,1.9
BLK,1.9
ANTM,1.9
BMY,1.9
BKR,1.9
AES,1.9
AMT,1.9
ATVI,1.9
CI,1.9
CMG,2.0
CBRE,2.0
PM,2.0
AMAT,2.0
QCOM,2.0
RE,2.0
ETN,2.0
REGN,2.0
RJF,2.0
ROST,2.0
RTX,2.0
EL,2.0
CDW,2.0
SNPS,2.0
ETR,2.0
FCX,2.0
CARR,2.0
PH,2.0
IT,2.0
HWM,2.0
HUM,2.0
LIN,2.0
HCA,2.0
LRCX,2.0
LUV,2.0
MCD,2.0
MCHP,2.0
AVGO,2.0
MS,2.0
NEE,2.0
NEM,2.0
NFLX,2.0
NOC,2.0
FMC,2.0
ALGN,2.0
FDX,2.0
AKAM,2.0
INFO,2.0
VRSN,2.0
UNP,2.0
TTWO,2.0
ADSK,2.0
CMCSA,2.0
ZBRA,2.0
AAPL,2.0
ABBV,2.0
WST,2.0
HD,2.1
ACN,2.1
CZR,2.1
LHX,2.1
ORLY,2.1
VFC,2.1
FLT,2.1
MCO,2.1
CVS,2.1
NXPI,2.1
COST,2.1
WRK,2.1
WY,2.1
DAL,2.1
GE,2.1
HIG,2.1
MNST,2.1
APTV,2.1
CSX,2.1
MRK,2.1
C,2.1
LLY,2.1
BDX,2.1
LVS,2.1
KO,2.1
IR,2.1
EMN,2.1
SEE,2.1
IPGP,2.1
EOG,2.1
PKI,2.1
SLB,2.1
EA,2.1
DLR,2.1
TDG,2.1
AEE,2.1
DRE,2.1
CFG,2.1
DGX,2.1
CNP,2.1
AME,2.1
DRI,2.1
STZ,2.1
EXR,2.1
TYL,2.1
TSN,2.1
IFF,2.1
BAX,2.2
ISRG,2.2
AAP,2.2
LMT,2.2
WYNN,2.2
BK,2.2
LEN,2.2
BAC,2.2
SWK,2.2
NRG,2.2
AVY,2.2
SHW,2.2
SBUX,2.2
AJG,2.2
TEL,2.2
RSG,2.2
TER,2.2
RF,2.2
TXT,2.2
PPG,2.2
USB,2.2
PHM,2.2
PEG,2.2
OTIS,2.2
O,2.2
VMC,2.2
SYK,2.2
VRSK,2.2
ABC,2.2
WDC,2.2
APH,2.2
WELL,2.2
MO,2.2
WFC,2.2
AZO,2.2
QRVO,2.2
JCI,2.2
INCY,2.2
GS,2.2
FTNT,2.2
HBAN,2.2
HES,2.2
CB,2.2
HON,2.2
EXC,2.2
CCI,2.2
CDNS,2.2
ENPH,2.2
EMR,2.2
CHTR,2.2
DPZ,2.2
EW,2.2
BRK-B,2.2
IEX,2.2
DFS,2.2
CF,2.2
D,2.2
DOV,2.2
DD,2.2
DE,2.2
FTV,2.3
APD,2.3
APA,2.3
NLSN,2.3
MSCI,2.3
MRO,2.3
MOS,2.3
NSC,2.3
WLTW,2.3
ULTA,2.3
UPS,2.3
COO,2.3
ANET,2.3
NDAQ,2.3
CVX,2.3
TFC,2.3
PEAK,2.3
SWKS,2.3
AEP,2.3
CERN,2.3
SRE,2.3
CE,2.3
SIVB,2.3
EFX,2.3
TPR,2.3
ABMD,2.3
TSCO,2.3
ROL,2.3
REG,2.3
MLM,2.3
WAB,2.3
AMD,2.3
POOL,2.3
PEP,2.3
CSCO,2.3
CTAS,2.3
URI,2.3
HLT,2.3
IP,2.3
BIIB,2.3
JBHT,2.3
KIM,2.3
LYV,2.3
KLAC,2.3
JPM,2.3
AWK,2.4
PENN,2.4
BLL,2.4
NOV,2.4
AON,2.4
TXN,2.4
NTAP,2.4
AMGN,2.4
AIG,2.4
EXPE,2.4
ANSS,2.4
ODFL,2.4
CMI,2.4
FBHS,2.4
FE,2.4
CTXS,2.4
HSY,2.4
SPG,2.4
DLTR,2.4
HAL,2.4
FFIV,2.4
GILD,2.4
MHK,2.4
STT,2.4
GRMN,2.4
IPG,2.4
EBAY,2.4
STX,2.4
BWA,2.4
VTRS,2.4
GD,2.4
CAG,2.4
CMS,2.4
ALL,2.4
ATO,2.4
UDR,2.4
RL,2.4
NCLH,2.4
DTE,2.4
CTSH,2.4
PPL,2.5
ALB,2.5
CCL,2.5
PG,2.5
HSIC,2.5
DISH,2.5
ROP,2.5
LEG,2.5
F,2.5
PNC,2.5
CTVA,2.5
PVH,2.5
ES,2.5
SYY,2.5
DXC,2.5
LYB,2.5
WM,2.5
FRC,2.5
MAS,2.5
MRNA,2.5
UAL,2.5
HBI,2.5
FOXA,2.5
TT,2.5
NUE,2.5
UHS,2.5
BA,2.5
MAR,2.5
LNC,2.5
AXP,2.5
CME,2.5
MGM,2.5
BR,2.5
CAH,2.5
ROK,2.6
MTB,2.6
YUM,2.6
ALLE,2.6
BXP,2.6
GWW,2.6
ECL,2.6
BKNG,2.6
VTR,2.6
SO,2.6
XOM,2.6
UAA,2.6
BBY,2.6
IRM,2.6
PFE,2.6
HPE,2.6
COG,2.6
CAT,2.6
TRV,2.6
CBOE,2.6
OMC,2.6
PNR,2.6
ESS,2.6
PCAR,2.6
JKHY,2.6
HPQ,2.6
RCL,2.6
MAA,2.6
ZION,2.7
IBM,2.7
DOW,2.7
K,2.7
VIAC,2.7
TAP,2.7
DISCA,2.7
TWTR,2.7
CHD,2.7
PSA,2.7
OXY,2.7
KEY,2.7
PFG,2.7
PGR,2.7
WHR,2.7
NWL,2.7
PNW,2.7
NVR,2.7
AOS,2.7
HII,2.7
OKE,2.7
AVB,2.7
HST,2.7
VZ,2.7
RMD,2.7
SNA,2.7
KSU,2.7
WRB,2.8
MXIM,2.8
GPC,2.8
FRT,2.8
ILMN,2.8
MMC,2.8
MKTX,2.8
CINF,2.8
CL,2.8
XYL,2.8
IVZ,2.8
KHC,2.8
RHI,2.8
KR,2.8
T,2.8
TSLA,2.8
GPS,2.8
ORCL,2.8
PRGO,2.8
INTC,2.8
PKG,2.8
PRU,2.8
XEL,2.9
CLX,2.9
WU,2.9
CMA,2.9
XLNX,2.9
WBA,2.9
FAST,2.9
ADP,2.9
ITW,2.9
CHRW,2.9
TROW,2.9
AFL,2.9
GL,2.9
DVA,2.9
KMB,2.9
GIS,2.9
EQR,2.9
AMCR,2.9
UNM,3.0
PAYX,3.0
PBCT,3.0
KMI,3.0
L,3.0
VNO,3.0
DISCK,3.0
MMM,3.0
NTRS,3.0
JNPR,3.1
CPB,3.1
MKC,3.1
WEC,3.1
WAT,3.1
BEN,3.2
MTD,3.2
EXPD,3.2
HRL,3.2
SJM,3.2
BF-B,3.3
AAL,3.4
UA,3.5
ED,3.5
LUMN,3.6
OGN,6.0
NWS,6.0
BBWI,6.0
DUK,6.0
FOX,6.0
