Company,Recommendations
VVR,1.0
GSL,1.3
QNST,1.3
GFF,1.5
ASIX,1.5
DNMR,1.5
MRSN,1.5
ARAY,1.6
KNSA,1.6
SRRK,1.6
LX,1.6
CDXS,1.6
PRPL,1.7
INN,1.7
MCS,1.7
DAO,1.8
ACLS,1.8
BZUN,1.8
BRBR,1.8
HARP,1.9
ARCB,1.9
DEA,1.9
NGM,1.9
MCRB,1.9
PRVB,2.0
IMAX,2.0
ACRE,2.0
APPH,2.0
RAAS,2.0
PRIM,2.0
MX,2.0
ERF,2.0
COE,2.0
MOD,2.0
CEIX,2.0
BZH,2.0
CHEF,2.0
OEC,2.0
PERI,2.0
BGFV,2.0
BNED,2.0
SPH,2.0
KOS,2.0
PRAA,2.2
BRKL,2.2
ECPG,2.2
SAND,2.2
DX,2.2
DFIN,2.3
ETH,2.3
NTGR,2.4
REAL,2.4
AVID,2.4
DHT,2.4
CHMA,2.4
WIRE,2.5
BRMK,2.5
CEQP,2.5
CBD,2.5
CNK,2.5
SEAC,2.5
FGEN,2.5
FCF,2.6
GVA,2.7
MGPI,2.7
BJRI,2.7
MTW,2.7
NXGN,2.7
LLNW,2.7
ELVT,2.7
NWBI,2.8
HMLP,2.8
DBI,2.8
BIG,2.8
WPG,3.0
LTRPA,3.0
SPWH,3.0
PEI,3.0
LL,3.0
CENX,3.0
SHEN,3.0
HA,3.0
FSM,3.0
SVC,3.0
NFH,3.0
RYI,3.0
ORBC,3.2
DHC,3.3
PBF,3.3
GSKY,3.5
YPF,3.6
ORPH,4.0
NCV,6.0
SFTW,6.0
DMYI,6.0
GSAH,6.0
IMKTA,6.0
KNDI,6.0
SPOK,6.0
GILT,6.0
