Company,Recommendations
OUT,1.5
VNET,1.6
AXNX,1.6
NCR,1.7
NVRO,1.7
CHX,1.7
MARA,1.7
AVIR,1.7
PSFE,1.7
RIOT,1.7
ADCT,1.8
ONTO,1.8
BALY,1.8
MGNI,1.9
SWCH,1.9
RVLV,1.9
SI,1.9
ITRI,1.9
POST,1.9
BPMC,1.9
TIL,2.0
CYTK,2.0
HKIB,2.0
FCNCA,2.0
IIPR,2.0
SYNA,2.0
UCBI,2.0
MAXR,2.0
GSHD,2.0
PFSI,2.0
PNFP,2.0
ABCM,2.0
CRC,2.0
PLMR,2.1
GT,2.1
MNST,2.1
SHLS,2.1
ALRM,2.1
KMPR,2.2
CARG,2.2
PCTY,2.2
MSTR,2.2
KLIC,2.2
NRG,2.2
HIMX,2.2
ACI,2.2
RAMP,2.2
COMP,2.3
VCTR,2.3
PBH,2.3
ADNT,2.4
TBK,2.4
AIG,2.4
BLL,2.4
AA,2.4
CTVA,2.5
DXC,2.5
WOW,2.5
AEL,2.6
REZI,2.6
FOLD,2.6
SPCE,2.6
LTHM,2.7
CSOD,2.7
UNIT,2.8
HP,2.8
YELP,2.9
MVIS,3.0
FMBI,3.0
MD,3.0
UNM,3.0
BHF,3.2
AMCX,3.3
AAON,3.3
M,3.4
TKGBY,6.0
WEBR,6.0
SOFI,6.0
VYGVF,6.0
LLDTF,6.0
SGAMY,6.0
AEXAY,6.0
ASTR,6.0
BDRAF,6.0
BDRBF,6.0
CFLT,6.0
CMCLF,6.0
CURV,6.0
FLYW,6.0
GCPEF,6.0
GENI,6.0
HBCYF,6.0
HOOD,6.0
KHOTF,6.0
YMM,6.0
LNSTY,6.0
MVST,6.0
RLLCF,6.0
SGIOY,6.0
YOU,6.0
