Company,Recommendations
MSFT,1.6
COLD,1.7
SKLZ,1.7
BABA,1.7
RIOT,1.7
MARA,1.7
RUN,1.8
ET,1.8
EDU,1.8
LI,1.8
UBER,1.8
BBD,1.8
GM,1.8
SCHW,1.9
SWCH,1.9
ZNGA,1.9
NVDA,1.9
WISH,1.9
MU,1.9
ATVI,1.9
GOLD,1.9
BEKE,2.0
MS,2.0
RLX,2.0
MLCO,2.0
FCX,2.0
NIO,2.0
NVAX,2.0
AAPL,2.0
VALE,2.0
CMCSA,2.0
KO,2.1
KGC,2.1
PCG,2.1
SIRI,2.1
SNAP,2.1
GE,2.1
C,2.1
DAL,2.1
DKNG,2.1
WFC,2.2
BAC,2.2
HBAN,2.2
TAL,2.2
NLY,2.2
SQ,2.3
PLUG,2.3
JPM,2.3
CLF,2.3
MRO,2.3
ITUB,2.3
AMD,2.3
FSR,2.3
CSCO,2.3
FEYE,2.4
VTRS,2.4
PBR,2.4
NCLH,2.4
EXPE,2.4
UAL,2.5
MRNA,2.5
CCL,2.5
F,2.5
AUY,2.6
SPCE,2.6
GFI,2.6
WRI,2.6
NKLA,2.6
PFE,2.6
XOM,2.6
TLRY,2.7
OXY,2.7
NOK,2.7
TWTR,2.7
VIAC,2.7
VZ,2.7
HST,2.7
INTC,2.8
AU,2.8
T,2.8
TSLA,2.8
SWN,2.9
X,2.9
FSLY,3.0
KMI,3.0
MVIS,3.0
ABEV,3.1
PLTR,3.2
FCEL,3.3
AAL,3.4
M,3.4
RIG,3.5
LUMN,3.6
AMC,3.6
SOFI,6.0
HOOD,6.0
ASTR,6.0
MVST,6.0
DIDI,6.0
SRNG,6.0
