no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
27,ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,245137.47,33.48,10.05,7.05,4.44,18.36,20.01,19.41,4.01%,120.40%,4.2,-48.50%,10.42%,-2.80%,4.75%,14.90%,37.60%,11.20%,1770.0,1765.83,0.10%,-22.86%,68.40%,0.11%,0.81%,2.08,5.00%,56.40%,12.70%,1.0,0.9,5.46,5.96,67.90%,30.10%,13.50%,1.98%,3.52%,20.15%,22.89%,29.36%,3.88%,0.77,2.95,2.35%,2.09%,3.66%,7.87%,19.28%,-0.75%,22.20%,-0.75%,37.82%,68.84,0.58%,-0.63%,2.0,6904.26,1.0,140.65,-0.06%,6871232,2/2/2022 8:30:00 AM,142.4,12/10/2012,140.64,-0.01%,69.0,86,1.14,140.65,135.96,130.82,118.07,102.05,142.8,13.0,1.24,56.0,True
28,ABC,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,27994.12,18.49,11.9,1.81,0.13,127.67,9.59,15.05,1.35%,23.50%,7.39,144.40%,7.42%,3.20%,10.22%,7.80%,108.70%,19.60%,207.91,148.76,0.20%,-46.54%,65.00%,-0.42%,1.26%,1.89,3.00%,-858.30%,24.30%,0.9,0.6,28.58,29.92,3.20%,1.10%,0.70%,-0.14%,3.10%,7.75%,13.24%,24.54%,2.80%,0.46,3.27,2.64%,2.53%,1.78%,6.24%,11.82%,-1.94%,20.17%,-1.94%,35.65%,59.38,0.29%,-1.20%,2.2,989.04,1.36,136.61,-0.92%,1342075,2/2/2022 8:30:00 AM,150.92,4/4/1995,136.65,0.03%,63.0,83,1.09,136.61,134.53,128.84,122.24,100.71,139.32,9.0,10.48,51.666666666666664,True
119,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,41395.96,15.83,14.74,2.4,0.49,1.94,38.22,,1.95%,35.50%,4.78,24.80%,1.20%,1.00%,6.60%,-1.00%,130.80%,34.50%,564.0,556.9,0.20%,-25.17%,81.10%,-0.07%,0.84%,1.72,4.50%,11.00%,3.60%,1.6,1.0,0.37,0.41,7.00%,2.30%,2.70%,-0.28%,10.35%,17.87%,25.58%,42.05%,12.01%,0.75,1.68,2.04%,2.27%,5.54%,11.69%,18.38%,-1.47%,22.51%,-1.47%,47.10%,68.99,-0.33%,0.38%,1.9,2714.56,0.89,75.71,0.05%,2404193,1/25/2022 8:30:00 AM,73.23,12/24/1924,75.32,-0.52%,72.0,91,1.22,75.71,72.06,67.96,64.04,53.14,76.84,23.0,-3.28,62.0,True
237,AIG,"American International Group, Inc.",Financial,Insurance - Diversified,USA,50160.01,9.57,11.37,0.31,1.05,0.81,18.58,16.51,2.10%,19.90%,6.37,-286.60%,13.25%,-43.90%,30.69%,-5.80%,507.80%,25.60%,852.76,829.46,0.10%,-5.56%,93.30%,-0.33%,0.97%,1.62,0.90%,8.60%,-4.20%,,,0.49,0.49,,16.50%,11.70%,7.08%,4.81%,0.99%,19.71%,46.33%,7.26%,1.29,1.84,3.10%,3.38%,2.73%,6.94%,13.30%,-2.02%,17.99%,-2.48%,56.61%,60.68,2.78%,-0.25%,2.2,4979.27,0.84,60.99,2.52%,4165811,2/16/2022 4:30:00 PM,65.0,4/3/1972,60.99,0.00%,63.0,92,1.25,60.99,59.46,57.07,53.9,41.17,62.54,14.0,6.57,56.333333333333336,True
358,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,35123.4,13.36,10.44,0.51,2.61,6.28,4.5,168.05,1.47%,47.40%,23.06,-12.30%,15.41%,7.60%,26.39%,-0.40%,859.90%,-3.60%,116.4,111.63,0.30%,-23.23%,85.20%,0.12%,0.82%,1.48,0.60%,18.70%,5.50%,,,0.88,4.19,47.50%,10.30%,7.90%,3.36%,-2.17%,0.46%,16.01%,45.98%,2.13%,1.49,9.73,2.68%,3.22%,-1.20%,1.37%,11.37%,-7.30%,10.55%,-7.30%,52.32%,50.64,1.21%,0.05%,1.8,620.69,1.26,308.1,1.27%,780730,1/26/2022 4:30:00 PM,361.2,9/15/2005,310.52,0.79%,75.0,92,1.25,308.1,311.3,304.03,276.98,210.94,332.37,22.0,17.23,63.0,True
405,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,106781.1,18.05,13.77,1.4,0.77,3.04,19.45,22.48,1.01%,24.10%,24.72,-2.60%,13.47%,13.90%,12.86%,9.00%,602.40%,14.90%,243.4,241.16,0.20%,-0.24%,92.70%,0.37%,0.77%,1.67,4.50%,12.30%,9.10%,,,0.61,0.64,,4.60%,3.10%,0.94%,-2.61%,5.60%,17.61%,53.43%,-3.73%,1.05,11.72,2.41%,2.82%,0.53%,1.68%,10.90%,-5.06%,13.73%,-5.06%,56.01%,51.52,0.12%,-1.34%,1.9,1119.39,0.9,446.26,-1.22%,1012621,1/26/2022 8:30:00 AM,490.26,10/30/2001,443.27,-0.67%,72.0,95,1.34,446.26,444.26,439.35,402.73,286.04,470.02,18.0,9.86,61.666666666666664,True
700,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,40737.37,19.55,17.15,1.4,2.69,,42.39,14.09,,0.00%,103.26,32.30%,10.63%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.40%,-46.79%,94.30%,-0.78%,2.16%,2.75,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,3.46%,-0.75%,11.59%,23.86%,65.41%,-3.71%,0.9,54.08,2.59%,2.61%,1.57%,1.98%,19.20%,-4.33%,11.73%,-4.33%,77.21%,53.76,-0.27%,-0.29%,2.3,161.67,1.09,2018.7,-0.56%,175788,12/7/2021 8:30:00 AM,2195.06,4/2/1991,2018.7,0.00%,59.0,96,1.42,2018.7,1985.31,1982.19,1696.18,1139.18,2110.0,15.0,8.74,56.666666666666664,True
711,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA,391682.11,13.56,12.76,0.57,8.22,1.63,0.45,,1.74%,23.90%,3.56,-32.00%,16.21%,7.40%,23.89%,0.80%,69.00%,7.40%,8430.7,8103.31,0.11%,-2.31%,72.90%,0.17%,0.93%,1.5,0.90%,10.50%,7.30%,,,1.11,2.03,,89.10%,54.90%,5.25%,2.33%,2.01%,20.25%,49.15%,8.52%,1.37,1.34,2.54%,2.91%,2.95%,5.67%,12.23%,-3.59%,13.37%,-3.59%,51.92%,61.32,2.70%,1.25%,2.4,50536.4,1.18,48.28,3.98%,59527139,1/19/2022 8:30:00 AM,51.32,6/5/1979,48.28,0.00%,56.0,93,1.26,48.28,46.91,45.7,43.07,32.4,50.08,20.0,6.3,56.333333333333336,True
915,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,50948.13,15.62,10.74,1.24,16.88,1.34,0.25,,2.20%,31.20%,3.96,-15.10%,21.03%,7.20%,12.65%,4.30%,-2.80%,-15.50%,844.09,823.81,0.10%,0.00%,86.10%,-0.20%,0.86%,1.63,0.70%,8.50%,2.80%,,,0.66,0.66,,93.70%,,5.69%,2.71%,4.66%,16.27%,47.06%,6.42%,1.07,1.8,2.58%,3.31%,1.74%,5.29%,13.57%,-4.22%,14.26%,-4.22%,50.13%,59.19,1.54%,0.16%,2.1,4314.24,1.0,61.81,1.71%,4299451,1/18/2022 8:30:00 AM,68.59,12/4/1969,60.4,-2.28%,66.0,93,1.27,61.81,60.78,58.76,54.5,41.4,64.53,28.0,10.97,62.333333333333336,True
929,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,27705.72,,15.53,,1.35,1.34,6.4,57.24,2.71%,,-0.36,2200.00%,34.91%,-27.10%,50.90%,5.60%,103.70%,0.90%,851.0,829.47,6.17%,-42.61%,93.10%,0.52%,6.43%,6.18,-0.10%,-0.20%,-70.90%,1.6,1.2,0.4,0.4,19.70%,3.00%,-0.20%,-2.10%,3.54%,6.62%,25.48%,20.43%,10.52%,1.4,1.05,3.51%,4.27%,-1.11%,5.10%,11.08%,-6.37%,18.23%,-6.37%,41.81%,51.53,0.95%,-0.08%,2.0,8628.54,0.88,26.59,0.87%,7618966,1/20/2022 8:30:00 AM,32.14,10/3/1961,26.3,-1.09%,69.0,78,1.04,26.59,26.92,25.35,23.97,18.75,28.4,3.0,20.87,50.0,True
