rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
3,70.0,GNRC,Generac Holdings Inc.,20.0,1.5,96,2.43,404.95,497.0,22.73,$134.15,$452.92,422.16,365.8,291.54,94.0,True
22,63.833333333333336,ENPH,"Enphase Energy, Inc.",21.0,2.2,94,1.99,155.36,197.73,27.27,$56.28,$229.04,177.27,153.74,152.61,76.5,True
27,63.333333333333336,TGT,Target Corporation,20.0,1.9,86,1.62,228.42,279.74,22.47,$119.04,$254.53,246.2,233.03,193.99,84.0,True
33,61.166666666666664,JCI,Johnson Controls International plc,27.0,2.2,80,1.45,69.02,81.25,17.72,$36.41,$70.81,68.66,66.74,55.22,76.5,True
34,60.5,HCA,"HCA Healthcare, Inc.",10.0,2.0,90,1.75,247.79,266.62,7.6,$103.17,$249.58,214.71,211.16,177.74,81.5,True
35,60.166666666666664,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,80,1.46,416.69,448.0,7.51,$192.13,$386.57,375.97,352.24,289.75,86.5,True
37,59.166666666666664,INTU,Intuit Inc.,19.0,1.8,72,1.29,543.97,596.52,9.66,$286.35,$511.69,495.73,464.03,396.4,86.5,True
38,59.0,TRMB,Trimble Inc.,19.0,1.9,74,1.36,84.14,95.25,13.2,$43.78,$84.87,81.45,79.1,70.51,84.0,True
41,58.5,CARR,Carrier Global Corporation,15.0,2.0,79,1.42,52.46,59.82,14.03,$25.60,$49.81,48.2,46.33,40.33,81.5,True
42,57.833333333333336,ZBRA,Zebra Technologies Corporation,14.0,2.0,78,1.41,510.98,580.0,13.51,$246.83,$549.98,527.16,509.11,434.02,81.5,True
43,57.666666666666664,IDXX,"IDEXX Laboratories, Inc.",10.0,1.9,79,1.42,623.98,717.5,14.99,$347.54,$672.16,647.54,592.89,510.89,84.0,True
44,57.666666666666664,UPS,"United Parcel Service, Inc.",22.0,2.3,77,1.4,181.49,217.5,19.84,$117.06,$219.59,209.93,209.6,178.02,74.0,True
46,57.166666666666664,MS,Morgan Stanley,10.0,2.0,80,1.46,99.05,104.51,5.51,$45.86,$94.27,90.07,89.58,73.31,81.5,True
47,56.5,ETN,Eaton Corporation plc,18.0,2.0,70,1.27,150.65,177.68,17.94,$91.72,$155.67,149.87,147.06,129.31,81.5,True
50,55.666666666666664,EXR,Extra Space Storage Inc.,11.0,2.1,77,1.39,168.94,192.86,14.16,$94.10,$174.89,168.61,158.22,129.71,79.0,True
52,55.333333333333336,NKE,"NIKE, Inc.",12.0,1.9,70,1.27,147.06,184.13,25.21,$95.11,$162.73,154.9,141.96,136.55,84.0,True
54,54.833333333333336,WELL,Welltower Inc.,13.0,2.2,75,1.37,83.85,89.35,6.56,$48.90,$89.80,85.17,79.79,68.6,76.5,True
