date,AA,CEIX,DVN,RJF,TRGP,portfolio
2022-02-07,67.85074522804852,45.66497746703496,169.7650751939655,1575.0705688356734,641.6486332752776,2500.0
2022-02-08,74.47085061070074,51.58346320223167,165.24574901745083,1613.1578340373137,641.0227618312516,2545.4806586989484
2022-02-09,76.53564451491482,55.081605644021494,168.24787054778912,1622.4337539654214,650.9328042273538,2573.2316788995004
2022-02-10,75.74803786104766,57.16158466791358,168.5706865970677,1596.8548482599372,648.116263348875,2546.451420734841
2022-02-11,78.24920096306951,59.54410570183522,174.67176831544123,1563.967622509371,668.2492440696385,2544.6819415593554
2022-02-14,78.6110758267682,59.69537670685,168.69980070260596,1538.6698637735487,652.3932239880197,2498.0693409977926
2022-02-15,78.80265472633609,56.12159695926016,165.9882074595318,1579.1463420865555,651.3500385922198,2531.4088398239032
2022-02-16,82.84708643254035,55.459784959851056,173.83245890149013,1585.189715220463,656.9831203491774,2554.312165863522
2022-02-17,81.38896581042334,55.100514970471494,178.35178507800475,1531.6426906981285,651.5586756713798,2498.042632228408
2022-02-18,83.23024423167612,54.45761229751239,176.83458043182839,1525.1775971097281,647.698989190555,2487.3990232613
2022-02-22,78.85586612500808,53.09617325237942,170.02331571921516,1528.5507173887593,634.1378973927881,2464.66396987815
2022-02-23,80.16498995874841,54.91142891914196,172.86403538200074,1502.4096249701033,637.7889467944528,2448.139026024447
2022-02-24,78.01505619262744,53.739075925338526,170.281568558638,1506.2042512513235,647.803287833408,2456.0432397613354
2022-02-25,82.85773196033814,55.97032595424539,178.19038321045204,1578.1625421450426,664.9111701834407,2560.092153453519
2022-02-28,80.1862728941855,58.12593867735224,192.2325550284809,1541.0590768849154,681.9147140971664,2553.5185575821006
2022-03-01,84.91188033675444,59.35501604392044,191.2641315089915,1443.1002670573712,683.7924080161523,2462.42370296319
2022-03-02,87.87070369217966,64.40369440192852,189.32728447001276,1486.809292164578,705.0728329821147,2533.4838077108134
2022-03-03,88.22193302808054,66.48366981923536,189.97289194022358,1460.668199745922,709.4541718510203,2514.8008663844817
2022-03-04,96.49174605257615,67.92074256358309,192.29711823833662,1403.8886284293874,725.3101919326391,2485.9084272165223
2022-03-07,90.89339209423318,65.5382251362467,193.3301049676817,1332.21148450533,715.8174634883109,2397.7906701918023
2022-03-08,87.66848738497247,65.78404277351149,192.00658995107247,1306.4920053150151,699.0225566537451,2350.973682078317
2022-03-09,84.63515345512114,64.30914416309325,190.2634202274877,1347.5306703411936,712.6879470943651,2399.426335281261
2022-03-10,88.27515254691103,68.3178348124479,195.5252048460833,1353.2930037315912,726.874950129612,2432.2861460666454
2022-03-11,84.12428180304578,62.94770872454553,189.29499670799834,1351.0442568789038,714.669979449658,2402.0812235641515
