date,COF,CRL,DXC,HCA,NKE,TECH,portfolio
2021-08-03,43.7842064112588,977.3260359655982,664.1907740422204,399.53088350273663,225.9577795152463,189.2103205629398,2500.0
2021-08-04,43.72087873251028,989.3750657349435,645.2226358613739,391.25643484032304,226.86028342168018,191.3653176551573,2487.8006162459887
2021-08-05,44.26329406787803,974.3078371870837,592.2954115825604,392.5221248842868,229.42180186199988,192.89784757997006,2425.7083171637787
2021-08-06,45.34537136127664,970.6004434119005,628.5490305249847,394.19916419253894,228.0282296535358,189.4270021718465,2456.149241316083
2021-08-09,45.414205794698944,972.9769778831718,618.1471482967785,391.8576376112058,226.67447379388497,188.4145081084098,2443.48495148815
2021-08-10,46.63395195494216,967.9387248040766,619.0649614345614,379.27984279931513,227.33807960743928,182.30802640285756,2422.5635870031924
2021-08-11,47.69400222964564,948.8551529997683,630.8435633694419,380.0708990767925,226.01086798033063,181.98497382230576,2415.4594594782848
2021-08-12,48.34379928115219,969.1032266949994,636.044504483545,382.25421440263017,225.18799677152327,182.37106105272133,2443.3048026865713
2021-08-13,48.564069468103554,977.2785052761728,630.6905945131447,382.9345228012607,226.56829686371628,183.70266803109337,2449.738656953491
2021-08-16,48.451180997290976,988.7096360829875,638.6449750405965,388.1871364837107,227.45752865387908,187.83931692840295,2479.289774186868
2021-08-17,47.34707668519723,992.0843150321928,563.078360029805,386.1778535389181,225.21454100406547,186.4880116219485,2400.3901579121266
2021-08-18,47.002904518085714,988.8284628065511,555.7358549275418,382.14346652378333,222.77247161018556,185.2273186246732,2381.7104790108206
2021-08-19,45.931840734034665,998.928734309454,540.1330315852326,388.4877378691521,218.51212228716682,187.22078942661474,2379.214256211655
2021-08-20,45.96488126207738,1009.4330166724731,542.1216267170955,392.9651163996742,221.41871575053477,188.6233103860835,2400.5266671879385
2021-08-23,46.273259523809294,1011.9521432120206,551.7586646638159,393.45557129171016,223.96696207458334,188.80059533882536,2416.207196104765
2021-08-24,46.46599593739174,1015.9922518131817,561.5486714668335,393.18661215736785,224.3120370976316,193.7527550187474,2435.2583234911535
2021-08-25,47.526046212095224,1028.7780072686212,569.1971142816909,397.3001048002503,224.12622746983638,196.802056205907,2463.729556238401
2021-08-26,46.89552280194692,1040.0903113518723,561.5486714668335,395.63888661754777,220.27731375122133,194.02853161190134,2458.4792376013233
2021-08-27,48.03542101942026,1037.9514303277283,571.338678269851,396.9203977870612,221.51162056443238,194.74555075410169,2470.5030987225946
2021-08-30,45.136114683672844,1056.7973486849096,554.9710106460561,399.4992412516375,222.10886579663125,199.00826895113877,2477.5208500140457
2021-08-31,45.35087811595043,1054.848590418467,561.7016403231306,398.7081849741601,217.7556116597149,196.3726326537101,2474.737538145133
2021-09-01,44.17793937043437,1054.682233005478,533.2494330518609,398.2019089565746,217.51671356683534,198.815225335931,2446.643453287114
2021-09-02,43.734645619194744,1067.1590389796522,545.1810038430385,399.16699761509705,216.33549521870864,200.95052410006605,2472.5277053757573
2021-09-03,42.969206719538725,1068.3710715600007,550.9938203823302,398.66072159751144,215.84442691667846,201.86058685747415,2478.6998340335335
2021-09-07,42.88109864475818,1067.4679884609175,550.3819449571415,397.3633893024485,214.98173935905783,202.29001040967105,2475.3661711339946
2021-09-08,42.2423151025992,1058.746106951352,541.3567824356098,400.986427053295,212.43349303500923,199.76468474950397,2455.529809327369
2021-09-09,42.56446025101558,1052.8047707731737,542.8864709985813,407.03009701322236,215.9107874980339,199.92227137416336,2461.11885790819
2021-09-10,42.50663932694085,1048.0517018306311,525.7539590933006,404.56200142749293,216.22931828853996,203.31432346995723,2440.417943436863
2021-09-13,43.42626735746282,1024.8091947015982,550.3819449571415,406.12829285689816,210.85411119874996,197.72787762578105,2433.327688697632
2021-09-14,42.18449417852447,1036.73939774738,541.2038135793127,401.36613406648416,209.84543036214743,200.59989386019885,2431.9391637940475
2021-09-15,43.42076060278904,1045.176095120393,546.71069240601,404.9258873151325,208.73057259537615,208.36891445590786,2457.3329224956087
2021-09-16,43.764932769900554,1038.9971054950877,550.5349138134388,413.1212303497984,208.31913699097245,208.29800047481115,2463.035319894009
2021-09-17,43.602483507023926,1046.744607871432,550.0760072445473,408.548925065979,206.75302727098426,210.22449696127245,2465.9495479212387
2021-09-20,42.726909513892224,1029.1582527840246,535.0850593274266,402.6951086126462,203.8862501564296,208.04586187535608,2421.5974422697755
2021-09-21,42.762703419271816,1045.5563406357965,527.7425542251635,403.9766197821596,204.90820310930323,208.58953573043107,2433.5359569021257
2021-09-22,43.61349701637149,1060.7423959072198,532.0256822014837,407.77368991405115,208.10678313063508,209.69264210304692,2461.9546902728084
2021-09-23,45.36464500263489,1081.4182458072798,538.1444364533697,403.48616489012363,210.93374389637648,211.2251720278597,2490.5724080776445
2021-09-24,45.40319228535138,1089.1657481836241,534.3202150459409,404.7360338085379,197.72798820664548,212.0052258199238,2483.3584033500238
2021-09-27,46.38614799462187,1027.7798627906873,543.1924087111756,403.51780714122276,195.68408230089818,201.21448169637057,2417.7747906349764
2021-09-28,45.73635094311533,992.7022139947233,528.048491937758,397.5848850601422,192.0607945588916,192.3305357311962,2348.4632722258266
2021-09-29,45.50782062415328,1005.4879694501626,524.5302082429234,398.2335512076737,193.01638693040982,192.98452022353277,2359.7604566788555
2021-09-30,44.257787313204254,980.7244802595161,514.1283260147173,383.2509453122517,191.96788974499395,190.64041918172398,2304.969847826407
2021-10-01,45.50506724681639,990.2781488340265,531.2608379199979,391.25643484032304,194.38341490633172,194.27673054573992,2346.9606342932357
2021-10-04,45.389425398666916,946.9539254227512,530.9549002074037,385.87725215347666,194.48959183650038,189.3245708658179,2292.989665884617
2021-10-05,46.10255012892198,953.845875389438,536.9206856029925,383.86796920868403,197.55545069512135,190.1834179702117,2308.4759489953694
2021-10-06,45.86851305528615,969.1982880738503,525.2950525244092,378.2198273874954,196.67949102122967,190.24645262007544,2305.5076246823464
2021-10-07,45.87126643262304,989.992964697474,530.0370870696207,382.5548157880716,200.71421436763993,192.14537144722138,2341.315719802651
2021-10-08,46.12182377028022,972.3828442653539,525.4480213807063,379.62790756140515,201.5503576927184,188.69028470156377,2313.821239372028
2021-10-11,45.40594566268827,969.0556960055741,515.963952290283,375.03978115203626,198.64376422935044,188.13479184963936,2292.243931189572
2021-10-12,45.807938753874524,969.6973603128173,508.9273849006143,377.4920556122162,202.7050318083029,188.05599853730962,2292.685769925135
2021-10-13,44.293581218583846,957.3393810622067,510.9159800324772,377.3971288589189,206.59376187573122,190.01795201431932,2286.557785062237
2021-10-14,45.36189162529799,964.4927498207333,529.272242788135,382.9187016757112,207.70861964250247,195.8644157891835,2325.6186213415635
2021-10-15,46.008935299467645,959.0267205368094,534.1672461896438,389.8167124153141,208.863293758087,195.93139010466376,2333.814298303986
2021-10-18,46.22094535440834,983.9090364510196,530.4959936385122,389.35789977437724,210.7346621523102,196.5105209502871,2357.229058320915
2021-10-19,46.39440812663255,980.3680000888253,527.4366165125692,392.6645150142328,208.61112354893638,196.5577969376849,2352.032460228881
2021-10-20,47.338816553186554,1001.5429222278524,532.9434953392666,396.11352038403425,209.44726687401482,199.5913394623786,2386.977360840733
2021-10-21,45.27378355051745,991.5139467590876,534.9320904711295,410.5423868852221,214.37122201058787,195.7068291645241,2392.3402588410686
2021-10-22,45.860252923275475,999.59416396141,528.8133362192436,399.65745250713303,216.09659712582908,198.77976834538262,2388.801571082274
2021-10-25,46.09153661957441,1007.2228396141908,520.8589556917918,381.8112228872428,217.06546161361842,200.97022242814847,2374.0202388545667
2021-10-26,45.0452532315554,1021.505811786531,501.431910942054,381.1625567397113,216.4947606139617,204.09437726202128,2369.7346705758346
2021-10-27,41.66961261652564,1022.0761800596362,494.0894058397908,387.4435435828819,214.59684798719633,200.55261787280102,2360.4282079588315
2021-10-28,41.66961261652564,1042.775795304409,499.13737809759675,395.81291899859286,217.38399240412446,202.703675299402,2399.4833727206506
2021-10-29,41.267619525339384,1066.3034865699947,498.21956495981385,395.4806753620523,221.12672919257088,206.01299441724964,2428.4110700270207
2021-11-01,41.810034860707134,1046.316831666603,510.4570734635857,396.31919501617836,219.85260603054655,206.5684872691741,2421.324228306795
