date,AFG,AMN,CARR,CRL,CUTR,INTU,LSI,NAVI,NET,RDNT,TGT,portfolio
2021-08-03,121.8895216354102,366.0042415100483,567.9175307677868,40.9191369367674,103.00346338783065,172.6079332062088,419.0204844876194,1.5541342754988983,433.17197640521005,57.09469549067283,216.81688189694654,2499.9999999999995
2021-08-04,123.47304008749629,358.42269977322223,566.5199485159413,41.42361126871325,99.6181021261578,174.52225409204476,417.41381085078035,1.5279073229229767,434.72975803818025,56.15011413145215,215.43716090836244,2489.2384071152737
2021-08-05,125.74999472448282,377.19941528966064,559.3323826493074,40.792769599179394,102.71493828030172,175.15710540622504,425.911329196729,1.5586303245119135,440.0189700943114,55.02561251333228,216.15628821150327,2519.617436289545
2021-08-06,125.81209348730972,377.6599762362903,559.9313464715269,40.63754672781144,103.94597873909186,173.94600443763494,423.30494751919014,1.6140815956724335,430.45491541747145,57.199648975030684,215.06923531140671,2509.5757749184368
2021-08-09,126.6814761668864,369.8304401435867,558.5337642196814,40.73704856843192,102.09941805090665,174.25203532754753,423.3406513777865,1.6110842296637566,447.15578362210493,52.4467554691107,216.99248275003904,2513.6809399257454
2021-08-10,127.43701111461372,371.9915338162334,562.2273744567017,40.5261046663165,102.54182321578436,172.59165496738368,421.269827579194,1.6253217182049715,454.54618950875397,50.482625976128006,218.36384179323775,2523.6033088125523
2021-08-11,129.01017977289533,374.7903272611365,565.0225389603927,39.727104886134015,98.07930155267013,173.27534099803938,419.41322693218,1.6433059142570319,431.14323753436526,50.002838619063525,217.48583752777515,2499.5932399589087
2021-08-12,129.13437729854914,373.6566387771251,555.9382543233969,40.57486056822053,96.90596611538578,174.80223979983708,423.48346681217225,1.635063157733171,442.8084860417231,47.843795512273374,216.5492996446151,2503.332448051032
2021-08-13,128.17184647473212,374.32976631450686,557.6353184863522,40.91714689995499,95.63645564225845,176.04589724607746,422.2695356198939,1.6388098652440168,441.0695670095704,45.81969259965761,216.27335544689825,2499.8073916051458
2021-08-16,129.80711389584062,386.94205069913346,562.1275471529984,41.39575075333951,91.42398907233597,176.76213975438347,423.55487452936507,1.639559206746186,436.1064022719678,49.76294494053128,217.6029047631702,2517.125277039812
2021-08-17,129.88991224627648,379.5730755530595,547.7524154197305,41.5370433670206,90.30835865655742,174.45714113674424,425.7328099037469,1.6515486707808928,434.150118360796,47.618895188649404,211.29799794261027,2483.9693164459723
2021-08-18,129.05157894811327,379.0062313110538,547.952070027137,41.40072584537054,92.17415435191121,173.51951458041643,424.0190246911186,1.6470526217678778,423.6079217283702,46.94419421777748,205.42791228208898,2464.750380605125
2021-08-19,128.14079709331867,373.550355481749,548.750688456763,41.823608668007594,92.6742645382947,176.9249221426348,423.6976899637508,1.6328151332266632,428.02767426842496,45.57979892112537,203.63009402423702,2464.4327086915328
2021-08-20,130.3970521426962,382.4781522933386,549.948616101202,42.263406803550126,94.0591850544336,177.53047262692982,427.0538526718145,1.656044719793908,434.58484811883415,45.804699244749344,210.26111671482587,2496.037446492168
