rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp1500
6,75.0,SGH,"SMART Global Holdings, Inc.",52.0,1.7,84,1.52,49.86,72.0,44.4,$24.37,$58.39,47.52,47.14,46.76,89.0,True
8,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.41,9.98,11.5,15.23,$2.10,$12.01,10.7,9.75,8.23,81.5,True
10,73.66666666666667,GDEN,"Golden Entertainment, Inc.",35.0,1.7,97,2.78,48.73,63.0,29.28,$12.30,$54.86,49.86,48.01,37.38,89.0,True
11,72.66666666666667,CDMO,"Avid Bioservices, Inc.",33.0,1.7,96,2.62,26.0,28.25,8.65,$6.99,$28.36,23.21,22.99,21.17,89.0,True
13,71.83333333333333,PDCE,"PDC Energy, Inc.",31.0,1.8,98,3.26,52.6,63.88,21.44,$10.61,$53.30,48.91,44.48,38.82,86.5,True
14,71.83333333333333,FANG,"Diamondback Energy, Inc.",32.0,1.8,97,3.03,109.33,122.26,11.83,$23.63,$114.73,105.12,87.95,80.08,86.5,True
19,70.83333333333333,RWT,"Redwood Trust, Inc.",49.0,1.6,72,1.25,13.9,15.25,9.71,$7.99,$14.10,13.46,12.86,11.27,91.5,True
21,70.5,CNXC,Concentrix Corporation,15.0,1.0,90,1.77,185.23,208.67,12.65,$80.00,$186.04,180.2,173.27,150.97,106.5,True
25,69.66666666666667,AGO,Assured Guaranty Ltd.,36.0,1.7,84,1.5,54.72,58.0,5.99,$24.02,$55.68,50.29,49.11,45.71,89.0,True
26,69.33333333333333,AKR,Acadia Realty Trust,46.0,2.3,88,1.68,22.54,24.29,7.76,$9.10,$23.00,21.75,21.17,20.22,74.0,True
28,69.16666666666667,DVN,Devon Energy Corporation,23.0,1.8,98,3.5,40.44,44.26,9.45,$7.73,$41.98,38.67,32.75,26.3,86.5,True
33,68.66666666666667,ASIX,AdvanSix Inc.,18.0,1.5,94,2.2,45.27,50.0,10.45,$14.10,$45.91,43.33,39.11,31.35,94.0,True
39,68.16666666666667,OLN,Olin Corporation,22.0,1.8,96,2.54,56.4,65.06,15.35,$16.03,$56.41,50.13,48.75,41.85,86.5,True
45,67.66666666666667,ARCB,ArcBest Corporation,26.0,1.9,93,2.05,88.41,100.89,14.12,$29.02,$93.96,84.84,75.57,67.22,84.0,True
47,67.33333333333333,PXD,Pioneer Natural Resources Company,28.0,1.9,90,1.76,191.62,218.06,13.8,$76.99,$196.64,183.96,163.57,153.78,84.0,True
52,66.83333333333333,KFY,Korn Ferry,15.0,1.4,89,1.72,73.06,97.75,33.79,$29.95,$77.93,74.84,72.63,65.32,96.5,True
53,66.83333333333333,PGNY,"Progyny, Inc.",15.0,1.4,89,1.72,63.21,71.67,13.38,$23.56,$66.61,58.17,56.29,53.42,96.5,True
57,66.66666666666667,TPX,"Tempur Sealy International, Inc.",32.0,2.1,89,1.69,47.92,53.33,11.29,$21.19,$50.51,46.22,46.02,39.04,79.0,True
58,66.66666666666667,KRG,Kite Realty Group Trust,41.0,2.1,80,1.41,21.13,24.5,15.95,$10.00,$23.14,21.52,20.71,20.07,79.0,True
64,66.16666666666667,TALO,Talos Energy Inc.,27.0,1.6,80,1.4,12.63,18.88,49.49,$5.71,$18.93,13.22,12.43,12.4,91.5,True
66,66.16666666666667,CHX,ChampionX Corporation,11.0,1.6,96,2.46,25.19,27.67,9.85,$6.87,$30.48,24.7,23.34,22.58,91.5,True
71,65.66666666666667,CZR,"Caesars Entertainment, Inc.",25.0,1.9,88,1.65,112.05,132.5,18.25,$43.07,$119.81,114.61,106.05,96.3,84.0,True
76,65.33333333333333,JEF,Jefferies Financial Group Inc.,20.0,1.7,87,1.64,42.77,50.0,16.9,$18.78,$42.85,39.9,37.7,32.68,89.0,True
80,65.16666666666667,AX,"Axos Financial, Inc.",21.0,1.6,83,1.48,53.17,56.88,6.98,$25.50,$55.71,52.78,49.52,47.14,91.5,True
86,64.83333333333333,ACLS,"Axcelis Technologies, Inc.",20.0,1.8,88,1.66,49.29,57.17,15.99,$21.69,$52.80,48.09,47.83,41.6,86.5,True
94,64.66666666666667,MTDR,Matador Resources Company,16.0,2.1,99,4.08,43.74,46.07,5.33,$6.29,$45.00,41.08,33.73,28.16,79.0,True
97,64.33333333333333,SLB,Schlumberger Limited,20.0,1.9,89,1.7,33.91,37.91,11.8,$13.70,$36.87,32.14,29.55,29.01,84.0,True
102,64.16666666666667,OII,"Oceaneering International, Inc.",19.0,2.2,97,3.01,15.4,16.72,8.57,$3.35,$18.20,14.57,13.26,12.94,76.5,True
109,63.833333333333336,COP,ConocoPhillips,13.0,1.8,92,1.9,75.72,83.13,9.79,$27.53,$76.10,72.33,63.0,56.09,86.5,True
111,63.5,EWBC,"East West Bancorp, Inc.",15.0,1.8,89,1.73,84.64,96.82,14.39,$34.13,$87.77,81.05,76.04,72.91,86.5,True
112,63.5,DCOM,"Dime Community Bancshares, Inc.",28.0,1.8,76,1.32,34.86,39.0,11.88,$18.24,$35.87,34.12,33.12,31.96,86.5,True
