rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
45,66.66666666666667,PXD,Pioneer Natural Resources Company,28.0,1.9,88,1.66,190.56,207.44,8.86,$76.58,$196.64,178.84,161.32,152.82,84.0,True
57,65.66666666666667,CZR,"Caesars Entertainment, Inc.",26.0,1.9,87,1.62,114.13,126.91,11.2,$43.07,$119.81,114.37,104.82,95.75,84.0,True
102,62.333333333333336,LKQ,LKQ Corporation,16.0,1.5,77,1.33,55.1,62.11,12.72,$29.60,$56.42,52.38,51.62,46.59,94.0,True
108,62.0,CBRE,"CBRE Group, Inc.",19.0,2.1,88,1.63,102.47,116.43,13.62,$43.17,$103.13,98.59,96.78,84.36,79.0,True
118,61.333333333333336,TXT,Textron Inc.,19.0,2.1,86,1.57,73.31,83.75,14.24,$31.82,$74.80,71.74,71.65,62.74,79.0,True
120,61.333333333333336,EOG,"EOG Resources, Inc.",13.0,2.1,92,1.89,90.05,99.85,10.88,$31.22,$93.07,85.33,75.29,73.21,79.0,True
121,61.166666666666664,CFG,"Citizens Financial Group, Inc.",21.0,2.0,81,1.4,49.04,51.75,5.53,$25.41,$51.14,47.58,45.12,44.58,81.5,True
123,61.166666666666664,COF,Capital One Financial Corporation,18.0,2.2,89,1.67,169.82,183.18,7.87,$70.78,$177.95,166.64,165.8,146.06,76.5,True
126,61.166666666666664,PWR,"Quanta Services, Inc.",17.0,1.8,80,1.38,112.98,121.33,7.39,$58.93,$119.70,113.96,109.31,92.93,86.5,True
133,60.833333333333336,RJF,"Raymond James Financial, Inc.",14.0,1.8,82,1.45,100.16,159.0,58.75,$48.87,$101.16,95.17,92.89,84.8,86.5,True
143,60.333333333333336,KIM,Kimco Realty Corporation,21.0,2.3,86,1.58,22.76,24.15,6.11,$10.04,$22.95,21.87,21.77,20.12,74.0,True
159,59.5,HES,Hess Corporation,11.0,2.2,91,1.86,89.88,99.36,10.55,$34.82,$92.79,83.36,74.74,73.9,76.5,True
162,59.166666666666664,MET,"MetLife, Inc.",22.0,2.0,74,1.28,65.76,71.8,9.18,$35.90,$67.68,63.58,62.29,60.02,81.5,True
170,58.666666666666664,SYF,Synchrony Financial,18.0,2.1,79,1.36,52.18,56.95,9.14,$24.47,$52.26,49.97,49.5,44.74,79.0,True
185,57.666666666666664,GE,General Electric Company,15.0,2.1,79,1.36,104.53,121.78,16.5,$56.72,$115.36,104.05,103.41,102.76,79.0,True
232,55.0,HBAN,Huntington Bancshares Incorporated,15.0,2.3,76,1.3,16.26,17.08,5.04,$9.51,$16.91,15.75,15.38,15.08,74.0,True
239,54.5,KMX,"CarMax, Inc.",12.0,1.8,65,1.14,138.45,149.45,7.95,$84.70,$147.73,134.98,132.1,126.74,86.5,True
248,53.5,DISH,DISH Network Corporation,15.0,2.4,74,1.27,44.29,53.44,20.66,$24.51,$47.05,43.89,43.56,39.73,71.5,True
