date,AFG,AMN,CARR,IDXX,INTU,LSI,NAVI,NET,TGT,portfolio
2021-07-28,3.917831163981887,216.83719009113872,773.3401786666708,109.64803214203772,74.87722045831643,119.30532256272933,165.25724161941025,290.49249646534975,746.3244868303652,2500.0
2021-07-29,3.987719380882016,220.16230593390932,808.7591889934429,111.00054388156255,75.22219102093264,119.37759753096293,168.33450278695838,292.04502421263845,758.6381372259008,2557.52721096719
2021-07-30,3.97374173750199,221.43950274768875,828.5034032607073,106.96034855708453,75.86060127374107,119.4498724991965,169.91471798110473,287.7755729075945,756.8497260970254,2570.7274870616448
2021-08-02,3.968287047402468,222.65063765730716,818.8573749163949,106.99029928325116,75.5084736455104,119.89384730405997,172.243456161952,287.67853992338894,745.7967589562709,2553.587674895538
2021-08-03,4.014992831379627,227.49517729578085,857.4414882936445,109.66221932811665,75.89066094932173,121.17414674134066,172.4929638241856,290.0558480364248,760.1920026329566,2618.4194999331507
2021-08-04,4.067153305456309,222.78276146562916,855.3314195933262,110.10517480458108,76.73233186558038,120.70952194555332,169.58204109812655,291.0989526166344,755.3544971204246,2605.763853815312
2021-08-05,4.14215529432474,234.4536978674067,844.4796377059748,111.25276052296579,77.01145742454372,123.16687086549531,172.9919791486529,294.6406565401368,757.8758636299867,2620.0150789994877
2021-08-06,4.144200803112062,234.73996611877106,845.3839528632541,108.01177668093426,76.47897174282906,122.41314619677361,179.14650148374918,288.23647958257084,754.0644956504161,2612.61949112241
2021-08-09,4.172837926134554,229.87340584557703,843.2738841629357,108.20251551599544,76.61352457638061,122.42347119223554,178.813824600771,299.4195310122599,760.8076851527333,2623.600679985023
2021-08-10,4.197724949713624,231.21666456351747,848.8504942994913,105.85690075094539,75.88350388370729,121.82462145544295,180.39403979491738,304.36821320674267,765.6158724500376,2638.2080353545157
2021-08-11,4.249544505659086,232.95629470642396,853.070631700128,104.8779849114991,76.18410063951396,121.28772169142202,182.39010109278644,288.6973862575472,762.5374598511537,2626.2512253561335
2021-08-12,4.2536355232337275,232.2516343953732,839.3551851480588,106.50951131057624,76.85543339414882,122.46477117408331,181.47523966459644,296.5085414860935,759.2538197456777,2618.9277718418416
2021-08-13,4.221930137030254,232.67002645505957,841.9174114270168,105.9467529294453,77.40223320709238,122.11372132837731,181.89108576831916,295.344145675627,758.2863186431712,2619.793625571139
2021-08-16,4.275795201763037,240.50937241549883,848.6997751066115,106.47956058440961,77.71714409412793,122.48542116500718,181.9742549890637,292.0207659665871,762.9479148643383,2637.110004387407
2021-08-17,4.278522546812798,235.92908039366915,826.9962113319085,106.89571804272495,76.70370360312262,123.1152458881856,183.3049625209764,290.71082067981223,740.8419805828291,2588.7762455900415
2021-08-18,4.250908178183966,235.5767502381438,827.2976497176683,106.70970826969007,76.29145662373062,122.61964610601242,182.80594719650915,283.65167107885884,720.2605934931482,2559.4643309019457
2021-08-19,4.220907382636594,232.1855724912122,828.5034032607073,107.46162913187345,77.78871475027238,122.52672114685495,181.2257320023628,286.61117709712795,713.9571772192432,2554.481034482291
2021-08-20,4.295227535242585,237.7347724407366,830.312033575266,107.52941235425057,78.05495759112969,123.49727072027741,183.8039778454437,291.00191963242884,737.2065218946234,2593.4360935893988
2021-08-23,4.3085233423601705,242.93164223473568,837.84799321926,105.79069388257705,79.08414362648679,123.25979582465277,183.13862407948733,301.2388994661139,734.655837169834,2612.2561528455076
2021-08-24,4.2867045819620815,235.8189772200675,848.8504942994913,106.01611250583117,79.30314983428879,123.36304577927218,183.97031628693279,300.85076752929166,729.2026491375253,2611.662217174663
2021-08-25,4.318409968165555,239.65056766140577,865.731043902038,106.62773786123401,79.53074452082812,122.96037095625648,187.7129312204373,298.95862433728354,730.6392416836711,2636.1296721113195
2021-08-26,4.246817160609325,238.1091232309823,860.4558721512423,106.14537353455033,79.10561482333011,124.15807042984164,187.13074667522548,293.2821947612592,724.2771889793111,2616.9110017463518
2021-08-27,4.296932125898686,240.7956406668632,874.4727570890711,105.3430093440863,81.00939427677231,124.45749529823794,191.95456147840906,299.7591464569793,724.9221897143153,2647.011126450633
2021-08-30,4.285681827568421,244.29692158739647,870.1019004955546,108.29079134048658,80.95643199122543,126.49151940424034,189.87533095979543,299.3952727662085,725.4499175884097,2649.1437679608853
2021-08-31,4.333410365939241,249.97824534524287,863.6209752017196,106.20842769490113,81.03372829986142,126.6567193316314,193.03576134808816,292.89406282443696,718.5308187947278,2636.2921492065484
2021-09-01,4.289772845143063,249.38368820779385,867.9918317952363,106.70340285365498,80.60716718924054,127.93701876891208,192.61991524436542,307.74010940788537,716.7424076658524,2654.015313978084
2021-09-02,4.35420637194367,254.6466199059539,868.4439893738759,108.04960917714475,80.12907520619565,130.0226678522242,190.3743462842627,311.98530246687795,715.1299058283417,2663.1357224668204
2021-09-03,4.32897843023338,257.0468690904704,860.9080297298817,108.50517548567933,80.6243441467152,131.3855672532004,191.62188459543088,316.4245614942816,710.7614917594494,2661.606901985342
2021-09-07,4.2907955995367235,248.92125487866682,842.972445777176,107.45532371583836,80.22641129855211,130.08461782499583,191.87139225766452,318.4622541625981,706.1292137535098,2630.4137092685382
2021-09-08,4.289431927011843,251.3215040631833,849.6040902638907,108.4058651831268,81.24557744204898,131.32361728042875,192.61991524436542,310.94219788666834,715.9801340699383,2645.7323333606623
2021-09-09,4.2318167628356385,249.64793582443787,850.6591246140498,106.65138317136558,81.26848005201519,128.18481865999868,192.86942290659906,310.481291211692,714.0451318649256,2638.0394050679192
