date,CRL,DXC,HCA,IDXX,INTU,portfolio
2021-07-28,643.6000411904026,312.7896200185357,330.81042117186695,569.1998764287921,643.6000411904026,2500.0
2021-07-29,653.1021688192085,320.0290275761974,333.4706241668403,576.2209738435524,646.5600858387688,2529.3828802445673
2021-07-30,655.3569109684166,314.59947190795106,333.86222765341006,555.2476956686913,652.0485019576146,2511.1148081560837
2021-08-02,653.2310112277347,335.29473481735357,337.6297232655804,555.4031745158713,649.0267897124074,2530.5854335389477
2021-08-03,662.3144010288304,341.6685610365992,341.00561539118115,569.2735243037721,652.3075058643467,2566.5696076247295
2021-08-04,670.4797886691771,331.91109867627256,333.94324906442444,571.5729746225923,659.5472817334758,2567.4543927659424
2021-08-05,660.2690277934773,304.6846311224579,335.02353454461667,577.5302693987526,661.9399844909052,2539.4474473502096
2021-08-06,657.7566008272167,323.33397450469516,336.4549128058714,560.7058215144317,657.3642488053057,2535.6155584575204
2021-08-09,659.367130933794,317.98310804903207,334.45638466751575,561.6959762780516,658.5235996259157,2532.026199554309
2021-08-10,655.9528071078503,318.4552433245318,323.7210477081054,549.519527614691,652.2458382675057,2499.894464022684
2021-08-11,643.0202503520349,324.5143126934443,324.3962261332256,544.4378242410708,654.8358773348263,2491.204490754602
2021-08-12,656.741966860073,327.1897459212758,326.2597185865572,552.9073298637711,660.6079643991404,2523.7067256308173
2021-08-13,662.2821904266989,324.435623480861,326.8403720321605,549.985964156231,665.3070352784217,2528.851185374373
2021-08-16,670.0288402393354,328.52746253519155,331.3235567749583,552.7518510165912,668.008076020056,2550.6397865861327
2021-08-17,672.315792990675,289.6549915190515,329.6086035751531,554.9121886826713,659.3006113461119,2505.7921881136626
2021-08-18,670.1093667446643,285.8779093150541,326.16519360704035,553.9465832107113,655.7485577680724,2491.8476106455423
2021-08-19,676.9541196976176,277.85160963155965,331.580124576504,557.8499205846515,668.6247519884657,2512.8605264787984
2021-08-20,684.072662768689,278.8745693951422,335.40163446268394,558.2017937651115,670.9064530715814,2527.457113463208
2021-08-23,685.779824681661,283.83198978788886,335.82024508625847,549.175837531451,679.7619199779436,2534.369817065203
2021-08-24,688.5177258628423,288.86809939321876,335.59068442171764,550.346020433911,681.636614921909,2544.959145033599
2021-08-25,697.1823778362279,292.8025600223827,339.10161223234235,553.5210621552711,683.5976445014517,2566.205256747676
2021-08-26,704.8485011435356,288.86809939321876,337.68373753959,551.0170344059511,679.9469227684666,2562.364295250762
2021-08-27,703.3990240476162,293.90420899854865,338.7775265882847,546.8518379209709,696.3011694506902,2579.2337670061106
2021-08-30,716.1705277927738,285.48446325213774,340.9786082541764,562.1542297223717,695.8571627534353,2600.644991774895
2021-08-31,714.8498931053805,288.946788605802,340.3034298290562,551.344358294751,696.5108392799496,2591.955309114939
2021-09-01,714.73715599792,274.31059506531204,339.8713156369793,553.9138508218313,692.8477840275963,2575.680701549639
2021-09-02,723.1924390574507,280.44835364680785,340.69503331562595,560.9022158477117,688.740722077988,2593.9787639455844
2021-09-03,724.013809411805,283.4385437249725,340.262919123549,563.2671309442918,692.9957862600146,2603.9781894646326
