"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",41072.97,35.84,26.67,2.56,6.50,7.88,26.08,38.71,0.60%,19.10%,3.94,71.00%,10.16%,22.90%,14.00%,8.50%,102.30%,11.90%,302.00,301.14,0.20%,-20.29%,90.80%,0.27%,1.63%,2.87,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,2.96%,-5.03%,-10.49%,-9.36%,14.56%,-11.61%,1.07,3.97,2.11%,2.85%,-0.09%,-5.28%,-7.01%,-13.22%,7.55%,-21.41%,25.47%,45.57,-0.32%,-0.16%,,1711.41,0.62,141.12,-0.47%,1069118,2/22/2022 4:30:00 PM,175.32,11/18/1999,141.12,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",12147.86,29.12,9.16,,1.00,3.10,8.37,,0.62%,0.00%,2.21,85.00%,-4.97%,28.00%,,-3.70%,769.80%,31.50%,187.00,185.26,0.10%,-72.78%,78.00%,0.62%,6.12%,1.42,3.00%,12.10%,5.00%,1.50,0.90,0.44,0.44,24.70%,8.10%,3.50%,11.88%,9.68%,38.49%,57.75%,206.54%,7.79%,2.29,3.28,5.07%,5.65%,7.24%,15.87%,40.87%,-0.23%,48.45%,-0.23%,223.53%,62.91,3.15%,-0.77%,1.90,7988.08,0.90,64.22,2.36%,7155377,1/19/2022 4:30:00 PM,66.30,10/18/2016,64.36,0.22%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13%,-0.17%,0.79%,2.69%,-0.39%,-1.16%,,0.15,0.59%,0.69%,-0.41%,0.34%,0.10%,-2.44%,2.98%,-5.42%,7.67%,48.75,0.50%,-0.33%,,455.51,0.48,17.97,0.17%,217919,,,8/15/2018,17.97,0.00%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.16,43.53,,,,1.30,1353.52,,,,0.22,,,,,,,,125.00,100.00,,,67.70%,0.07%,0.08%,0.29,,,,1.70,1.70,0.00,0.00,,,,0.31%,-0.41%,-0.61%,-0.20%,,0.10%,,0.03,0.37%,0.29%,0.08%,-0.13%,-0.22%,-0.91%,0.52%,-2.50%,2.63%,51.12,-0.20%,0.10%,,291.67,0.17,9.75,-0.10%,49771,,,3/25/2021,9.75,0.00%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",48.31,,,,1.62,1.62,4.09,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,1.14%,0.51,-17.50%,-49.20%,-48.10%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,0.65%,-32.17%,-33.05%,-45.45%,-75.36%,45.73%,1.24,0.26,10.64%,14.48%,-14.68%,-2.52%,-36.57%,-46.94%,56.00%,-92.10%,56.00%,45.55,1.30%,0.00%,1.50,657.54,0.09,1.56,1.30%,61790,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.57,0.64%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",214.03,,,,,222.73,305.76,,,,-0.02,,,,,,,,21.84,17.41,25.41%,0.00%,42.00%,241.91%,0.02%,0.06,,,,4.40,4.40,0.00,0.00,,,,0.00%,0.00%,,,,0.10%,,0.04,0.33%,0.30%,-0.44%,0.02%,0.03%,-1.51%,4.93%,-1.51%,4.93%,46.95,-0.20%,-0.03%,,68.82,0.00,9.80,-0.23%,6,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,227.73,,,,,-0.09,,,,,,,,,,,,87.84%,,,0.01,,,,,,,,,,,-0.69%,-0.20%,1.01%,,,-0.10%,,0.10,0.48%,0.63%,-0.01%,0.45%,0.79%,-4.84%,2.24%,-4.84%,2.66%,51.15,0.00%,0.00%,,62.87,0.05,10.02,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,69.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.93%,-36.38%,,,,-37.46%,,0.04,9.47%,8.00%,-18.02%,-26.76%,-27.00%,-47.75%,52.00%,-47.75%,52.00%,41.16,0.00%,-0.03%,,54.51,0.00,0.35,-0.03%,11,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",395.67,,,,3956.70,1.14,2.45,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,53.00%,-2.47%,4.98%,2.84,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,2.02%,-20.01%,-35.71%,-41.26%,-25.77%,-24.84%,1.54,1.46,6.46%,7.83%,-11.52%,-18.34%,-30.44%,-44.15%,5.83%,-63.55%,26.82%,37.78,-2.00%,-0.22%,1.60,217.21,0.80,18.15,-2.21%,174739,,48.75,8/8/2017,18.15,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89%,-2.59%,-4.59%,-6.84%,-0.59%,-2.38%,,1.00,0.93%,1.41%,0.30%,-0.03%,-3.58%,-3.45%,8.59%,-9.57%,8.59%,50.80,0.92%,-0.40%,,3.58,0.41,62.72,0.51%,1470,,,7/21/2010,,
