rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp1500
1,77.0,OPCH,"Option Care Health, Inc.",56.0,1.7,86,1.56,24.82,27.81,12.05,$10.52,$23.80,21.35,21.27,18.73,89.0,True
2,72.66666666666667,RWT,"Redwood Trust, Inc.",47.0,1.7,82,1.45,13.16,14.04,6.69,$6.79,$12.71,12.09,12.01,10.17,89.0,True
3,72.33333333333333,DAR,Darling Ingredients Inc.,40.0,1.7,88,1.65,73.71,96.21,30.53,$31.45,$79.65,72.13,68.84,65.88,89.0,True
4,72.0,AGO,Assured Guaranty Ltd.,36.0,1.7,91,1.78,47.53,58.0,22.03,$18.45,$52.28,48.43,47.29,41.37,89.0,True
12,68.66666666666667,EPRT,"Essential Properties Realty Trust, Inc.",41.0,1.9,81,1.42,28.39,32.36,13.98,$16.18,$31.24,29.99,28.63,23.91,84.0,True
16,67.83333333333333,STLD,"Steel Dynamics, Inc.",31.0,2.0,91,1.78,58.29,80.09,37.4,$28.31,$74.37,66.08,62.62,49.74,81.5,True
18,67.66666666666667,ASIX,AdvanSix Inc.,16.0,1.5,93,1.9,42.13,44.5,5.63,$11.62,$38.12,34.51,31.42,26.68,94.0,True
21,67.33333333333333,SNX,TD SYNNEX,26.0,1.9,92,1.86,106.32,139.86,31.55,$49.94,$130.55,122.07,120.48,102.66,84.0,True
22,67.33333333333333,UTHR,United Therapeutics Corporation,40.0,2.1,83,1.47,185.9,231.89,24.74,$98.37,$216.90,197.15,188.03,173.14,79.0,True
23,67.33333333333333,COF,Capital One Financial Corporation,24.0,1.9,94,2.05,166.54,183.18,9.99,$63.39,$177.95,166.9,160.76,129.71,84.0,True
25,67.16666666666667,SSTK,"Shutterstock, Inc.",22.0,1.6,88,1.61,116.29,126.0,8.35,$45.70,$108.96,104.16,100.82,85.33,91.5,True
26,66.83333333333333,IIPR,"Innovative Industrial Properties, Inc.",34.0,2.0,85,1.53,234.18,257.0,9.74,$108.50,$236.92,222.86,207.78,185.69,81.5,True
28,66.0,DECK,Deckers Outdoor Corporation,17.0,1.5,87,1.59,365.47,486.5,33.12,$192.58,$444.48,424.16,390.3,332.08,94.0,True
29,66.0,ULTA,"Ulta Beauty, Inc.",49.0,2.3,75,1.31,368.03,436.65,18.65,$200.50,$374.47,353.08,345.08,314.28,74.0,True
33,65.83333333333333,CROX,"Crocs, Inc.",18.0,2.0,98,2.85,141.13,157.7,11.74,$36.84,$147.31,139.09,124.47,89.78,81.5,True
36,65.66666666666667,HLIT,Harmonic Inc.,44.0,2.1,74,1.3,8.81,11.5,30.53,$5.20,$10.75,9.42,8.64,7.77,79.0,True
38,65.5,AXON,"Axon Enterprise, Inc.",20.0,1.8,90,1.72,178.77,213.0,19.15,$79.72,$212.37,186.42,177.12,151.31,86.5,True
39,65.5,CLH,"Clean Harbors, Inc.",43.0,2.0,72,1.27,107.41,114.5,6.6,$52.22,$103.87,98.53,94.42,86.08,81.5,True
40,65.33333333333333,AMN,"AMN Healthcare Services, Inc.",21.0,1.7,86,1.55,114.94,121.56,5.76,$51.56,$110.46,103.78,99.24,81.19,89.0,True
42,65.16666666666667,AX,"Axos Financial, Inc.",21.0,1.6,83,1.48,52.65,56.0,6.36,$21.27,$54.36,48.49,47.43,43.85,91.5,True
43,65.16666666666667,NAVI,Navient Corporation,15.0,1.8,94,2.08,19.12,21.35,11.66,$7.42,$22.24,21.22,20.2,14.66,86.5,True
45,64.66666666666667,MODV,ModivCare Inc.,15.0,1.5,85,1.52,187.05,211.88,13.27,$84.32,$187.50,176.12,171.28,152.25,94.0,True
46,64.5,JLL,Jones Lang LaSalle Incorporated,21.0,2.0,91,1.78,258.02,310.0,20.15,$90.86,$253.93,234.97,213.18,177.93,81.5,True
47,64.5,NSA,National Storage Affiliates Trust,43.0,2.2,74,1.3,52.84,58.3,10.33,$31.82,$56.03,54.87,52.87,42.28,76.5,True
49,64.33333333333333,BLFS,"BioLife Solutions, Inc.",24.0,2.1,90,1.71,42.58,62.14,45.94,$19.42,$50.45,46.91,45.33,38.97,79.0,True
52,64.16666666666667,DCOM,"Dime Community Bancshares, Inc.",31.0,1.8,75,1.32,33.62,39.2,16.6,$16.51,$35.87,33.15,32.85,29.4,86.5,True
54,64.16666666666667,WFC,Wells Fargo & Company,30.0,2.2,86,1.56,47.02,50.35,7.08,$20.76,$51.41,47.61,45.59,38.44,76.5,True
55,64.0,NVEE,"NV5 Global, Inc.",26.0,1.9,82,1.45,101.11,124.57,23.2,$47.78,$109.39,96.69,94.35,89.26,84.0,True
56,64.0,TPX,"Tempur Sealy International, Inc.",28.0,2.1,85,1.53,46.53,53.33,14.61,$19.88,$44.79,42.28,40.35,34.34,79.0,True
60,63.5,OMCL,"Omnicell, Inc.",19.0,2.0,90,1.72,153.26,166.8,8.83,$66.20,$160.78,150.68,149.54,131.39,81.5,True
61,63.5,ALGN,"Align Technology, Inc.",18.0,2.0,91,1.77,662.06,745.36,12.58,$289.52,$714.15,681.17,642.29,571.94,81.5,True
62,63.5,DFS,Discover Financial Services,21.0,2.2,93,1.89,127.19,135.94,6.88,$49.83,$135.69,128.01,123.27,102.32,76.5,True
63,63.333333333333336,BOOT,"Boot Barn Holdings, Inc.",15.0,2.1,96,2.36,90.64,100.0,10.33,$25.47,$93.25,85.64,82.33,63.97,79.0,True
66,63.166666666666664,PLCE,"The Children's Place, Inc.",14.0,2.2,99,3.27,81.31,124.67,53.33,$17.78,$107.33,92.5,91.86,72.58,76.5,True
67,63.166666666666664,JYNT,The Joint Corp.,14.0,2.2,99,3.72,95.92,124.6,29.9,$16.03,$107.89,89.8,84.93,51.77,76.5,True
68,63.166666666666664,THC,Tenet Healthcare Corporation,19.0,2.2,94,2.01,68.82,84.53,22.83,$21.34,$73.65,70.18,68.92,54.27,76.5,True
69,63.0,SYF,Synchrony Financial,20.0,1.9,85,1.53,49.91,56.95,14.11,$23.93,$51.98,48.95,48.23,40.78,84.0,True
70,63.0,DKS,"DICK'S Sporting Goods, Inc.",23.0,2.3,92,1.85,121.72,152.33,25.15,$45.45,$112.09,106.66,101.77,79.48,74.0,True
71,63.0,ELF,"e.l.f. Beauty, Inc.",45.0,2.1,65,1.16,29.58,34.17,15.52,$17.32,$31.29,28.61,27.64,25.94,79.0,True
74,63.0,RH,RH,22.0,2.1,88,1.63,646.45,764.79,18.31,$292.00,$744.56,689.46,684.47,564.41,79.0,True
75,62.833333333333336,EPAM,"EPAM Systems, Inc.",21.0,2.0,86,1.56,575.44,653.4,13.55,$301.67,$634.20,589.83,550.45,427.56,81.5,True
79,62.833333333333336,SCVL,"Shoe Carnival, Inc.",12.0,2.0,95,2.19,33.05,47.75,44.48,$12.91,$39.90,34.61,34.39,27.5,81.5,True
88,62.666666666666664,BLDR,"Builders FirstSource, Inc.",17.0,1.5,77,1.34,52.96,67.71,27.85,$27.63,$53.99,47.59,44.91,43.1,94.0,True
90,62.5,AVNT,Avient Corporation,16.0,1.6,80,1.4,47.01,61.45,30.72,$24.26,$54.21,48.31,48.28,45.32,91.5,True
93,62.333333333333336,COOP,Mr. Cooper Group Inc.,19.0,2.1,89,1.7,41.57,44.29,6.54,$16.90,$39.30,37.72,35.28,32.04,79.0,True
96,62.166666666666664,CBRE,"CBRE Group, Inc.",21.0,2.0,84,1.51,100.45,116.43,15.91,$43.17,$98.93,94.16,89.3,76.74,81.5,True
97,62.166666666666664,VRTS,"Virtus Investment Partners, Inc.",16.0,2.0,89,1.66,314.8,400.0,27.06,$129.35,$316.81,295.11,281.19,247.31,81.5,True
98,62.166666666666664,AMP,"Ameriprise Financial, Inc.",25.0,1.8,75,1.32,268.53,292.5,8.93,$141.82,$273.59,261.85,252.72,227.0,86.5,True
100,62.166666666666664,TTEC,"TTEC Holdings, Inc.",24.0,2.0,81,1.43,94.76,116.57,23.02,$51.29,$113.15,103.42,101.91,90.52,81.5,True
101,62.0,MIDD,The Middleby Corporation,21.0,1.9,81,1.44,173.84,214.0,23.1,$85.92,$196.49,186.83,178.77,157.69,84.0,True
104,61.833333333333336,KLIC,"Kulicke and Soffa Industries, Inc.",15.0,2.2,94,2.07,58.67,78.8,34.31,$21.86,$71.30,60.7,57.75,46.65,76.5,True
105,61.833333333333336,CRL,"Charles River Laboratories International, Inc.",15.0,1.8,84,1.5,416.69,448.0,7.51,$197.33,$425.51,408.96,387.32,309.55,86.5,True
107,61.666666666666664,CLF,Cleveland-Cliffs Inc.,13.0,2.3,98,2.87,19.66,29.59,50.51,$5.48,$26.51,24.31,22.63,17.62,74.0,True
