date,AN,ATLC,JYNT,MCB,OAS,ORMP,STKS,TH,portfolio
2021-10-05,552.0202430633607,538.3350871139883,547.202708576947,574.2408955816426,80.15907997705318,181.24115296339585,11.320561040346199,15.480271683265931,2500.0
2021-10-06,552.4520336237267,544.3593836309491,554.9146525135594,566.73491279382,78.48844553134747,181.07333708102232,11.905759382895289,14.941157744047716,2504.869682301368
2021-10-07,563.6785881932404,557.2968072985207,492.24072007347786,574.2408955816426,80.78654831346847,189.7997629644451,11.956207515873658,15.711320514359455,2485.7108504550283
2021-10-08,566.7011221158019,536.2611489688051,460.99008158407077,576.765031386397,82.35521915450668,189.88367090563185,11.814952743534223,15.210714713656825,2439.9819415724046
2021-10-11,564.2063322114655,538.2363281546939,460.644770661536,568.19625457552,81.67284733865506,192.98826472954187,12.198358554169833,14.556076358891847,2432.699232584474
2021-10-12,562.1913095964246,577.7399118724695,466.11219360167155,571.1853627653608,82.26109890404439,195.00205531802405,12.460688845657357,14.671600774438609,2481.6242216780906
2021-10-13,548.7098487672221,587.517048842619,451.78179031647386,574.1080463287608,81.70422075547583,196.68021414175922,12.460688845657357,14.479060081860673,2467.4409180798293
2021-10-14,556.7219624984563,601.442062103135,455.0622440805552,581.6804537430241,83.47681880584902,198.35837296549434,13.711802543520928,14.363535666313913,2504.8172524063493
2021-10-15,559.9364033367358,615.2683164043565,458.11249056294673,582.2118507545514,83.5709390563113,185.10091825798668,13.863146942456039,14.28651938928274,2512.3505847046263
2021-10-18,562.8629838014382,660.1048839240319,479.17645683757473,587.1936977376195,85.02195958427167,188.6250517878305,14.29700088607002,14.17099497373598,2591.453029532573
2021-10-19,553.8433587626835,648.648844645877,477.44990222490026,582.8760970189605,84.3709611852408,190.80665825868618,13.469651505224753,14.13248683522039,2565.5979604367935
2021-10-20,561.1358215599745,677.2889428412643,479.40666411926463,584.6695619328649,85.72001810853368,185.60436590510724,12.965170175441054,14.13248683522039,2600.923031477671
2021-10-21,604.5067845122844,667.8080827489982,476.1837621756057,613.9628221933051,86.27689625710225,187.78597237596293,12.581764364805444,13.90143800412687,2663.007522632191
2021-10-22,626.0003590727212,696.0531451072078,474.28455210166385,632.3624437174363,87.10044844864731,189.71585502325834,12.248806687148203,14.17099497373598,2731.9366051318193
2021-10-25,628.6870558927758,694.6705196770856,473.824137538284,647.1751354137587,89.73581546159153,192.31700120004783,13.015618308419425,15.249222852172412,2754.674506344135
2021-10-26,601.7721109633004,709.2868456526626,477.04703948194293,617.549752021114,94.07319033706221,194.41469972971677,13.308217479693969,16.01938562248415,2723.4712412879767
2021-10-27,577.5918395828089,697.0407347001521,461.96846253125295,584.3374388006604,91.5319435745803,192.7365409059816,13.237590093524252,15.942369345452974,2634.3869195344137
2021-10-28,579.8467458424976,725.6808328955397,489.59333633404367,594.5004066461192,94.07319033706221,197.09975384769297,13.469651505224753,15.63430423732828,2709.898221645509
2021-10-29,581.0941407946658,765.2831755726096,503.4633250558616,603.5341558420826,94.59085171460482,196.42849031819893,13.338486359480992,15.942369345452974,2773.674995002957
2021-11-01,591.9368815327433,811.5023685224073,503.52087687628404,618.7453952970504,96.4732567238507,210.4411164963874,13.9943120881998,16.09640189951532,2862.710609436439
2021-11-02,576.2484911727817,821.3782644518512,490.57171728122586,621.4023803546867,97.13209847708674,241.57096267667436,13.953953581817105,15.595796098812693,2877.8536640949364
