no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
419,APA,APA Corporation,Energy,Oil & Gas E&P,USA,11637.76,20.23,6.08,,1.69,,30.87,4.06,1.56%,6.30%,1.59,-36.40%,28.38%,14.80%,,-7.40%,,83.80%,379.0,362.22,0.20%,-2.68%,88.90%,0.10%,3.22%,1.22,4.60%,-48.50%,-60.50%,1.2,0.9,,,64.30%,27.50%,8.70%,8.34%,28.62%,22.39%,78.48%,74.88%,19.34%,4.68,1.34,4.83%,4.66%,16.16%,16.53%,43.46%,-3.02%,39.89%,-3.02%,128.72%,68.0,-1.69%,-0.03%,2.4,9578.95,0.84,32.09,-1.72%,8073477,11/3/2021 4:30:00 PM,35.12,8/2/1963,32.09,0.00%,56.0,96,1.52,32.6,29.26,27.88,22.66,14.03,34.4,17.0,7.73,56.333333333333336,True
1633,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,107349.69,24.89,10.62,,2.97,2.53,10.21,18.63,1.82%,51.00%,3.36,-139.20%,33.64%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.83,0.10%,-10.33%,80.40%,0.04%,1.13%,1.94,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,6.54%,18.31%,13.23%,50.67%,74.68%,15.85%,1.59,2.19,2.67%,2.72%,12.18%,13.95%,33.20%,-1.09%,26.58%,-1.09%,110.63%,72.52,-0.38%,-0.55%,1.8,7680.88,0.88,83.62,-0.92%,6775327,2/3/2022 8:30:00 AM,91.8,1/13/1978,83.39,-0.28%,75.0,96,1.57,87.08,77.81,74.39,63.44,39.7,89.11,13.0,5.42,61.333333333333336,True
2176,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,33248.87,28.71,9.46,1.15,3.73,3.73,14.33,12.08,0.89%,26.40%,1.73,3855.60%,55.19%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.70%,90.40%,-1.83%,2.61%,1.56,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,2.63%,23.05%,28.98%,101.72%,160.45%,12.69%,3.03,1.94,3.87%,4.35%,11.58%,16.30%,57.92%,-2.97%,39.63%,-2.97%,227.97%,68.39,-0.38%,-0.14%,1.8,10738.84,1.0,49.64,-0.52%,10690807,11/2/2021 4:30:00 PM,51.64,3/17/1992,49.78,0.28%,75.0,99,2.07,49.7,46.6,44.01,33.11,16.11,51.99,29.0,3.9,67.66666666666667,True
2428,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,58073.7,19.72,10.28,0.27,3.74,2.72,13.53,11.51,2.94%,31.00%,5.17,-122.20%,14.57%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.89%,87.90%,-0.36%,0.87%,1.21,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,6.78%,19.58%,15.24%,41.21%,69.82%,14.83%,1.98,3.06,3.41%,3.26%,11.78%,13.94%,28.73%,-1.45%,26.44%,-1.45%,111.06%,72.38,0.49%,-1.24%,2.0,4202.94,0.83,102.0,-0.75%,3468623,11/4/2021 4:30:00 PM,113.03,10/4/1989,102.4,0.39%,69.0,95,1.44,104.84,95.23,91.68,81.85,50.08,107.99,11.0,7.81,58.333333333333336,True
2647,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,USA,100067.74,35.49,12.57,,0.74,2.73,2.16,9.26,1.60%,0.00%,0.7,363.40%,4.70%,-16.80%,,-3.20%,-23.80%,-4.80%,3995.0,3914.51,0.10%,8.64%,53.90%,-0.18%,1.84%,0.71,1.10%,8.40%,-2.40%,1.2,1.0,2.66,3.95,10.10%,1.00%,2.10%,2.29%,24.79%,61.94%,83.84%,146.02%,20.46%,1.06,1.0,4.50%,3.95%,15.19%,21.98%,61.97%,0.28%,41.12%,0.28%,159.54%,72.68,1.54%,0.69%,2.5,101805.85,1.81,25.02,2.25%,184045131,10/27/2021 4:30:00 PM,20.23,6/1/1972,25.29,1.08%,53.0,98,1.9,22.87,22.61,20.95,15.68,9.97,25.87,20.0,-11.54,57.0,True
2658,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22874.15,64.39,7.28,1.06,4.13,1.96,50.05,7.95,1.61%,82.70%,1.93,269.40%,51.72%,-27.70%,60.66%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.48%,89.00%,0.28%,2.82%,1.85,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,0.35%,19.23%,14.01%,58.35%,100.36%,15.05%,2.47,4.77,3.63%,3.95%,10.94%,12.35%,35.56%,-1.28%,30.58%,-1.28%,121.06%,66.02,-0.09%,-0.31%,1.9,2751.74,0.95,124.08,-0.39%,2611989,11/1/2021 4:30:00 PM,135.03,10/12/2012,123.9,-0.15%,72.0,98,1.74,125.46,116.55,111.48,92.53,56.13,131.75,22.0,7.63,64.0,True
2715,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,62999.14,16.86,12.49,0.58,2.98,4.88,8.21,9.64,0.68%,8.50%,2.63,344.60%,15.60%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.85,0.20%,-8.66%,78.10%,0.16%,2.15%,1.78,8.80%,33.60%,7.00%,2.5,1.8,0.66,0.72,36.80%,36.70%,18.40%,9.56%,16.98%,19.59%,33.75%,38.81%,6.41%,2.07,1.46,3.47%,3.11%,8.54%,12.80%,18.25%,-2.30%,25.79%,-3.68%,79.70%,66.35,-0.67%,-0.99%,2.1,17627.89,1.3,44.33,-1.65%,22840806,10/21/2021 8:30:00 AM,42.56,7/10/1995,44.31,-0.05%,66.0,86,1.16,44.24,42.21,39.89,37.75,24.71,46.2,18.0,-3.8,56.666666666666664,True
2813,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33574.74,13.7,14.76,,6.42,1.69,0.88,,2.42%,30.30%,3.62,-45.10%,-10.17%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,674.83,0.20%,-1.57%,84.10%,0.28%,1.77%,2.77,1.30%,12.50%,12.30%,,,0.56,0.56,,97.20%,49.60%,2.42%,14.89%,14.17%,36.10%,52.24%,13.75%,1.42,1.09,2.07%,2.18%,10.20%,11.95%,20.97%,-0.54%,22.71%,-0.54%,75.36%,76.23,-0.08%,0.77%,1.9,4313.98,1.27,49.54,0.69%,5476871,1/20/2022 8:30:00 AM,49.36,3/17/1980,49.54,0.00%,72.0,91,1.26,48.54,46.34,44.68,41.18,28.25,50.64,17.0,1.69,60.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,27620.65,142.92,19.03,,4.21,4.98,11.42,13.87,1.10%,155.80%,0.63,-641.90%,133.20%,0.90%,,-6.40%,146.60%,51.80%,308.1,277.65,10.17%,-0.06%,86.10%,0.10%,1.92%,2.7,1.00%,3.60%,-18.00%,1.4,1.3,1.46,1.55,72.60%,19.20%,3.00%,6.29%,18.94%,0.74%,18.65%,42.07%,22.40%,1.96,3.08,3.81%,3.62%,15.66%,14.52%,15.16%,-1.54%,32.63%,-2.35%,69.59%,70.15,-1.03%,-0.03%,2.2,1976.57,1.51,90.61,-1.06%,2977546,1/26/2022 8:30:00 AM,107.21,5/24/1962,90.61,0.00%,63.0,89,1.22,91.5,81.96,79.87,79.08,53.43,94.51,11.0,17.17,54.333333333333336,True
4801,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,26350.66,,134.76,,6.93,,5.69,34.33,,,-4.19,67.00%,130.60%,22.50%,,-23.80%,107.80%,1366.60%,216.89,150.41,1.70%,0.00%,75.20%,2.85%,9.86%,6.38,-7.60%,142.30%,-36.60%,1.2,1.2,,,32.90%,-15.70%,-23.60%,-4.58%,5.25%,13.41%,45.00%,55.28%,-4.86%,1.31,4.55,3.93%,4.08%,-1.36%,1.11%,21.70%,-10.86%,15.60%,-10.86%,72.84%,48.53,-1.23%,1.13%,2.2,2323.67,0.73,113.87,-0.11%,1697402,11/4/2021 4:30:00 PM,115.0,12/14/2005,113.87,0.00%,63.0,90,1.23,113.21,117.31,112.89,94.1,65.88,127.75,21.0,1.58,58.0,True
