no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
23,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2560.5,5.21,6.88,0.52,0.67,0.98,,3.47,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.18,0.30%,-45.02%,,1.16%,15.51%,8.25,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,-4.53%,1.50%,7.01%,31.35%,73.89%,-5.41%,1.12,2.79,3.48%,2.86%,-1.54%,0.74%,17.41%,-8.34%,11.83%,-8.34%,77.28%,45.84,-2.38%,-0.44%,2.0,511.02,1.79,89.03,-2.81%,912636,11/3/2021 8:30:00 AM,105.57,7/21/2004,89.03,0.00%,69.0,93,1.41,89.03,90.51,88.52,76.0,50.22,97.13,27.0,18.58,63.0,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2357.07,31.91,19.72,1.6,4.07,4.73,8.69,23.93,,0.00%,2.26,190.80%,36.73%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.69,2.40%,-6.81%,89.40%,0.91%,2.96%,2.32,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,-1.29%,5.01%,52.06%,90.07%,129.48%,-3.21%,1.52,3.56,5.27%,4.99%,5.34%,12.98%,49.77%,-7.00%,45.68%,-7.00%,153.67%,57.63,2.66%,0.16%,1.8,416.25,1.07,72.17,2.82%,447254,11/3/2021 4:30:00 PM,79.33,7/11/2000,72.17,0.00%,75.0,98,1.86,72.17,68.67,64.31,48.37,28.45,77.6,20.0,9.92,64.33333333333333,True
345,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5552.85,25.68,19.23,1.33,1.71,5.4,40.53,25.46,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-20.16%,96.70%,-0.06%,2.03%,1.84,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,-3.14%,5.05%,-1.88%,20.91%,65.25%,-3.56%,0.27,4.42,3.98%,3.89%,0.36%,4.89%,17.02%,-8.64%,25.28%,-8.64%,70.65%,51.65,0.29%,-0.83%,1.7,516.21,0.52,117.97,-0.54%,267367,11/4/2021 4:30:00 PM,133.33,11/13/2001,117.97,0.00%,78.0,91,1.34,117.97,117.78,112.89,101.04,69.13,129.12,16.0,13.02,61.666666666666664,True
367,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,990.44,23.71,17.59,,4.02,1.58,4.63,24.22,0.17%,0.00%,1.47,-103.50%,19.91%,-16.20%,,4.60%,900.60%,-0.80%,37.13,18.1,1.00%,-10.59%,40.80%,6.68%,1.55%,2.76,0.70%,7.00%,21.20%,,,0.15,0.15,,,22.70%,2.48%,13.68%,34.86%,62.79%,115.38%,0.55%,1.42,1.45,3.87%,4.56%,3.75%,12.47%,41.07%,-5.39%,35.12%,-5.39%,154.89%,61.51,1.14%,1.00%,2.2,101.82,1.16,34.74,2.15%,118438,1/20/2022 8:30:00 AM,34.0,8/29/2018,34.74,0.00%,63.0,97,1.74,34.74,33.67,31.05,24.71,13.63,36.72,14.0,-2.13,58.0,True
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,40597.02,53.89,38.3,2.95,14.64,10.55,11.99,44.4,,0.00%,2.46,-24.90%,24.78%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.33%,65.90%,0.95%,1.74%,1.73,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,-7.32%,5.04%,45.74%,40.38%,79.30%,-7.71%,1.19,4.3,2.94%,3.27%,-3.30%,2.80%,35.17%,-10.70%,34.13%,-10.70%,102.49%,46.87,0.68%,-1.04%,2.3,2262.13,0.65,132.67,-0.36%,1461748,11/1/2021 4:30:00 PM,135.51,6/6/2014,130.99,-1.27%,59.0,94,1.45,132.67,137.56,129.7,98.46,65.52,148.57,16.0,2.14,56.333333333333336,True
438,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,934.72,,,,2.0,0.9,17.12,8.58,3.84%,,-3.06,-154.30%,34.00%,-48.80%,7.00%,35.70%,-15.10%,-12.30%,52.45,51.51,0.40%,-0.13%,53.00%,5.49%,1.97%,2.02,-3.80%,-11.90%,-2.10%,,,2.24,2.24,73.50%,22.60%,-33.40%,4.00%,32.73%,48.29%,78.35%,144.76%,0.83%,1.23,0.7,4.58%,4.39%,13.28%,25.57%,54.60%,-5.50%,49.76%,-5.50%,158.66%,71.48,-2.67%,0.43%,2.3,501.15,1.24,18.21,-2.25%,620443,11/8/2021 4:30:00 PM,14.75,4/1/2011,18.36,0.82%,59.0,98,1.98,18.21,16.28,14.62,11.82,7.04,19.27,16.0,-19.0,57.666666666666664,True
570,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,5056.06,9.05,12.91,0.35,1.73,5.88,8.77,9.95,,0.00%,12.22,293.10%,-13.35%,67.10%,25.85%,14.00%,283.90%,93.50%,45.96,45.86,0.90%,-14.58%,96.00%,-1.12%,2.29%,2.61,30.50%,90.50%,38.10%,2.7,2.2,0.88,0.0,38.40%,27.70%,19.70%,0.97%,-1.78%,21.83%,58.79%,139.32%,-0.48%,2.41,4.24,3.99%,3.60%,1.71%,4.08%,27.35%,-6.61%,22.59%,-6.61%,156.22%,53.54,1.82%,0.19%,2.2,402.03,0.87,110.66,2.02%,348795,11/18/2021 8:30:00 AM,126.25,6/10/2016,110.66,0.00%,63.0,98,1.94,110.66,108.77,106.66,87.12,43.19,118.49,15.0,14.09,58.666666666666664,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,42322.29,19.97,17.66,1.43,2.79,,44.04,14.64,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-68.47%,95.00%,-0.02%,2.12%,2.75,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-1.06%,1.92%,22.50%,31.83%,65.52%,-1.62%,0.88,50.52,2.50%,2.39%,1.67%,7.33%,25.87%,-2.25%,16.69%,-2.25%,85.52%,58.31,0.76%,0.63%,2.2,158.5,0.85,2062.49,1.40%,135508,12/7/2021 8:30:00 AM,2177.35,4/2/1991,2062.49,0.00%,63.0,91,1.34,2062.49,2032.39,1926.39,1642.07,1111.71,2110.0,17.0,5.57,57.0,True
822,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1274.57,37.24,,4.9,5.33,4.99,107.11,27.95,4.05%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-27.72%,46.50%,-0.09%,1.13%,4.07,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,3.27%,3.02%,16.81%,18.94%,67.62%,2.34%,1.08,1.3,2.16%,2.30%,4.08%,6.14%,17.89%,-2.12%,19.96%,-2.12%,83.00%,61.95,1.12%,-0.33%,2.3,36.18,0.5,54.26,0.78%,17941,11/4/2021 4:30:00 PM,54.33,8/19/1993,54.26,0.00%,59.0,92,1.36,54.26,52.22,51.29,46.1,29.65,55.44,13.0,0.13,54.666666666666664,True
888,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9376.66,21.61,19.33,4.16,0.58,15.48,110.7,18.32,,0.00%,3.0,124.70%,4.97%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.60%,-19.53%,98.50%,-3.58%,5.17%,5.68,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,-2.66%,-4.73%,18.53%,33.57%,66.92%,-3.17%,0.43,2.13,3.04%,3.16%,-1.29%,0.61%,20.56%,-12.47%,15.13%,-12.47%,74.56%,48.41,1.36%,0.53%,2.2,1233.58,0.92,64.85,1.90%,1134942,11/18/2021 8:30:00 AM,78.21,6/28/2018,65.51,1.02%,63.0,92,1.35,64.85,65.64,64.56,53.9,37.15,74.09,18.0,20.6,57.666666666666664,True
926,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,15485.16,11.18,12.66,0.59,0.87,3.05,68.91,18.9,,0.00%,7.38,40.30%,-28.09%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.56,0.90%,-2.76%,,-1.03%,3.73%,2.91,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,-1.89%,8.50%,50.61%,92.80%,94.53%,-3.79%,2.28,2.86,3.52%,3.12%,2.30%,13.48%,51.24%,-4.65%,45.59%,-4.65%,120.13%,58.69,-0.12%,0.19%,1.5,2418.3,1.64,82.46,0.07%,3975035,11/4/2021 8:30:00 AM,94.5,6/22/2005,83.02,0.68%,84.0,95,1.58,82.46,80.91,73.14,54.72,37.46,86.48,17.0,14.6,65.33333333333333,True
1137,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,USA,715.04,13.11,12.25,1.31,1.14,3.16,3.3,7.11,,0.00%,2.62,-273.40%,-0.53%,-19.10%,10.00%,-6.70%,170.60%,55.00%,21.71,13.95,7.10%,9.27%,44.90%,1.29%,2.20%,3.34,4.30%,25.70%,-10.10%,,,2.64,2.64,75.10%,6.60%,8.70%,-0.89%,8.65%,35.37%,108.55%,161.87%,-1.97%,1.85,1.38,3.26%,4.15%,1.11%,9.71%,47.56%,-4.68%,40.45%,-4.68%,179.08%,55.5,1.21%,0.00%,2.0,91.75,0.51,34.41,1.21%,47228,11/3/2021 4:30:00 PM,51.5,11/19/1997,34.41,0.00%,69.0,98,2.12,34.41,34.1,31.55,23.39,12.33,36.1,21.0,49.67,62.666666666666664,True
1157,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,USA,815.75,3.56,7.46,0.14,0.2,3.02,4078.77,8.13,,0.00%,24.69,552.90%,-55.56%,53.30%,25.00%,10.10%,-17.10%,11.40%,9.72,9.31,0.10%,-85.95%,83.70%,2.68%,3.16%,1.8,20.40%,139.10%,19.60%,3.1,1.5,1.74,1.76,17.00%,8.60%,5.80%,-4.18%,9.38%,74.99%,94.27%,151.03%,-8.30%,1.79,4.48,6.33%,4.94%,2.32%,17.11%,57.48%,-9.13%,91.47%,-9.13%,169.40%,56.07,2.10%,-0.83%,2.3,163.17,0.77,87.81,1.26%,126071,11/2/2021 4:30:00 PM,105.25,12/14/2004,86.0,-2.06%,59.0,98,2.03,87.81,86.15,75.75,56.02,32.93,96.63,15.0,19.86,57.333333333333336,True
1241,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,35377.97,24.62,18.75,2.24,1.36,4.45,12.78,17.93,,0.00%,4.29,-41.00%,6.52%,6.40%,11.00%,17.00%,134.80%,20.40%,335.37,332.43,0.50%,-39.53%,98.40%,-0.30%,1.41%,3.45,7.90%,19.50%,6.80%,1.4,1.4,0.24,0.42,22.00%,5.40%,5.60%,-2.58%,3.32%,7.17%,23.16%,71.89%,-2.58%,1.42,2.73,2.28%,2.28%,0.26%,2.09%,13.22%,-4.77%,11.71%,-4.77%,76.54%,51.47,-1.50%,0.56%,2.1,1355.04,0.88,105.71,-0.95%,1196844,10/28/2021 8:30:00 AM,128.17,6/10/2004,105.71,0.00%,66.0,93,1.39,105.71,105.58,103.57,93.53,60.43,111.0,21.0,21.25,60.0,True
