Company,Recommendations
LEGN,1.5
EVBG,1.6
PGNY,1.6
ONEM,1.6
NICE,1.6
AXSM,1.7
AMRS,1.7
NVRO,1.7
AVIR,1.7
UPWK,1.7
WIX,1.7
TUYA,1.7
ETSY,1.8
ASAN,1.8
CRCT,1.8
DOCN,1.9
BILL,1.9
NVDA,1.9
FVRR,1.9
TARO,2.0
NVAX,2.0
FIVN,2.0
APPS,2.0
PTON,2.0
LPSN,2.0
SRNE,2.0
KYMR,2.1
CHWY,2.1
ARWR,2.1
TDOC,2.2
VIR,2.2
ACI,2.2
PINS,2.2
FOXF,2.3
POSH,2.3
W,2.3
OMI,2.3
TRUP,2.4
QDEL,2.5
BNTX,2.5
FROG,2.5
MRNA,2.5
DASH,2.5
BODY,2.5
FLGT,2.5
SPCE,2.6
AN,2.6
AMWL,2.7
SFIX,2.7
KR,2.8
BCH,2.9
FLOW,2.9
CAJ,3.0
IRBT,3.0
GRUB,3.0
SPWR,3.1
UNPSF,6.0
VERV,6.0
AAGH,6.0
SHCR,6.0
PRVA,6.0
NRSCF,6.0
MNDY,6.0
ZTCOY,6.0
KNBE,6.0
DV,6.0
DOCS,6.0
CHGCY,6.0
STEM,6.0
ZY,6.0
