Company,Recommendations
BCS,1.0
TEF,1.0
VVR,1.0
BBVA,1.0
LFC,1.0
QFIN,1.4
BLDR,1.5
FBP,1.5
JEF,1.5
ASX,1.5
LKQ,1.6
ORCC,1.6
SBSW,1.6
JBL,1.7
ASO,1.7
SLM,1.7
TDS,1.7
ET,1.8
GM,1.8
NAVI,1.8
FLEX,1.8
ACGL,1.9
DHI,1.9
COF,1.9
FHN,1.9
BERY,1.9
CI,1.9
BGFV,2.0
AMKR,2.0
BMRN,2.0
VALE,2.0
PFSI,2.0
ORAN,2.0
PKI,2.1
TPX,2.1
C,2.1
FL,2.1
WES,2.1
DGX,2.1
KGC,2.1
TGNA,2.1
BJ,2.1
KSS,2.2
LEN,2.2
ACI,2.2
AGI,2.2
ADS,2.2
BAC,2.2
PHM,2.2
NYCB,2.2
LPX,2.2
DFS,2.2
TD,2.2
GS,2.2
THO,2.2
WFC,2.2
TPH,2.2
CB,2.2
TMHC,2.3
DKS,2.3
ENB,2.3
CE,2.3
FAF,2.3
SSRM,2.3
KNX,2.3
CIG,2.3
KBH,2.3
VIRT,2.4
SC,2.4
IRWD,2.4
BXMT,2.4
FE,2.4
OZK,2.5
WERN,2.5
VSH,2.5
BRMK,2.5
GGB,2.5
NUE,2.5
AN,2.6
HPQ,2.6
FSLR,2.6
GFI,2.6
HTH,2.7
KEY,2.7
VIAC,2.7
UMC,2.7
ZION,2.7
PFG,2.7
IVZ,2.8
AU,2.8
SHLX,2.9
GNW,3.0
HSBC,3.0
FSM,3.0
SPWR,3.1
TCS,3.3
HUT,6.0
MUFG,6.0
SMFG,6.0
FOX,6.0
