Company,Recommendations
VVR,1.0
PRGS,1.2
GSL,1.3
GTN,1.4
DNMR,1.5
EVRI,1.5
VIVO,1.5
LRN,1.6
LX,1.6
BTRS,1.6
PRPL,1.7
RCUS,1.7
APR,1.7
DEA,1.9
SI,1.9
NEX,1.9
MAXR,2.0
PLYA,2.0
IMAX,2.0
PRVB,2.0
QUOT,2.0
RAAS,2.0
KOS,2.0
ERF,2.0
PING,2.0
ACRE,2.0
APPH,2.0
BGFV,2.0
TTMI,2.0
TGH,2.0
BHR,2.0
BNED,2.0
VLDR,2.2
SAND,2.2
IO,2.2
BSIG,2.2
LPI,2.3
FNKO,2.4
CHMA,2.4
DHT,2.4
REAL,2.4
FGEN,2.5
SCHN,2.5
CBD,2.5
BRMK,2.5
SEAC,2.5
SFL,2.5
GOL,2.6
BRY,2.6
FCF,2.6
NS,2.6
TSE,2.6
LC,2.7
DK,2.7
YELL,2.7
AFIN,2.7
LLNW,2.7
INSG,2.8
DBI,2.8
FRTA,2.8
BEST,2.8
CCO,2.9
SSYS,2.9
PEI,3.0
ELP,3.0
LCI,3.0
FSM,3.0
GNW,3.0
CENX,3.0
PBPB,3.0
CTK,3.0
BTU,3.0
BCC,3.0
MFGP,3.0
HYLN,3.0
WPG,3.0
LTRPA,3.0
CAI,3.0
BGS,3.1
OMP,3.2
HT,3.2
FOE,3.2
TCS,3.3
DHC,3.3
SKT,3.6
YPF,3.6
ORPH,4.0
INVA,4.0
GCI,4.3
SFTW,6.0
DMYI,6.0
GILT,6.0
GSAH,6.0
CAP,6.0
HUT,6.0
NE,6.0
NCZ,6.0
NCV,6.0
SCR,6.0
KNDI,6.0
