no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
17,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,14575.58,24.2,18.27,1.45,1.33,4.7,24.11,22.14,1.67%,25.10%,9.88,4.40%,10.47%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.10%,-4.84%,,-1.70%,4.89%,4.86,5.50%,19.10%,11.80%,1.2,0.3,0.32,0.0,45.10%,8.00%,5.90%,2.18%,-1.15%,15.14%,23.02%,49.61%,51.83%,1.26,5.84,2.09%,2.52%,3.39%,4.84%,15.75%,-1.60%,16.38%,-1.60%,67.07%,59.0,-0.24%,0.25%,2.2,625.76,1.3,239.16,0.01%,811461,11/15/2021 4:30:00 PM,254.06,11/29/2001,241.09,0.81%,63.0,84,1.19,239.16,231.72,227.06,205.93,143.15,243.05,16.0,6.23,54.333333333333336,True
23,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2535.64,5.15,6.79,0.51,0.67,0.97,,3.44,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.16,0.40%,-26.65%,,1.17%,13.77%,6.74,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,0.72%,0.16%,12.04%,24.45%,56.33%,61.09%,1.11,2.68,2.60%,2.89%,0.27%,4.62%,21.15%,-6.25%,16.13%,-6.25%,77.34%,56.27,0.46%,0.90%,2.0,554.73,0.96,89.06,1.37%,531444,11/3/2021 8:30:00 AM,105.57,7/21/2004,89.06,0.00%,69.0,88,1.27,89.06,88.99,85.07,73.22,50.22,95.0,26.0,18.54,61.0,True
78,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2235.39,29.73,18.72,1.49,3.86,4.41,8.25,22.69,,0.00%,2.26,190.80%,34.27%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.68,2.50%,-6.45%,89.40%,0.83%,2.23%,2.02,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,-2.41%,8.80%,36.02%,63.47%,133.43%,130.94%,1.49,3.26,5.75%,5.15%,-3.52%,6.82%,34.60%,-11.24%,37.22%,-11.24%,120.98%,48.42,-8.78%,0.97%,1.8,360.49,1.28,61.94,-7.90%,462234,11/3/2021 4:30:00 PM,78.33,7/11/2000,61.94,0.00%,75.0,96,1.69,61.94,63.89,57.17,45.74,28.03,69.79,20.0,26.46,63.666666666666664,True
79,ACM,AECOM,Industrials,Engineering & Construction,USA,10619.35,37.94,19.34,2.07,0.8,3.96,8.64,18.68,,0.00%,1.97,83.70%,15.42%,26.20%,18.29%,-5.20%,-87.10%,-6.00%,143.81,140.52,0.20%,-17.33%,88.50%,-0.90%,1.70%,2.56,1.40%,6.20%,11.00%,1.1,1.1,0.8,0.82,6.00%,4.70%,1.30%,0.78%,2.81%,13.32%,22.02%,56.02%,50.06%,1.48,1.89,2.06%,2.53%,2.44%,6.90%,13.38%,-2.31%,19.85%,-2.31%,59.17%,59.13,-1.11%,0.43%,1.6,929.03,1.2,74.19,-0.68%,1112754,11/15/2021 8:30:00 AM,84.44,5/10/2007,74.18,-0.01%,81.0,86,1.23,74.19,72.36,69.02,65.28,46.61,76.05,19.0,13.82,62.0,True
81,ACN,Accenture plc,Technology,Information Technology Services,Ireland,241284.12,40.99,33.4,3.82,4.77,12.17,29.52,39.16,0.94%,37.80%,9.15,16.00%,10.93%,7.30%,10.72%,7.70%,10.30%,23.80%,633.52,633.22,0.10%,-9.46%,73.90%,0.08%,0.56%,1.66,14.40%,31.50%,29.90%,1.3,1.3,0.0,0.0,32.40%,15.10%,11.70%,0.21%,1.86%,9.66%,31.79%,51.91%,43.68%,1.13,7.41,1.73%,1.99%,9.08%,11.91%,27.13%,5.10%,24.99%,5.10%,65.72%,70.46,-3.03%,10.07%,2.1,2143.87,2.91,400.6,6.74%,6245934,12/16/2021 8:30:00 AM,383.96,7/19/2001,400.7,0.02%,66.0,85,1.21,400.6,368.13,356.43,314.07,241.73,413.65,30.0,-4.15,60.333333333333336,True
118,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,36310.74,14.08,13.74,1.41,0.45,1.67,33.53,11.43,2.27%,31.70%,4.62,24.80%,-2.71%,1.00%,10.00%,-1.00%,130.80%,34.50%,564.0,556.85,0.10%,-12.91%,81.20%,1.20%,0.97%,2.14,5.10%,12.40%,3.90%,1.6,1.0,0.37,0.41,7.10%,3.10%,3.30%,1.48%,-2.79%,3.30%,5.09%,31.29%,29.10%,0.88,1.28,1.68%,1.89%,2.75%,2.61%,6.80%,-1.21%,8.67%,-4.52%,35.90%,59.76,1.25%,0.41%,1.8,2515.44,0.98,66.17,1.67%,2458627,10/26/2021 8:30:00 AM,69.93,12/24/1924,65.98,-0.29%,75.0,76,1.07,66.17,64.64,64.39,61.89,48.69,69.3,18.0,5.68,56.333333333333336,True
131,ADTN,"ADTRAN, Inc.",Technology,Communication Equipment,USA,1051.13,689.03,32.61,299.58,1.95,2.86,13.46,,1.69%,997.50%,0.03,104.40%,151.92%,-33.00%,2.30%,-3.30%,-289.50%,3.80%,48.61,48.2,1.30%,0.39%,92.20%,-0.87%,3.14%,4.4,0.30%,0.50%,-0.30%,2.6,1.7,0.0,0.0,40.40%,-2.00%,0.30%,2.15%,-0.28%,9.88%,2.20%,45.80%,44.62%,1.31,0.8,3.67%,3.76%,-1.32%,3.96%,4.52%,-8.36%,18.82%,-16.36%,44.12%,50.52,-3.67%,0.66%,1.9,343.84,0.94,20.71,-3.04%,322651,11/1/2021 4:30:00 PM,26.67,8/10/1994,20.71,0.00%,72.0,78,1.1,20.71,21.05,19.83,19.77,14.37,24.76,24.0,28.78,58.0,True
170,AFG,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,11695.42,8.47,14.18,3.23,1.59,2.25,4.13,81.79,1.61%,7.30%,16.4,-16.70%,-6.04%,15.80%,2.62%,4.30%,158.50%,10.60%,84.8,66.68,0.20%,-33.84%,65.30%,-2.23%,1.01%,2.1,4.50%,38.40%,9.20%,,,0.37,0.37,,25.40%,31.70%,0.61%,-0.37%,13.97%,26.40%,98.68%,95.31%,0.96,3.11,1.54%,2.28%,0.57%,3.77%,20.04%,-4.42%,12.93%,-4.42%,116.37%,55.66,-0.93%,1.09%,2.3,321.75,0.7,139.16,0.15%,224539,11/2/2021 4:30:00 PM,160.33,11/14/1978,139.16,0.00%,59.0,88,1.27,139.16,138.58,137.89,128.92,79.21,146.63,20.0,15.21,55.666666666666664,True
334,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,176340.59,45.36,43.99,1.28,11.87,24.91,48.87,59.49,,0.00%,3.23,604.70%,26.38%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-18.34%,70.50%,1.04%,5.96%,1.35,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,0.87%,0.01%,37.92%,73.25%,50.84%,59.74%,1.91,8.09,5.95%,5.18%,-6.41%,3.35%,37.14%,-15.70%,38.16%,-15.70%,91.23%,47.27,-5.69%,0.34%,2.3,53201.61,1.18,138.64,-5.37%,63003869,10/26/2021 4:30:00 PM,141.5,10/15/1979,138.55,-0.06%,59.0,81,1.14,138.64,149.21,132.64,100.54,72.5,164.46,18.0,2.06,52.666666666666664,True
345,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5385.48,24.9,18.65,1.29,1.66,5.24,39.31,24.69,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-15.29%,96.60%,-0.08%,2.06%,1.93,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,0.95%,2.71%,2.15%,20.09%,65.38%,67.60%,0.26,4.94,3.84%,3.77%,0.04%,4.68%,16.44%,-8.74%,21.84%,-8.74%,70.51%,54.31,-0.62%,0.04%,1.7,500.32,0.63,113.73,-0.58%,315408,11/4/2021 4:30:00 PM,133.33,11/13/2001,113.73,0.00%,78.0,90,1.33,113.73,113.86,108.97,97.31,66.7,124.62,16.0,17.23,61.333333333333336,True
348,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,33319.37,16.09,12.1,0.64,2.59,6.08,4.27,264.44,1.52%,22.90%,18.54,-12.30%,10.68%,7.60%,25.18%,-0.40%,859.90%,-3.60%,116.4,111.63,0.30%,-19.05%,85.10%,-1.98%,1.33%,2.78,1.30%,39.30%,6.00%,,,0.88,4.19,42.30%,22.20%,17.40%,-0.78%,-3.07%,9.95%,21.75%,56.33%,53.47%,1.61,7.21,2.02%,2.45%,1.20%,1.25%,13.77%,-3.82%,12.43%,-3.82%,64.21%,53.67,-0.69%,1.37%,1.9,534.24,1.12,300.23,0.67%,598449,10/26/2021 4:30:00 PM,338.22,9/15/2005,300.23,0.00%,72.0,88,1.26,300.23,298.32,295.63,263.22,182.83,312.15,27.0,12.65,62.333333333333336,True
