"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",47076.64,38.96,31.76,2.78,7.45,9.42,32.97,45.97,0.55%,24.40%,3.95,-31.60%,14.09%,12.00%,14.00%,5.70%,35.30%,25.80%,303.00,302.58,0.30%,-8.93%,90.30%,0.01%,,,9.20%,19.00%,8.90%,2.10,1.60,0.55,0.58,53.90%,18.10%,14.60%,1.92%,-1.67%,-13.95%,9.76%,34.44%,29.80%,1.00,4.44,3.05%,2.78%,-0.01%,0.24%,6.20%,-5.66%,6.84%,-12.95%,38.98%,51.41,1.00%,0.62%,,1502.35,0.99,156.31,1.63%,1486415,11/22/2021 4:30:00 PM,,11/18/1999,156.31,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",8932.21,10.93,6.91,,0.80,2.26,6.15,198.49,0.85%,0.00%,4.29,85.00%,7.62%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.14,0.10%,-49.13%,77.50%,-1.62%,5.30%,1.18,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,0.88%,-1.92%,2.65%,23.59%,100.68%,103.64%,2.41,2.54,5.15%,4.92%,1.66%,-0.00%,20.69%,-15.65%,12.25%,-15.65%,180.69%,52.70,3.19%,0.26%,1.80,8303.08,0.67,48.56,3.45%,5560339,10/14/2021 4:30:00 PM,59.19,10/18/2016,48.56,0.00%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74%,-1.77%,-0.22%,-5.69%,-4.42%,-6.34%,,0.18,0.72%,0.79%,-1.74%,-0.48%,-0.42%,-4.50%,3.59%,-8.74%,6.29%,44.36,0.11%,-0.11%,,235.82,0.56,17.74,0.00%,132689,,,8/15/2018,17.73,-0.06%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1222.48,59.70,,,,1.31,1358.31,,,,0.16,,,,,,,,125.00,100.00,,,67.60%,11.78%,0.20%,0.60,,,,1.70,1.70,0.00,0.00,,,,0.00%,-0.31%,0.82%,0.10%,,-0.81%,,0.03,0.26%,0.37%,-0.04%,0.12%,0.25%,-0.51%,1.03%,-1.90%,3.26%,52.10,0.20%,0.00%,,342.32,0.10,9.81,0.20%,33106,,,3/25/2021,9.79,-0.20%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",54.59,,,,1.83,1.59,4.63,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,4.59%,0.10%,0.63,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-6.71%,-35.17%,-43.54%,-53.78%,28.57%,28.57%,1.77,0.13,16.85%,7.49%,-22.28%,-33.64%,-52.39%,-51.03%,14.73%,-92.81%,25.66%,27.94,-5.33%,-1.96%,1.50,47.42,1.68,1.42,-7.19%,79841,11/10/2021 4:30:00 PM,32.50,1/29/2008,,
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,1954.00,,,,,,,,,,,,,,,25.41%,,,,,2.73,,,,,,,,,,,-0.15%,,,,,0.21%,,0.09,0.42%,,0.10%,0.10%,0.10%,-1.26%,4.55%,-1.26%,4.55%,,0.00%,-0.05%,,111.17,0.00,9.77,-0.05%,2,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,2002.00,,,,,,,,,,,,,,,,,41.98%,,,0.02,,,,,,,,,,,0.25%,0.60%,,,,2.14%,,0.07,1.18%,0.54%,0.29%,0.73%,0.90%,-4.94%,2.14%,-4.94%,2.56%,55.86,0.00%,0.00%,,129.99,0.04,10.01,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,103.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56%,,,,,3.54%,,0.03,3.73%,,-2.13%,-2.13%,-2.13%,-16.63%,1.55%,-16.63%,1.55%,,-3.29%,-0.10%,,85.90,0.19,0.50,-3.38%,16400,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",457.01,,,,4570.14,1.33,2.83,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,9.51,,0.10%,0.00%,54.40%,336.66%,,0.57,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-1.91%,-23.51%,-23.82%,-32.76%,-18.29%,43.40%,1.46,2.05,9.45%,10.55%,-3.39%,-14.33%,-15.67%,-32.46%,17.07%,-55.92%,53.37%,43.81,3.05%,1.04%,1.70,125.01,0.79,21.95,4.13%,99086,,50.00,8/8/2017,,
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00%,-3.02%,-7.66%,-4.04%,11.54%,3.87%,,0.88,1.21%,0.87%,0.37%,-0.75%,-2.09%,-3.79%,4.77%,-7.95%,10.96%,51.42,-1.16%,2.13%,,2.83,1.38,63.84,0.95%,3898,,,7/21/2010,,
