Company,Recommendations
AMRC,1.5
LDOS,1.6
YY,1.6
TREE,1.6
BILI,1.6
PFGC,1.7
KC,1.7
NTES,1.7
SKLZ,1.7
RIOT,1.7
PSFE,1.7
GDS,1.8
ZBH,1.8
OPEN,1.9
TDUP,1.9
OCFT,1.9
TGTX,1.9
API,1.9
TWOU,1.9
FIS,1.9
CRSR,1.9
TTWO,2.0
XPEL,2.0
FTCH,2.0
DNB,2.0
LIVN,2.0
BEKE,2.0
CACI,2.0
TCOM,2.1
LDI,2.1
IPGP,2.1
BHC,2.2
OMI,2.3
BMBL,2.3
HUYA,2.3
FSR,2.3
MMYT,2.3
UWMC,2.4
HEP,2.5
SPOT,2.5
ESRT,2.5
WWD,2.5
SAM,2.5
FROG,2.5
NKLA,2.6
CDLX,2.6
QS,2.6
DISCA,2.7
VIAC,2.7
SHAK,2.7
HLNE,2.9
CLX,2.9
LGIH,3.1
HLI,3.3
AMC,3.6
YOU,6.0
AETUF,6.0
SHCR,6.0
VIACA,6.0
BCCLF,6.0
VERV,6.0
UBSFY,6.0
ATAI,6.0
AMADY,6.0
TCEHY,6.0
ARVL,6.0
TCTZF,6.0
TDHOY,6.0
BCAUY,6.0
TGOPY,6.0
TMVWY,6.0
DDL,6.0
BJCHF,6.0
BGRY,6.0
DOCS,6.0
DRKTF,6.0
ECNCF,6.0
EDR,6.0
EVGO,6.0
FFIE,6.0
CLPXF,6.0
CHUC,6.0
IAS,6.0
BMWYY,6.0
MKTW,6.0
PTRA,6.0
MLSPF,6.0
MPNGF,6.0
MPNGY,6.0
MTTR,6.0
MVST,6.0
NOKPF,6.0
NPSNY,6.0
BHG,6.0
OSCR,6.0
PROSF,6.0
PROSY,6.0
PRVA,6.0
MNDY,6.0
ACH,6.0
