Company,Recommendations
BBVA,1.0
VVR,1.0
TEF,1.0
KT,1.0
BCS,1.0
QFIN,1.4
ASX,1.5
JEF,1.5
FBP,1.5
BLDR,1.5
LKQ,1.6
SBSW,1.6
ORCC,1.6
LH,1.7
JBL,1.7
ASO,1.7
SLM,1.7
TDS,1.7
FLEX,1.8
GM,1.8
NOMD,1.8
NAVI,1.8
ET,1.8
WGO,1.8
FHN,1.9
DHI,1.9
ACGL,1.9
COF,1.9
CI,1.9
BERY,1.9
VALE,2.0
AMKR,2.0
PFSI,2.0
BGFV,2.0
MATX,2.0
BMRN,2.0
DGX,2.1
WES,2.1
TPX,2.1
TGNA,2.1
KGC,2.1
C,2.1
BJ,2.1
CRI,2.1
FL,2.1
GS,2.2
WFC,2.2
ACI,2.2
TX,2.2
TPH,2.2
ADS,2.2
BAC,2.2
NYCB,2.2
DFS,2.2
LPX,2.2
LEN,2.2
PHM,2.2
KSS,2.2
CB,2.2
KNX,2.3
FAF,2.3
TMHC,2.3
CE,2.3
KBH,2.3
DKS,2.3
CIG,2.3
VIRT,2.4
IRWD,2.4
BXMT,2.4
SC,2.4
FE,2.4
BRMK,2.5
OZK,2.5
WERN,2.5
SCHN,2.5
NUE,2.5
GGB,2.5
VSH,2.5
AN,2.6
HPQ,2.6
FSLR,2.6
GFI,2.6
VIAC,2.7
UMC,2.7
ZION,2.7
PFG,2.7
KEY,2.7
IVZ,2.8
AU,2.8
SHLX,2.9
ELP,3.0
SPWH,3.0
GNW,3.0
HSBC,3.0
SPWR,3.1
CBRL,3.2
TCS,3.3
HUT,6.0
MUFG,6.0
SMFG,6.0
