Company,Recommendations
HDB,1.3
SBSW,1.6
ALEC,1.6
AHCO,1.7
RNG,1.7
NTRA,1.8
FANG,1.8
MA,1.8
PDCE,1.8
OCFT,1.9
FUN,1.9
YALA,2.0
VLRS,2.0
CSTM,2.0
SBS,2.0
SIX,2.1
PCG,2.1
WES,2.1
MTDR,2.1
WELL,2.2
ANGI,2.2
TAL,2.2
BLMN,2.2
TECK,2.2
EAT,2.2
TROX,2.2
HUYA,2.3
KIM,2.3
VCTR,2.3
SPR,2.3
SEAS,2.4
SPG,2.4
YSG,2.4
STT,2.4
NCLH,2.4
CCL,2.5
DCP,2.5
XP,2.5
UAL,2.5
VEON,2.6
WRI,2.6
CAKE,2.6
OKE,2.7
JKS,2.8
SIG,2.8
EPR,2.9
GOTU,3.0
TRQ,3.0
HXL,3.1
ENLC,3.1
MAC,3.4
YOU,6.0
PAY,6.0
WTBDY,6.0
VAL,6.0
PILBF,6.0
RYCEY,6.0
RLLCF,6.0
SPGYF,6.0
RNECY,6.0
RYCEF,6.0
PPERF,6.0
AETUF,6.0
LRENY,6.0
NLLSF,6.0
EGRNF,6.0
EADSY,6.0
DIDI,6.0
CUK,6.0
CITAF,6.0
CIG-C,6.0
ESYJY,6.0
CIAFF,6.0
BUR,6.0
BTGOF,6.0
BHG,6.0
BAFYY,6.0
ARGGY,6.0
AGTI,6.0
CAHPF,6.0
FNMAH,6.0
FNMAS,6.0
FQVLF,6.0
NGCRF,6.0
NEGG,6.0
LYSDY,6.0
LYSCF,6.0
LLDTF,6.0
LFST,6.0
LEV,6.0
ITVPY,6.0
IMPUY,6.0
ICAGY,6.0
HTZZ,6.0
GNZUF,6.0
GMVHY,6.0
GLBE,6.0
GBXPY,6.0
NOKPF,6.0
ZIP,6.0
