Company,Recommendations
AZN,1.5
BTG,1.5
NRZ,1.6
MSFT,1.6
SKLZ,1.7
EPD,1.7
DVN,1.7
BABA,1.7
GM,1.8
FB,1.8
COP,1.8
BBD,1.8
ET,1.8
UBER,1.8
NVDA,1.9
DIS,1.9
WISH,1.9
MU,1.9
GOLD,1.9
CMCSA,2.0
NIO,2.0
AAPL,2.0
MS,2.0
FCX,2.0
VALE,2.0
LUV,2.0
TME,2.0
SLB,2.1
SNAP,2.1
KGC,2.1
KO,2.1
GE,2.1
PCG,2.1
DKNG,2.1
C,2.1
DAL,2.1
CX,2.1
CSX,2.1
SIRI,2.1
TAL,2.2
WFC,2.2
NLY,2.2
BAC,2.2
JPM,2.3
PLUG,2.3
MRO,2.3
BP,2.3
CVX,2.3
CLF,2.3
CSCO,2.3
ITUB,2.3
AMD,2.3
NCLH,2.4
HAL,2.4
PBR,2.4
AA,2.4
MRNA,2.5
F,2.5
CVE,2.5
UAL,2.5
BA,2.5
CCL,2.5
PFE,2.6
SPCE,2.6
XOM,2.6
HPE,2.6
AUY,2.6
HPQ,2.6
JBLU,2.6
OXY,2.7
TLRY,2.7
VZ,2.7
VIAC,2.7
KEY,2.7
TWTR,2.7
NOK,2.7
ORCL,2.8
TSLA,2.8
SABR,2.8
KR,2.8
INTC,2.8
T,2.8
WORK,2.9
TEVA,2.9
SWN,2.9
X,2.9
GSAT,3.0
KMI,3.0
ABEV,3.1
PLTR,3.2
CLOV,3.3
FCEL,3.3
AAL,3.4
M,3.4
RIG,3.5
AMC,3.6
BB,4.1
SOFI,6.0
RYCEY,6.0
RLLCF,6.0
