rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,77.16666666666667,NOTV,"Inotiv, Inc.",25.0,1.0,100,6.52,45.53,64.5,41.66,$4.85,$50.33,34.53,32.16,24.79,106.5,True
3,76.5,HCCI,"Heritage-Crystal Clean, Inc",46.0,1.4,87,1.56,33.33,37.6,12.81,$14.72,$35.09,30.63,29.47,28.27,96.5,True
4,76.33333333333333,SKIN,The Beauty Health Company,50.0,1.7,90,1.72,25.91,30.0,15.79,$9.71,$29.19,26.35,25.78,16.81,89.0,True
5,76.16666666666667,VRTV,Veritiv Corporation,23.0,1.0,99,4.87,100.08,106.0,5.92,$14.00,$107.17,98.24,91.96,58.24,106.5,True
6,74.66666666666667,SGH,"SMART Global Holdings, Inc.",51.0,1.7,84,1.46,50.68,72.0,42.07,$24.63,$58.39,48.15,47.6,46.97,89.0,True
8,74.33333333333333,BPOP,"Popular, Inc.",51.0,1.7,83,1.44,80.63,97.25,20.61,$38.05,$85.59,80.8,77.35,73.32,89.0,True
9,74.33333333333333,UEC,Uranium Energy Corp.,31.0,1.5,98,3.3,3.76,4.03,7.18,$0.82,$4.29,3.41,3.05,2.68,94.0,True
10,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.44,10.3,11.5,11.65,$2.10,$12.01,10.69,9.94,8.3,81.5,True
11,73.66666666666667,GDEN,"Golden Entertainment, Inc.",35.0,1.7,97,2.93,52.18,63.0,20.74,$12.30,$54.86,50.22,48.33,37.84,89.0,True
12,71.83333333333333,PDCE,"PDC Energy, Inc.",31.0,1.8,98,3.28,51.5,63.88,24.04,$10.61,$54.31,49.47,45.3,39.25,86.5,True
16,71.5,FANG,"Diamondback Energy, Inc.",30.0,1.8,98,3.14,107.58,122.26,13.65,$23.63,$114.73,107.23,90.12,80.83,86.5,True
17,71.16666666666667,AJX,Great Ajax Corp.,55.0,2.0,77,1.31,14.22,17.4,22.36,$7.57,$14.57,14.06,13.8,12.49,81.5,True
18,71.0,AGO,Assured Guaranty Ltd.,36.0,1.7,88,1.61,54.56,58.0,6.3,$24.02,$55.93,51.51,49.4,45.97,89.0,True
21,70.33333333333333,DAR,Darling Ingredients Inc.,43.0,1.7,79,1.34,79.3,97.69,23.19,$41.73,$81.40,74.84,74.25,70.95,89.0,True
22,70.16666666666667,RWT,"Redwood Trust, Inc.",49.0,1.6,70,1.18,13.54,15.25,12.63,$7.99,$14.10,13.58,12.94,11.35,91.5,True
23,69.83333333333333,CARE,"Carter Bankshares, Inc.",42.0,2.0,86,1.53,14.67,16.17,10.22,$6.73,$16.28,14.66,13.8,13.05,81.5,True
24,69.66666666666667,CLH,"Clean Harbors, Inc.",40.0,1.9,85,1.5,111.63,118.5,6.15,$52.22,$115.85,109.22,104.69,93.35,84.0,True
25,69.66666666666667,AKR,Acadia Realty Trust,45.0,2.3,90,1.7,21.94,24.29,10.71,$9.10,$23.00,22.01,21.26,20.34,74.0,True
26,69.5,DVN,Devon Energy Corporation,24.0,1.8,98,3.51,39.61,44.26,11.74,$7.73,$41.98,39.47,33.55,26.63,86.5,True
27,69.33333333333333,TH,Target Hospitality Corp.,11.0,1.3,98,3.59,4.14,5.5,32.85,$0.82,$4.70,3.85,3.82,3.09,99.0,True
29,69.16666666666667,KE,"Kimball Electronics, Inc.",10.0,1.0,91,1.76,28.54,33.0,15.63,$11.60,$29.99,28.06,26.06,23.43,106.5,True
30,69.16666666666667,TBK,"Triumph Bancorp, Inc.",44.0,2.4,92,1.84,112.62,121.29,7.7,$40.12,$118.50,108.57,93.63,82.05,71.5,True
31,69.0,NOG,"Northern Oil and Gas, Inc.",19.0,1.7,99,4.47,23.21,29.62,27.62,$3.35,$27.87,24.62,20.24,16.38,89.0,True
33,69.0,ASIX,AdvanSix Inc.,18.0,1.5,95,2.22,44.22,50.0,13.07,$14.10,$46.85,44.11,39.66,31.69,94.0,True
34,68.83333333333333,CNXC,Concentrix Corporation,13.0,1.0,87,1.59,176.86,208.67,17.99,$80.00,$187.22,181.44,174.26,151.99,106.5,True
36,68.66666666666667,EVRI,Everi Holdings Inc.,17.0,1.5,95,2.18,25.0,31.38,25.52,$8.15,$26.61,24.65,23.4,19.48,94.0,True
37,68.66666666666667,ESTE,"Earthstone Energy, Inc.",30.0,2.1,97,2.81,9.89,16.61,67.95,$2.41,$13.15,10.49,9.2,8.66,79.0,True
38,68.66666666666667,LPLA,LPL Financial Holdings Inc.,29.0,1.7,88,1.61,172.08,193.89,12.67,$75.25,$176.96,168.22,155.99,142.83,89.0,True
39,68.5,AVID,"Avid Technology, Inc.",38.0,2.4,96,2.45,28.52,42.5,49.02,$8.21,$40.48,29.34,27.73,27.12,71.5,True
40,68.5,LOVE,The Lovesac Company,18.0,1.4,91,1.82,73.41,101.43,38.17,$22.89,$95.51,72.27,66.16,65.7,96.5,True
42,68.33333333333333,ARCB,ArcBest Corporation,27.0,1.9,94,2.08,86.97,100.89,16.01,$29.02,$93.96,86.47,76.77,67.84,84.0,True
43,68.33333333333333,EVC,Entravision Communications Corporation,13.0,1.5,98,3.13,7.76,10.5,35.31,$1.71,$8.40,7.56,7.27,5.25,94.0,True
45,67.83333333333333,OLN,Olin Corporation,21.0,1.8,96,2.43,55.14,65.06,17.99,$16.03,$59.20,51.22,49.32,42.3,86.5,True
46,67.83333333333333,TRTX,"TPG RE Finance Trust, Inc.",50.0,2.0,72,1.21,13.01,14.42,10.84,$7.57,$14.55,12.85,12.63,12.33,81.5,True
47,67.83333333333333,PGNY,"Progyny, Inc.",16.0,1.4,91,1.76,60.4,71.67,18.66,$23.56,$66.61,58.82,57.28,53.68,96.5,True
51,67.5,LNG,"Cheniere Energy, Inc.",23.0,1.6,88,1.6,105.86,113.68,7.39,$45.51,$113.40,103.98,95.23,82.16,91.5,True
54,67.16666666666667,KFY,Korn Ferry,15.0,1.4,90,1.75,74.27,97.75,31.61,$29.95,$77.93,75.01,73.06,65.73,96.5,True
55,67.0,PXD,Pioneer Natural Resources Company,28.0,1.9,89,1.69,188.63,218.06,15.6,$76.99,$196.64,187.23,166.15,154.66,84.0,True
56,67.0,HRI,Herc Holdings Inc.,20.0,1.9,97,2.85,170.58,211.5,23.99,$41.70,$192.55,175.88,150.66,112.92,84.0,True
58,66.83333333333333,RMNI,"Rimini Street, Inc.",29.0,2.2,95,2.18,10.0,11.62,16.2,$3.09,$11.04,10.1,9.74,8.21,76.5,True
59,66.66666666666667,CBNK,"Capital Bancorp, Inc.",19.0,1.7,92,1.87,25.5,27.0,5.88,$9.75,$26.74,24.6,23.69,20.72,89.0,True
60,66.66666666666667,CZR,"Caesars Entertainment, Inc.",25.0,1.9,91,1.76,110.76,132.5,19.63,$43.07,$119.81,114.12,107.51,96.8,84.0,True
61,66.66666666666667,SI,Silvergate Capital Corporation,17.0,1.9,99,4.68,147.18,160.5,9.05,$21.11,$187.86,150.16,125.59,118.14,84.0,True
62,66.5,GTN,"Gray Television, Inc.",23.0,1.4,80,1.37,23.24,29.14,25.39,$11.96,$24.43,23.34,22.6,21.16,96.5,True
63,66.5,DOMO,"Domo, Inc.",21.0,1.8,92,1.87,87.68,106.25,21.18,$31.01,$98.35,86.99,85.46,73.98,86.5,True
64,66.33333333333333,CASH,"Meta Financial Group, Inc.",18.0,1.7,92,1.84,59.09,63.75,7.89,$23.02,$62.97,58.71,53.55,48.85,89.0,True
65,66.16666666666667,BBCP,"Concrete Pumping Holdings, Inc.",11.0,1.4,91,1.83,8.69,10.75,23.71,$3.14,$9.41,8.59,8.45,7.71,96.5,True
66,66.16666666666667,MEC,"Mayville Engineering Company, Inc.",10.0,1.0,82,1.42,17.74,24.0,35.29,$8.62,$22.16,18.67,17.28,16.85,106.5,True
68,66.16666666666667,AMTX,"Aemetis, Inc.",13.0,1.8,99,3.79,17.9,30.83,72.23,$1.96,$27.44,19.09,15.09,13.62,86.5,True
