rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
1,70.66666666666667,RWT,"Redwood Trust, Inc.",47.0,1.7,76,1.35,13.16,14.04,6.69,$6.52,$12.71,11.84,11.68,9.84,89.0,True
2,69.83333333333333,AVID,"Avid Technology, Inc.",39.0,2.4,99,3.36,29.09,42.5,46.1,$7.23,$40.48,37.76,35.9,22.02,71.5,True
3,69.33333333333333,GNRC,Generac Holdings Inc.,18.0,1.5,96,2.27,404.95,497.0,22.73,$135.88,$457.00,435.2,385.88,299.8,94.0,True
4,68.66666666666667,EPRT,"Essential Properties Realty Trust, Inc.",41.0,1.9,81,1.46,28.39,32.36,13.98,$15.28,$30.24,28.27,27.34,22.96,84.0,True
7,67.83333333333333,IIPR,"Innovative Industrial Properties, Inc.",36.0,2.0,86,1.58,234.18,257.0,9.74,$99.33,$222.08,206.4,193.41,177.51,81.5,True
8,66.83333333333333,KFY,Korn Ferry,13.0,1.4,91,1.78,74.85,97.75,30.59,$27.33,$74.83,67.67,67.37,55.08,96.5,True
9,66.66666666666667,NET,"Cloudflare, Inc.",20.0,1.9,96,2.32,114.98,125.13,8.83,$32.69,$122.71,109.82,98.55,79.75,84.0,True
10,66.66666666666667,RDNT,"RadNet, Inc.",13.0,1.3,88,1.63,29.1,43.67,50.07,$13.49,$36.64,34.09,31.95,22.88,99.0,True
11,66.0,COF,Capital One Financial Corporation,22.0,1.9,92,1.84,166.54,183.18,9.99,$62.26,$168.00,159.48,159.42,123.16,84.0,True
12,65.5,NSA,National Storage Affiliates Trust,43.0,2.2,77,1.37,52.84,58.3,10.33,$29.74,$55.22,53.07,50.07,40.52,76.5,True
14,65.5,CROX,"Crocs, Inc.",17.0,2.0,98,2.68,141.13,157.7,11.74,$35.17,$136.76,120.48,112.14,82.69,81.5,True
15,65.5,AXON,"Axon Enterprise, Inc.",22.0,1.8,88,1.63,178.77,213.0,19.15,$78.28,$212.37,179.2,161.63,144.73,86.5,True
16,65.5,SSTK,"Shutterstock, Inc.",21.0,1.6,84,1.52,116.29,126.0,8.35,$45.70,$108.96,101.88,96.48,82.23,91.5,True
17,65.33333333333333,SKY,Skyline Champion Corporation,41.0,2.5,86,1.58,60.81,70.17,15.39,$23.69,$57.07,53.32,51.33,40.71,69.0,True
18,65.16666666666667,NAVI,Navient Corporation,16.0,1.8,93,1.91,19.12,21.35,11.66,$7.42,$20.80,19.87,19.13,13.65,86.5,True
19,65.0,TPX,"Tempur Sealy International, Inc.",29.0,2.1,87,1.61,46.53,53.33,14.61,$18.80,$43.38,39.87,38.78,32.77,79.0,True
20,64.83333333333333,VVI,Viad Corp,17.0,2.0,96,2.33,47.75,58.0,21.47,$13.94,$52.00,47.31,47.23,38.57,81.5,True
21,64.83333333333333,ENPH,"Enphase Energy, Inc.",22.0,2.2,96,2.28,155.36,197.73,27.27,$57.60,$229.04,178.08,162.25,155.33,76.5,True
22,64.83333333333333,CUTR,"Cutera, Inc.",10.0,1.8,98,2.69,46.72,64.25,37.52,$13.33,$51.90,48.77,45.85,31.53,86.5,True
23,64.83333333333333,ROKU,"Roku, Inc.",17.0,2.0,96,2.29,314.46,470.67,49.68,$143.21,$490.76,433.57,392.31,349.81,81.5,True
24,64.66666666666667,CRNC,Cerence Inc.,16.0,1.9,94,2.0,91.28,138.64,51.88,$37.93,$139.00,111.2,107.54,97.48,84.0,True
26,64.66666666666667,TGT,Target Corporation,24.0,1.9,86,1.57,228.42,279.74,22.47,$121.82,$262.38,252.87,240.13,197.47,84.0,True
27,64.33333333333333,BOOT,"Boot Barn Holdings, Inc.",15.0,2.1,99,3.13,90.64,100.0,10.33,$18.41,$86.70,81.8,78.93,59.95,79.0,True
28,64.0,COOP,Mr. Cooper Group Inc.,20.0,2.1,93,1.94,41.57,44.29,6.54,$13.76,$38.14,34.14,33.89,30.82,79.0,True
29,64.0,MIDD,The Middleby Corporation,21.0,1.9,87,1.6,173.84,214.0,23.1,$82.04,$190.25,181.46,173.08,151.46,84.0,True
30,63.666666666666664,AEO,"American Eagle Outfitters, Inc.",16.0,2.1,96,2.46,26.14,39.69,51.84,$9.85,$38.99,35.39,34.87,26.83,79.0,True
31,63.666666666666664,RH,RH,21.0,2.1,91,1.76,646.45,764.79,18.31,$281.03,$733.05,682.97,663.63,540.11,79.0,True
32,63.666666666666664,OMI,"Owens & Minor, Inc.",23.0,2.3,94,2.07,31.66,46.17,45.83,$12.54,$49.16,44.67,43.24,33.48,74.0,True
33,63.5,DFS,Discover Financial Services,22.0,2.2,92,1.83,127.19,135.94,6.88,$48.36,$127.65,122.06,120.38,97.47,76.5,True
35,63.5,JYNT,The Joint Corp.,15.0,2.2,99,4.26,95.92,124.6,29.9,$13.65,$89.69,83.76,77.22,45.94,76.5,True
37,63.333333333333336,MODV,ModivCare Inc.,14.0,1.5,82,1.47,187.05,211.88,13.27,$78.82,$184.71,167.14,162.14,147.18,94.0,True
38,62.833333333333336,THC,Tenet Healthcare Corporation,18.0,2.2,94,2.0,68.82,84.53,22.83,$21.34,$73.65,69.18,67.78,51.11,76.5,True
39,62.666666666666664,DKS,"DICK'S Sporting Goods, Inc.",24.0,2.3,90,1.7,121.72,152.33,25.15,$44.38,$106.57,100.45,97.28,75.57,74.0,True
40,62.5,ALGN,"Align Technology, Inc.",19.0,2.0,87,1.6,662.06,745.36,12.58,$279.83,$660.35,624.75,608.99,548.46,81.5,True
41,62.333333333333336,GPI,"Group 1 Automotive, Inc.",24.0,1.9,79,1.4,188.31,251.4,33.5,$80.66,$181.95,164.95,160.18,147.13,84.0,True
42,62.333333333333336,DECK,Deckers Outdoor Corporation,16.0,1.5,77,1.37,365.47,486.5,33.12,$192.58,$414.55,391.44,360.37,318.93,94.0,True
43,62.0,CLF,Cleveland-Cliffs Inc.,13.0,2.3,99,3.21,19.66,29.59,50.51,$5.16,$25.53,21.8,21.13,16.3,74.0,True
44,61.666666666666664,YETI,"YETI Holdings, Inc.",16.0,1.9,85,1.54,85.98,114.47,33.14,$43.09,$98.79,92.9,90.88,75.35,84.0,True
47,61.166666666666664,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,83,1.5,416.69,448.0,7.51,$195.48,$407.64,386.01,362.47,295.34,86.5,True
48,61.166666666666664,JCI,Johnson Controls International plc,27.0,2.2,80,1.41,69.02,81.25,17.72,$36.56,$71.50,69.88,67.64,56.23,76.5,True
49,60.833333333333336,ENSG,"The Ensign Group, Inc.",15.0,1.6,76,1.36,75.62,96.8,28.01,$44.47,$98.66,87.01,85.31,80.84,91.5,True
50,60.666666666666664,AMN,"AMN Healthcare Services, Inc.",19.0,1.7,74,1.31,114.94,121.56,5.76,$49.87,$100.04,97.58,95.02,78.2,89.0,True
51,60.5,TTGT,"TechTarget, Inc.",21.0,2.2,84,1.52,83.12,99.13,19.26,$35.45,$101.12,73.96,72.2,68.37,76.5,True
53,60.166666666666664,LKQ,LKQ Corporation,13.0,1.6,76,1.35,51.25,62.11,21.19,$26.73,$52.99,50.32,49.82,41.84,91.5,True
54,60.0,ABG,"Asbury Automotive Group, Inc.",21.0,2.1,80,1.41,197.77,230.86,16.73,$91.52,$216.88,187.76,183.17,166.03,79.0,True
55,60.0,TRMB,Trimble Inc.,18.0,1.9,78,1.39,84.14,95.25,13.2,$44.35,$85.98,82.4,80.2,71.66,84.0,True
56,59.666666666666664,GMS,GMS Inc.,16.0,2.1,84,1.51,44.74,61.0,36.34,$21.41,$50.62,46.76,45.48,37.41,79.0,True
57,59.666666666666664,JBL,Jabil Inc.,17.0,1.7,73,1.29,59.4,74.0,24.58,$30.42,$58.95,56.85,56.78,47.52,89.0,True
58,59.666666666666664,AGYS,"Agilysys, Inc.",17.0,2.5,93,1.95,55.2,62.0,12.32,$19.25,$64.09,56.3,54.8,46.72,69.0,True
59,59.5,INTU,Intuit Inc.,19.0,1.8,73,1.29,543.97,596.52,9.66,$295.05,$532.33,509.86,480.63,403.12,86.5,True
60,59.5,TRUP,"Trupanion, Inc.",17.0,2.4,90,1.71,79.69,125.2,57.11,$48.84,$126.53,112.86,102.97,96.72,71.5,True
61,59.333333333333336,AFG,"American Financial Group, Inc.",18.0,2.5,91,1.78,127.47,145.0,13.75,$58.86,$141.25,123.2,121.26,95.85,69.0,True
62,59.166666666666664,ZBRA,Zebra Technologies Corporation,13.0,2.0,83,1.49,510.98,580.0,13.51,$246.83,$553.66,536.63,518.31,443.46,81.5,True
63,59.166666666666664,CARR,Carrier Global Corporation,15.0,2.0,81,1.46,52.46,59.82,14.03,$25.60,$53.44,49.82,47.46,41.03,81.5,True
64,59.0,DGII,Digi International Inc.,17.0,1.7,71,1.27,21.32,26.75,25.47,$11.62,$25.61,19.84,19.56,19.06,89.0,True
65,58.666666666666664,DXC,DXC Technology Company,18.0,2.5,89,1.68,34.73,44.92,29.34,$15.64,$41.75,39.4,39.07,29.62,69.0,True
