no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
23,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2634.42,5.37,7.07,0.54,0.69,1.01,,3.57,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.18,0.30%,-45.02%,,1.16%,15.51%,8.29,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,-2.30%,5.11%,8.88%,39.46%,72.31%,-2.68%,1.12,2.73,3.11%,2.82%,1.52%,3.87%,21.08%,-5.69%,15.06%,-5.69%,82.40%,53.35,-4.34%,-0.02%,2.0,508.2,1.67,91.6,-4.36%,849125,11/3/2021 8:30:00 AM,105.57,7/21/2004,91.59,-0.01%,69.0,92,1.37,91.6,90.42,88.38,75.83,50.22,97.13,27.0,15.25,62.666666666666664,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2292.41,31.03,19.18,1.55,3.96,4.6,8.46,23.27,,0.00%,2.26,190.80%,36.73%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.69,2.40%,-6.81%,89.40%,0.91%,2.96%,2.35,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,-4.32%,10.62%,52.99%,90.53%,134.59%,-5.86%,1.52,3.45,4.75%,4.99%,2.56%,10.60%,46.18%,-9.55%,43.30%,-9.55%,146.71%,54.36,-6.29%,-0.11%,1.8,411.49,1.11,70.19,-6.39%,456626,11/3/2021 4:30:00 PM,79.33,7/11/2000,70.05,-0.20%,75.0,98,1.87,70.19,68.51,63.88,48.19,28.45,77.6,20.0,13.02,64.33333333333333,True
345,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5582.97,25.82,19.33,1.33,1.72,5.43,40.75,25.6,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-20.16%,96.70%,-0.06%,2.03%,1.84,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,-2.78%,6.63%,0.35%,22.91%,65.80%,-3.04%,0.27,4.43,3.58%,3.77%,1.17%,5.87%,17.92%,-8.14%,25.96%,-8.14%,73.00%,53.17,-1.17%,-0.52%,1.7,515.3,0.71,118.61,-1.68%,365360,11/4/2021 4:30:00 PM,133.33,11/13/2001,118.6,-0.01%,78.0,91,1.32,118.61,117.55,112.47,100.81,69.13,129.12,16.0,12.41,61.666666666666664,True
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,40743.9,54.08,38.44,2.96,14.7,10.59,12.03,44.56,,0.00%,2.46,-24.90%,24.78%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.33%,65.90%,0.95%,1.74%,1.74,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,-8.62%,9.45%,50.66%,43.88%,86.31%,-7.37%,1.19,4.39,2.94%,3.28%,-2.71%,3.76%,36.09%,-10.38%,38.05%,-10.38%,103.22%,47.5,-3.77%,-0.22%,2.3,2248.62,0.99,133.15,-3.97%,2225265,11/1/2021 4:30:00 PM,135.51,6/6/2014,136.47,2.49%,59.0,94,1.49,133.15,137.2,129.06,98.15,65.52,148.57,16.0,1.77,56.333333333333336,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,41738.3,19.7,17.41,1.41,2.76,,43.43,14.44,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-68.47%,95.00%,-0.02%,2.12%,2.76,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-3.33%,8.19%,22.25%,32.30%,65.41%,-2.97%,0.88,50.68,2.45%,2.66%,0.29%,6.08%,24.41%,-3.60%,15.08%,-3.60%,82.96%,55.04,-1.97%,-0.25%,2.2,158.08,1.24,2034.03,-2.22%,196754,12/7/2021 8:30:00 AM,2177.35,4/2/1991,2034.03,0.00%,63.0,91,1.32,2034.03,2028.71,1921.66,1638.53,1111.71,2110.0,17.0,7.05,57.0,True
822,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1264.7,36.95,,4.86,5.29,4.95,106.28,27.73,4.09%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-27.72%,46.50%,-0.09%,1.13%,4.1,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,1.66%,3.14%,17.68%,21.67%,62.36%,1.55%,1.08,1.35,2.08%,2.26%,3.39%,5.64%,17.16%,-2.88%,19.04%,-2.88%,81.59%,60.11,-2.02%,0.51%,2.3,35.94,1.23,53.84,-1.52%,44114,11/4/2021 4:30:00 PM,54.33,8/19/1993,53.83,-0.01%,59.0,90,1.29,53.84,52.13,51.12,46.03,29.65,55.44,13.0,0.91,54.0,True
926,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,15473.9,11.17,12.65,0.59,0.87,3.05,68.86,18.89,,0.00%,7.38,40.30%,-28.09%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.56,0.90%,-2.76%,,-1.03%,3.73%,2.95,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,-3.12%,12.29%,55.06%,97.37%,101.27%,-3.86%,2.28,2.84,3.35%,3.29%,2.63%,14.10%,51.69%,-4.72%,45.48%,-4.72%,119.97%,58.57,-4.39%,0.89%,1.5,2387.43,1.45,82.4,-3.54%,3457975,11/4/2021 8:30:00 AM,94.5,6/22/2005,82.99,0.72%,84.0,96,1.6,82.4,80.61,72.67,54.52,37.46,86.48,16.0,14.68,65.33333333333333,True
1241,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,35715.98,24.85,18.93,2.26,1.37,4.5,12.9,18.1,,0.00%,4.29,-41.00%,6.52%,6.40%,11.00%,17.00%,134.80%,20.40%,335.37,332.43,0.50%,-39.53%,98.40%,-0.30%,1.41%,3.46,7.90%,19.50%,6.80%,1.4,1.4,0.24,0.42,22.00%,5.40%,5.60%,-1.71%,5.66%,9.92%,26.67%,76.08%,-1.65%,1.42,2.78,2.07%,2.25%,1.43%,3.10%,14.50%,-3.86%,12.78%,-3.86%,81.70%,54.15,-3.14%,-0.11%,2.1,1354.73,0.86,106.72,-3.25%,1165066,10/28/2021 8:30:00 AM,128.17,6/10/2004,106.37,-0.33%,66.0,93,1.4,106.72,105.43,103.55,93.37,59.88,111.0,20.0,20.1,59.666666666666664,True
1273,CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,USA,2584.36,6.16,4.99,0.68,0.65,1.62,5.25,27.52,0.78%,2.40%,12.5,69.30%,10.18%,26.70%,9.06%,33.90%,124.10%,20.60%,33.76,29.85,2.80%,-17.55%,87.20%,-0.93%,7.08%,6.76,14.30%,29.60%,10.80%,,,0.63,0.76,25.40%,15.60%,10.60%,-5.99%,-4.58%,26.05%,25.09%,76.67%,-5.82%,1.95,3.04,3.66%,3.60%,-3.71%,3.28%,11.35%,-10.50%,21.46%,-10.50%,88.71%,47.49,-3.14%,-0.18%,1.7,312.5,1.16,77.03,-3.31%,362543,10/27/2021 4:30:00 PM,100.25,6/18/2014,77.02,-0.01%,78.0,93,1.41,77.03,79.77,74.82,69.27,40.82,86.07,15.0,30.14,62.0,True
1608,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,242223.25,47.32,39.35,4.74,1.19,13.21,17.97,7813.65,0.57%,25.60%,11.62,25.00%,9.01%,16.20%,9.98%,10.50%,13.50%,16.60%,443.38,442.56,0.20%,-2.66%,68.80%,-0.54%,1.02%,2.06,8.80%,30.30%,19.60%,1.0,0.5,0.36,0.4,12.80%,3.40%,2.50%,-3.14%,3.14%,22.38%,35.07%,48.62%,-3.13%,0.64,12.93,1.83%,2.38%,-0.70%,3.30%,24.55%,-3.77%,14.69%,-3.77%,79.13%,50.55,-2.44%,-0.10%,2.2,2188.37,1.3,549.92,-2.54%,2849293,12/9/2021 4:30:00 PM,549.05,11/27/1985,548.65,-0.23%,63.0,86,1.19,549.92,554.2,533.57,442.56,307.0,571.49,21.0,-0.16,56.666666666666664,True
