rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
1,77.16666666666667,NOTV,"Inotiv, Inc.",26.0,1.0,99,4.71,30.56,38.0,24.35,$4.72,$50.33,32.92,29.53,22.64,106.5,True
2,76.0,BPOP,"Popular, Inc.",53.0,1.7,86,1.64,78.59,86.25,9.75,$35.82,$83.72,74.84,74.62,70.43,89.0,True
3,75.83333333333333,OPCH,"Option Care Health, Inc.",57.0,1.6,79,1.45,24.82,27.81,12.05,$12.48,$28.21,25.51,23.84,20.17,91.5,True
4,75.16666666666667,HCCI,"Heritage-Crystal Clean, Inc",43.0,1.4,86,1.63,29.55,34.6,17.09,$13.05,$34.91,28.66,28.65,27.41,96.5,True
5,73.83333333333333,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,97,2.81,10.15,11.5,13.3,$2.10,$11.40,10.35,8.93,7.77,81.5,True
6,73.66666666666667,UEC,Uranium Energy Corp.,32.0,1.5,95,2.36,3.01,3.91,29.9,$0.82,$3.77,3.13,2.59,2.53,94.0,True
7,73.16666666666667,INSP,"Inspire Medical Systems, Inc.",59.0,2.0,79,1.45,239.01,254.4,6.44,$115.00,$264.40,240.33,217.17,205.7,81.5,True
8,73.0,GDEN,"Golden Entertainment, Inc.",34.0,1.7,96,2.67,49.26,61.5,24.85,$12.25,$54.86,48.05,46.56,32.66,89.0,True
11,72.0,GLDD,Great Lakes Dredge & Dock Corporation,60.0,1.7,67,1.23,15.1,17.68,17.09,$9.10,$16.28,15.2,15.0,14.62,89.0,True
12,71.5,RWT,"Redwood Trust, Inc.",48.0,1.6,75,1.38,13.16,14.04,6.69,$7.47,$13.24,12.53,12.2,10.6,91.5,True
13,71.33333333333333,DAR,Darling Ingredients Inc.,42.0,1.7,83,1.54,73.71,96.21,30.53,$36.19,$79.65,73.47,73.04,69.51,89.0,True
14,71.16666666666667,PDCE,"PDC Energy, Inc.",30.0,1.8,97,2.86,43.38,60.06,38.45,$10.61,$51.81,44.43,41.44,36.52,86.5,True
15,71.16666666666667,FANG,"Diamondback Energy, Inc.",31.0,1.8,96,2.56,98.86,112.32,13.62,$23.63,$102.53,83.69,78.99,75.03,86.5,True
16,70.66666666666667,ORMP,Oramed Pharmaceuticals Inc.,18.0,1.5,100,6.23,20.93,23.0,9.89,$2.40,$24.25,20.56,18.37,11.9,94.0,True
23,69.16666666666667,AJX,Great Ajax Corp.,55.0,2.0,71,1.29,13.71,16.9,23.27,$7.57,$14.27,13.56,13.47,11.88,81.5,True
25,69.0,ASIX,AdvanSix Inc.,18.0,1.5,95,2.37,42.13,44.5,5.63,$12.84,$42.70,37.88,36.08,29.54,94.0,True
26,68.66666666666667,EVC,Entravision Communications Corporation,14.0,1.5,98,3.78,7.45,10.5,40.94,$1.50,$8.11,7.19,6.89,4.8,94.0,True
27,68.5,OLN,Olin Corporation,22.0,1.8,97,3.0,49.31,62.25,26.24,$12.14,$52.01,48.35,47.47,39.74,86.5,True
28,68.5,KE,"Kimball Electronics, Inc.",10.0,1.0,89,1.76,26.31,33.0,25.43,$11.14,$29.99,25.54,23.6,22.35,106.5,True
29,68.33333333333333,NOG,"Northern Oil and Gas, Inc.",18.0,1.7,98,3.27,22.37,25.12,12.29,$3.35,$22.81,18.68,17.25,14.94,89.0,True
30,68.33333333333333,EVRI,Everi Holdings Inc.,16.0,1.5,95,2.33,25.94,30.75,18.54,$8.04,$26.31,22.8,22.74,18.47,94.0,True
