no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
23,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2519.48,5.11,6.74,0.51,0.66,0.97,,3.41,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.16,0.40%,-34.31%,,1.17%,13.77%,6.73,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,0.11%,-1.46%,17.53%,28.33%,55.89%,60.07%,1.11,2.77,3.34%,3.02%,-1.74%,2.44%,18.48%,-8.11%,13.83%,-8.11%,73.84%,50.15,-0.65%,-1.34%,2.0,555.98,2.68,87.3,-1.98%,1491328,11/3/2021 8:30:00 AM,105.57,7/21/2004,87.36,0.07%,69.0,88,1.27,87.3,88.72,85.3,73.83,50.22,95.0,27.0,20.93,61.333333333333336,True
78,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2101.1,27.94,17.59,1.4,3.63,4.14,7.75,21.33,,0.00%,2.26,190.80%,34.27%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.68,2.50%,-6.45%,89.40%,0.83%,2.23%,2.0,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,-4.23%,0.30%,31.09%,65.64%,116.62%,117.07%,1.49,3.4,6.31%,5.37%,-1.46%,8.41%,36.97%,-9.42%,36.02%,-9.42%,125.51%,51.13,2.85%,-0.77%,1.8,364.32,2.49,63.21,2.05%,906206,11/3/2021 4:30:00 PM,78.33,7/11/2000,62.56,-1.03%,75.0,96,1.71,63.21,64.16,58.62,46.28,28.03,69.79,20.0,23.92,63.666666666666664,True
334,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,165808.3,42.65,41.37,1.21,11.16,23.43,45.96,55.94,,0.00%,3.23,604.70%,26.38%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-18.39%,70.50%,1.04%,5.96%,1.34,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,-0.58%,-8.98%,35.65%,66.79%,42.24%,50.20%,1.91,7.93,6.30%,5.35%,-6.61%,2.16%,35.85%,-16.24%,32.42%,-16.24%,90.00%,46.57,1.15%,-1.77%,2.3,53595.66,1.03,137.75,-0.64%,55468037,10/26/2021 4:30:00 PM,141.5,10/15/1979,138.15,0.29%,59.0,83,1.19,137.75,146.63,135.47,101.7,72.5,164.46,18.0,2.72,53.333333333333336,True
345,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5386.42,24.9,18.65,1.29,1.66,5.24,39.32,24.7,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-15.29%,96.60%,-0.08%,2.06%,1.94,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,2.86%,-0.54%,4.25%,19.91%,67.29%,67.63%,0.26,4.28,4.38%,3.80%,0.69%,5.40%,16.87%,-8.19%,22.57%,-8.19%,71.53%,55.45,1.52%,-0.91%,1.7,497.72,2.19,114.41,0.60%,1091348,11/4/2021 4:30:00 PM,133.33,11/13/2001,114.41,0.00%,78.0,90,1.34,114.41,113.54,108.44,98.1,66.7,124.62,15.0,16.54,61.0,True
366,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,1005.83,24.32,17.98,,4.09,1.63,4.7,24.59,,0.00%,1.47,-103.50%,19.76%,-16.20%,,4.60%,,-0.80%,37.13,18.07,1.10%,-9.81%,40.70%,6.76%,1.59%,3.14,0.70%,7.00%,21.20%,,,0.15,0.15,,,22.70%,12.54%,18.37%,49.39%,68.78%,121.86%,134.41%,1.38,1.53,6.81%,4.75%,16.48%,24.19%,51.03%,4.24%,44.25%,4.24%,161.42%,73.67,6.96%,-1.36%,2.2,91.34,5.36,35.63,5.51%,489416,,33.17,8/29/2018,35.63,0.00%,63.0,97,1.94,35.63,30.79,28.89,23.68,13.63,36.72,14.0,-6.9,58.0,True
381,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,40847.92,54.85,39.21,3.0,14.74,10.74,12.06,44.67,,0.00%,2.46,-24.90%,24.11%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.31%,65.90%,0.99%,1.71%,1.78,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,3.32%,2.23%,52.59%,46.18%,89.27%,85.88%,1.17,4.68,4.89%,3.41%,5.89%,14.91%,44.30%,-3.91%,51.24%,-3.91%,106.09%,61.42,4.44%,-0.65%,2.3,2169.12,2.61,135.03,3.76%,5662096,11/1/2021 4:30:00 PM,127.28,6/6/2014,134.49,-0.40%,59.0,93,1.51,135.03,127.64,118.39,93.91,65.52,140.53,17.0,-5.74,56.333333333333336,True
438,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,749.43,,,,1.61,0.71,13.73,6.88,4.86%,,-3.06,-154.30%,34.00%,-48.80%,7.00%,35.70%,-15.10%,-12.30%,52.45,51.54,0.40%,-0.13%,53.10%,5.94%,1.61%,2.17,-3.80%,-11.90%,-2.10%,,,2.24,2.24,73.50%,22.60%,-33.40%,2.79%,1.98%,24.48%,37.57%,89.84%,94.46%,1.15,0.5,3.35%,3.23%,3.84%,8.64%,27.08%,-1.17%,20.22%,-1.17%,104.40%,59.0,1.98%,-0.56%,2.3,381.28,3.23,14.39,1.41%,1231067,11/8/2021 4:30:00 PM,14.18,4/1/2011,14.42,0.21%,59.0,94,1.56,14.39,13.86,13.29,11.35,7.04,14.56,15.0,-1.46,56.0,True
448,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,5377.88,106.35,46.34,6.59,3.67,9.26,36.78,52.01,,0.00%,0.42,-56.00%,19.92%,32.00%,16.14%,5.20%,-16.00%,11.00%,121.25,119.12,0.30%,-31.07%,,-0.77%,1.58%,2.27,2.80%,9.60%,3.70%,1.7,1.3,1.26,1.3,31.50%,4.20%,3.50%,-4.13%,-7.28%,16.65%,36.88%,73.11%,64.38%,1.84,1.77,4.11%,3.69%,-4.32%,1.99%,26.32%,-10.19%,19.48%,-10.19%,101.59%,45.8,0.18%,-1.32%,2.2,829.18,1.5,44.35,-1.14%,1240580,11/16/2021 8:30:00 AM,47.8,11/2/2017,44.35,0.00%,63.0,92,1.41,44.35,46.14,43.6,35.21,22.0,49.38,13.0,7.78,56.0,True
456,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2677.45,16.53,11.87,0.71,0.74,2.82,5.71,12.27,0.30%,4.80%,6.41,78.10%,14.72%,10.00%,23.30%,2.00%,115.20%,27.90%,25.63,25.15,0.70%,-7.22%,92.50%,-0.48%,5.35%,3.32,9.40%,19.40%,6.90%,1.5,1.5,0.18,0.25,77.00%,6.20%,4.80%,-1.85%,-6.73%,43.28%,89.43%,148.70%,148.11%,1.53,5.11,5.55%,4.83%,-0.23%,5.17%,37.15%,-9.35%,29.39%,-9.35%,156.81%,52.19,2.61%,-1.14%,1.9,405.04,3.97,105.87,1.44%,1608121,11/2/2021 8:30:00 AM,127.56,5/13/1992,105.87,0.00%,72.0,97,1.96,105.87,105.97,101.01,77.39,42.08,116.79,27.0,20.49,65.33333333333333,True
568,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,4809.83,8.54,12.18,0.33,1.64,5.55,8.35,9.46,,0.00%,12.22,293.10%,-13.35%,67.10%,25.85%,14.00%,283.90%,93.50%,45.96,45.53,0.90%,-14.47%,96.60%,-1.15%,2.25%,2.32,30.50%,90.50%,38.10%,2.7,2.2,0.88,0.0,38.40%,27.70%,19.70%,-5.32%,1.34%,21.70%,48.71%,145.25%,153.90%,2.43,4.78,3.86%,4.54%,-5.01%,2.91%,23.48%,-11.91%,23.01%,-11.91%,163.25%,45.46,-1.30%,-2.00%,2.2,440.76,1.57,104.38,-3.27%,689973,11/18/2021 8:30:00 AM,126.25,6/10/2016,104.38,0.00%,63.0,98,1.98,104.38,109.53,101.7,84.71,39.65,118.49,15.0,20.95,58.666666666666664,True
