no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
18,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,14752.91,23.75,17.93,1.42,1.35,4.61,24.4,22.41,1.70%,25.10%,9.88,4.40%,10.26%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.20%,-2.41%,,,5.60%,5.71,5.50%,19.10%,11.80%,1.2,0.3,0.32,0.0,45.10%,8.00%,5.90%,2.56%,0.96%,17.29%,17.64%,48.54%,48.96%,1.26,5.96,2.23%,2.44%,3.63%,6.30%,17.01%,-1.24%,16.94%,-1.24%,67.68%,61.7,1.96%,0.34%,2.2,609.26,1.14,240.04,2.31%,696018,11/15/2021 4:30:00 PM,254.38,11/29/2001,240.04,0.00%,63.0,82,1.18,240.04,231.72,226.44,205.55,143.15,243.05,17.0,5.97,54.0,True
337,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,174494.88,42.76,41.47,1.21,11.75,23.49,48.36,58.87,,0.00%,3.23,604.70%,26.38%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-18.94%,70.50%,0.96%,6.28%,1.44,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,-8.35%,-7.27%,31.27%,69.84%,53.73%,50.58%,1.93,7.93,5.29%,4.88%,-7.66%,5.60%,38.54%,-15.75%,38.80%,-15.75%,91.10%,45.7,-1.95%,2.32%,2.3,52286.29,0.8,138.55,0.33%,41806203,10/26/2021 4:30:00 PM,141.5,10/15/1979,138.4,-0.11%,59.0,82,1.18,138.55,149.68,131.91,100.27,72.5,164.46,14.0,2.13,51.666666666666664,True
351,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,33909.79,16.04,12.07,0.64,2.63,6.06,4.35,269.13,1.52%,22.90%,18.54,-12.30%,10.68%,7.60%,25.18%,-0.40%,859.90%,-3.60%,116.4,111.63,0.30%,-18.73%,85.10%,-1.95%,2.07%,4.45,1.30%,39.30%,6.00%,,,0.88,4.19,42.30%,22.20%,17.40%,0.53%,-2.57%,11.48%,15.00%,53.88%,53.01%,1.61,7.4,2.13%,2.33%,-0.45%,1.18%,13.46%,-4.59%,13.28%,-4.59%,62.89%,50.74,-0.56%,0.72%,1.9,520.23,1.21,297.81,0.15%,631552,10/26/2021 4:30:00 PM,338.22,9/15/2005,297.81,0.00%,72.0,84,1.21,297.81,298.73,295.0,262.87,182.83,312.14,26.0,13.57,60.666666666666664,True
397,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,103081.09,18.83,14.69,1.41,0.77,2.89,18.78,12.25,1.08%,19.30%,22.28,-2.60%,9.89%,13.90%,13.38%,9.00%,602.40%,14.90%,246.0,241.16,0.20%,0.03%,92.40%,0.40%,0.87%,1.82,5.90%,16.00%,10.10%,,,0.61,0.64,,5.90%,4.10%,4.98%,-2.43%,17.38%,9.32%,31.79%,30.70%,1.05,9.55,2.13%,2.10%,3.12%,4.87%,12.26%,-2.02%,18.61%,-2.02%,50.68%,60.81,2.33%,0.36%,1.9,1155.62,1.06,431.0,2.70%,1221144,10/20/2021 8:30:00 AM,468.78,10/30/2001,431.0,0.00%,72.0,75,1.08,431.0,417.97,412.14,384.56,286.04,439.9,15.0,8.77,54.0,True
632,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,237702.8,43.22,18.77,2.93,8.97,9.85,21.41,33.63,2.47%,99.40%,13.5,-2.10%,11.26%,5.00%,14.74%,28.50%,188.20%,16.40%,411.0,401.74,0.10%,-6.25%,82.30%,0.03%,1.27%,2.9,7.60%,24.00%,7.20%,2.4,2.2,1.65,1.66,60.30%,28.20%,21.80%,5.61%,4.59%,17.12%,23.95%,40.17%,33.25%,0.96,12.61,2.42%,2.15%,11.89%,18.13%,29.34%,6.51%,33.61%,6.51%,58.60%,76.52,1.07%,7.13%,2.0,1762.65,3.19,631.68,8.27%,5620131,12/9/2021 4:30:00 PM,575.87,8/6/2009,633.13,0.23%,69.0,84,1.21,631.68,568.35,537.67,489.19,398.28,644.75,13.0,-8.84,55.333333333333336,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,41341.4,20.44,17.81,1.46,2.83,,35.3,14.27,,0.00%,96.17,32.30%,11.72%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-62.77%,93.50%,0.03%,2.12%,2.53,15.10%,-142.00%,63.10%,0.9,0.2,,,52.80%,20.10%,14.80%,5.22%,5.33%,26.78%,40.96%,72.95%,65.83%,0.85,48.53,3.61%,2.26%,6.28%,10.79%,27.74%,-1.26%,22.56%,-1.26%,80.17%,67.05,1.38%,0.51%,2.2,174.59,0.86,2003.02,1.89%,150518,12/7/2021 8:30:00 AM,1866.71,4/2/1991,2003.03,0.00%,63.0,90,1.35,2003.02,1890.4,1814.06,1572.26,1111.71,2028.66,16.0,-6.81,56.333333333333336,True
1213,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,USA,48001.35,22.44,23.49,1.4,2.39,7.04,17.97,61.94,0.86%,18.70%,2.5,-7.80%,7.97%,,16.06%,,-37.50%,6.80%,867.6,866.02,0.07%,-24.15%,88.20%,1.90%,0.75%,1.61,8.80%,33.70%,13.60%,1.9,1.5,1.39,1.4,29.60%,17.10%,11.10%,0.85%,2.15%,-0.78%,21.45%,47.97%,48.44%,,1.31,2.08%,2.33%,-0.47%,2.60%,12.66%,-4.24%,11.18%,-5.74%,62.26%,51.42,0.82%,-1.66%,2.1,4020.65,0.62,55.51,-0.86%,2509903,10/28/2021 8:30:00 AM,59.35,3/19/2020,55.51,0.00%,66.0,81,1.16,55.51,55.82,54.18,49.37,34.21,58.89,17.0,6.92,54.666666666666664,True
1289,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,51613.81,72.4,50.43,3.98,17.35,18.65,50.91,54.93,,0.00%,2.48,-40.10%,13.37%,21.20%,18.20%,9.50%,9.80%,12.60%,273.19,272.86,0.60%,-19.05%,88.30%,0.23%,0.98%,2.22,17.00%,27.20%,21.20%,1.7,1.6,0.13,0.0,89.60%,25.80%,23.30%,-2.73%,-1.51%,7.64%,38.94%,55.53%,31.66%,1.08,5.92,3.28%,3.10%,1.08%,7.81%,24.35%,-3.13%,26.26%,-3.13%,61.81%,54.95,1.27%,1.23%,2.3,1200.29,1.0,184.14,2.52%,1204088,10/25/2021 4:30:00 PM,175.42,6/10/1987,184.14,-0.00%,59.0,84,1.21,184.14,182.51,171.45,148.3,116.66,190.09,19.0,-4.74,54.0,True
1293,CDW,CDW Corporation,Technology,Information Technology Services,USA,26692.0,27.36,22.85,2.09,1.32,31.92,108.9,29.73,1.03%,22.20%,7.12,9.20%,9.09%,18.30%,13.10%,7.30%,43.30%,11.40%,137.3,133.3,0.20%,-29.87%,94.30%,-1.52%,1.11%,2.0,11.10%,93.00%,18.50%,1.4,1.2,4.82,4.86,17.20%,7.20%,5.00%,0.55%,4.10%,-1.67%,15.43%,47.55%,47.73%,1.09,5.14,1.96%,2.61%,0.58%,3.72%,8.36%,-2.82%,13.14%,-4.39%,55.32%,53.29,-0.83%,0.93%,2.1,740.85,0.84,194.87,0.09%,622860,11/3/2021 8:30:00 AM,206.12,6/27/2013,194.87,0.00%,66.0,81,1.16,194.87,194.08,188.13,180.03,125.46,203.82,16.0,5.77,54.333333333333336,True
1605,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,230165.15,46.53,38.74,3.96,1.17,13.23,18.9,,0.60%,25.60%,11.27,25.00%,10.59%,16.20%,11.74%,10.50%,20.20%,17.40%,443.23,440.94,0.20%,-1.82%,69.10%,-0.51%,0.97%,2.1,8.60%,31.00%,19.60%,1.0,0.5,0.38,0.43,12.90%,3.40%,2.60%,-0.22%,3.07%,12.72%,37.32%,40.09%,39.16%,0.64,11.86,2.29%,2.15%,4.90%,12.30%,32.48%,-0.35%,28.12%,-0.35%,82.03%,65.86,4.45%,2.03%,2.2,2031.27,3.05,558.82,6.58%,6200759,12/9/2021 4:30:00 PM,519.64,11/27/1985,558.53,-0.05%,63.0,81,1.16,558.82,535.05,499.79,422.95,307.0,561.27,17.0,-7.01,53.666666666666664,True
