no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,40743.9,54.08,38.44,2.96,14.7,10.59,12.03,44.56,,0.00%,2.46,-24.90%,24.78%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.33%,65.90%,0.95%,1.74%,1.74,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,-8.62%,9.45%,50.66%,43.88%,86.31%,-7.37%,1.19,4.39,2.94%,3.28%,-2.71%,3.76%,36.09%,-10.38%,38.05%,-10.38%,103.22%,47.5,-3.77%,-0.22%,2.3,2248.62,0.99,133.15,-3.97%,2225265,11/1/2021 4:30:00 PM,135.51,6/6/2014,136.47,2.49%,59.0,94,1.49,133.15,137.2,129.06,98.15,65.52,148.57,16.0,1.77,56.333333333333336,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,41738.3,19.7,17.41,1.41,2.76,,43.43,14.44,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-68.47%,95.00%,-0.02%,2.12%,2.76,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-3.33%,8.19%,22.25%,32.30%,65.41%,-2.97%,0.88,50.68,2.45%,2.66%,0.29%,6.08%,24.41%,-3.60%,15.08%,-3.60%,82.96%,55.04,-1.97%,-0.25%,2.2,158.08,1.24,2034.03,-2.22%,196754,12/7/2021 8:30:00 AM,2177.35,4/2/1991,2034.03,0.00%,63.0,91,1.32,2034.03,2028.71,1921.66,1638.53,1111.71,2110.0,17.0,7.05,57.0,True
1241,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,35715.98,24.85,18.93,2.26,1.37,4.5,12.9,18.1,,0.00%,4.29,-41.00%,6.52%,6.40%,11.00%,17.00%,134.80%,20.40%,335.37,332.43,0.50%,-39.53%,98.40%,-0.30%,1.41%,3.46,7.90%,19.50%,6.80%,1.4,1.4,0.24,0.42,22.00%,5.40%,5.60%,-1.71%,5.66%,9.92%,26.67%,76.08%,-1.65%,1.42,2.78,2.07%,2.25%,1.43%,3.10%,14.50%,-3.86%,12.78%,-3.86%,81.70%,54.15,-3.14%,-0.11%,2.1,1354.73,0.86,106.72,-3.25%,1165066,10/28/2021 8:30:00 AM,128.17,6/10/2004,106.37,-0.33%,66.0,93,1.4,106.72,105.43,103.55,93.37,59.88,111.0,20.0,20.1,59.666666666666664,True
1608,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,242223.25,47.32,39.35,4.74,1.19,13.21,17.97,7813.65,0.57%,25.60%,11.62,25.00%,9.01%,16.20%,9.98%,10.50%,13.50%,16.60%,443.38,442.56,0.20%,-2.66%,68.80%,-0.54%,1.02%,2.06,8.80%,30.30%,19.60%,1.0,0.5,0.36,0.4,12.80%,3.40%,2.50%,-3.14%,3.14%,22.38%,35.07%,48.62%,-3.13%,0.64,12.93,1.83%,2.38%,-0.70%,3.30%,24.55%,-3.77%,14.69%,-3.77%,79.13%,50.55,-2.44%,-0.10%,2.2,2188.37,1.3,549.92,-2.54%,2849293,12/9/2021 4:30:00 PM,549.05,11/27/1985,548.65,-0.23%,63.0,86,1.19,549.92,554.2,533.57,442.56,307.0,571.49,21.0,-0.16,56.666666666666664,True
2135,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,31282.77,26.96,8.88,1.08,3.51,3.5,13.48,11.37,0.94%,26.40%,1.73,3266.70%,55.11%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.69%,92.10%,4.00%,2.62%,1.55,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,5.45%,13.73%,24.55%,75.89%,170.72%,5.81%,3.06,2.02,3.55%,4.37%,9.42%,12.13%,52.30%,-2.84%,31.11%,-2.84%,207.95%,63.28,-3.20%,1.03%,1.8,10778.97,1.27,46.61,-2.20%,13712684,11/2/2021 4:30:00 PM,51.27,3/17/1992,46.58,-0.06%,75.0,98,2.03,46.61,42.82,42.57,31.89,16.11,48.68,27.0,10.0,66.66666666666667,True
2585,EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA,29005.15,40.47,39.11,6.75,19.29,9.74,442.15,80.84,2.30%,77.10%,5.38,14.70%,5.73%,18.90%,6.00%,11.60%,59.40%,20.30%,133.81,131.04,0.60%,-46.65%,96.00%,-2.78%,1.67%,3.47,7.50%,25.00%,7.90%,,,1.87,1.87,74.00%,57.20%,47.50%,-3.41%,6.12%,27.68%,28.45%,100.29%,-3.97%,0.35,5.16,2.52%,2.14%,0.57%,5.85%,25.14%,-4.85%,18.78%,-4.85%,104.34%,55.08,-1.39%,-0.35%,2.1,630.59,1.08,217.74,-1.74%,683644,10/27/2021 4:30:00 PM,220.79,8/12/2004,217.74,0.00%,66.0,96,1.6,217.74,216.97,206.29,174.43,106.56,228.84,15.0,1.4,59.0,True
4323,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA,15182.34,13.49,36.63,2.93,12.55,1.37,31.4,155.4,2.75%,39.20%,1.84,181.30%,-59.40%,2.40%,4.60%,-1.90%,966.00%,41.90%,546.84,421.64,0.10%,-2.39%,93.10%,33.91%,4.74%,5.29,6.50%,12.90%,2.90%,,,0.76,0.76,68.90%,29.90%,71.80%,2.10%,5.81%,14.47%,20.78%,63.11%,0.45%,1.52,0.65,2.35%,2.28%,5.00%,5.47%,14.21%,-2.33%,13.09%,-2.33%,73.45%,61.73,-3.05%,1.23%,2.3,3774.93,0.92,24.76,-1.86%,3457791,11/5/2021 8:30:00 AM,26.14,11/22/1991,24.76,0.00%,59.0,90,1.3,24.76,23.64,23.51,21.71,14.58,25.57,19.0,5.57,56.0,True
4692,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,26395.51,,142.91,,6.94,,5.7,34.39,,,-4.19,62.10%,124.70%,22.50%,,-23.80%,107.80%,677.40%,216.89,150.41,1.70%,0.00%,73.30%,2.38%,9.02%,5.99,-7.60%,142.30%,-36.60%,1.2,1.2,,,32.90%,-15.70%,-23.60%,-1.97%,9.67%,16.27%,43.08%,61.76%,-1.85%,1.31,4.75,3.34%,3.99%,3.53%,6.00%,26.92%,-8.05%,19.26%,-8.05%,78.31%,56.75,-3.66%,1.00%,2.2,2264.36,1.05,117.47,-2.69%,2387577,11/4/2021 4:30:00 PM,115.0,12/14/2005,117.47,0.00%,63.0,90,1.29,117.47,113.91,111.16,92.74,65.88,127.75,21.0,-2.1,58.0,True
5904,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,USA,116284.21,59.65,68.37,,25.31,3.59,198.74,129.55,1.60%,92.80%,2.64,-18.50%,0.61%,4.20%,-6.05%,15.10%,141.50%,9.30%,739.44,735.54,0.52%,-8.30%,96.70%,-0.63%,1.43%,4.52,3.50%,6.10%,2.20%,,,0.53,0.53,73.50%,27.50%,42.80%,-5.98%,0.70%,23.37%,28.06%,67.87%,-6.36%,0.83,3.64,2.56%,2.08%,-2.98%,1.92%,19.94%,-7.23%,11.02%,-7.23%,69.37%,44.89,-1.80%,-0.29%,1.9,2329.7,1.63,157.65,-2.08%,3796959,1/19/2022 8:30:00 AM,166.68,11/21/1997,157.65,0.00%,72.0,92,1.34,157.65,162.42,154.93,131.7,93.08,169.93,17.0,5.73,60.333333333333336,True
6638,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,169612.19,33.97,24.32,1.5,9.2,3.55,4.94,22.31,0.81%,27.30%,2.63,-20.60%,13.16%,15.60%,22.70%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-1.88%,87.60%,17.64%,0.89%,2.63,0.90%,10.50%,0.80%,,,0.41,8.8,97.60%,38.90%,26.90%,5.12%,11.12%,17.96%,31.45%,55.57%,6.20%,1.04,2.24,2.33%,2.20%,7.18%,8.88%,20.41%,-1.70%,16.81%,-1.70%,75.93%,66.94,-0.77%,0.04%,2.1,5407.32,1.76,89.31,-0.72%,9500800,1/18/2022 8:30:00 AM,95.06,9/22/1987,89.3,-0.01%,66.0,88,1.24,89.31,83.73,82.15,74.3,50.77,90.85,21.0,6.44,58.333333333333336,True
