"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",46220.47,39.09,31.87,2.79,7.31,9.46,32.37,45.14,0.51%,24.40%,3.95,-31.60%,14.09%,12.00%,14.00%,5.70%,35.30%,25.80%,303.00,302.58,0.30%,-7.59%,90.30%,0.01%,1.44%,2.88,9.20%,19.00%,8.90%,2.10,1.60,0.55,0.58,53.90%,18.10%,14.60%,-1.28%,-2.20%,-10.95%,5.03%,31.45%,30.23%,1.00,4.23,2.38%,2.74%,-0.62%,-0.91%,4.28%,-6.86%,5.48%,-14.07%,37.20%,48.25,1.01%,0.58%,,1512.16,1.34,154.31,1.60%,2022398,11/22/2021 4:30:00 PM,177.31,11/18/1999,154.31,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",9767.38,11.87,8.12,,0.87,2.46,6.73,217.05,0.78%,0.00%,4.29,85.00%,1.88%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.14,0.10%,-48.95%,77.50%,-1.59%,5.28%,1.17,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,4.96%,0.67%,3.16%,51.79%,129.91%,121.13%,2.41,2.71,6.04%,5.12%,6.88%,5.13%,24.90%,-11.46%,17.82%,-11.46%,194.62%,57.54,2.95%,-1.88%,1.80,8309.71,1.08,50.97,1.01%,8932982,10/14/2021 4:30:00 PM,59.02,10/18/2016,50.95,-0.04%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34%,-4.59%,1.32%,0.28%,-4.22%,-6.65%,,0.16,0.64%,0.78%,-1.04%,-0.99%,-0.79%,-4.82%,1.61%,-9.05%,5.93%,44.26,0.51%,-0.11%,,234.22,0.87,17.68,0.40%,203790,,,8/15/2018,17.66,-0.11%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1221.23,43.66,,,,1.31,1356.92,,,,0.22,,,,,,,,125.00,100.00,,,67.60%,11.78%,0.07%,0.25,,,,1.70,1.70,0.00,0.00,,,,-0.31%,-0.61%,0.31%,0.20%,,-0.91%,,0.03,0.25%,0.32%,-0.23%,-0.23%,-0.06%,-0.81%,0.41%,-2.20%,2.95%,43.73,-0.10%,0.00%,,285.82,0.20,9.78,-0.10%,57096,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",42.08,,,,1.41,1.40,3.57,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,5.25%,0.08%,0.52,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-5.63%,-37.96%,-51.45%,-54.58%,11.67%,12.61%,1.74,0.16,16.09%,10.98%,-18.42%,-34.61%,-53.67%,-53.79%,8.27%,-93.22%,15.52%,30.11,-6.94%,1.41%,1.50,44.64,1.19,1.34,-5.63%,53055,11/10/2021 4:30:00 PM,32.50,1/29/2008,,
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",201.92,,,,,1950.00,,,,,,,,,,,,,20.71,,25.41%,0.00%,,,,0.00,,,,,,,,,,,-0.20%,-0.31%,,,,0.00%,,0.07,0.12%,0.38%,-0.04%,-0.05%,-0.05%,-1.42%,4.39%,-1.42%,4.39%,,0.10%,0.00%,,92.87,0.05,9.75,0.10%,4612,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,2002.00,,,,,,,,,,,,,,,,,87.84%,,,0.02,,,,,,,,,,,-0.20%,1.32%,,,,2.14%,,0.06,0.02%,0.52%,0.23%,0.71%,0.89%,-4.94%,2.14%,-4.94%,2.56%,55.86,0.00%,0.00%,,121.34,0.00,10.01,0.00%,5,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,99.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.43%,-0.01%,,,,-0.01%,,0.03,7.45%,5.89%,-1.48%,-1.41%,-1.41%,-16.68%,11.08%,-16.68%,11.08%,,-1.97%,2.00%,,73.64,0.11,0.50,-0.01%,7910,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",532.45,,,,5324.54,1.62,3.30,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,54.40%,418.41%,1.33%,1.24,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,17.13%,8.16%,-9.31%,-8.34%,50.35%,74.90%,1.45,2.02,7.63%,10.40%,13.36%,2.91%,-0.88%,-20.89%,37.12%,-48.37%,79.65%,60.48,6.95%,0.08%,1.70,132.88,1.95,25.71,7.04%,258557,,50.00,8/8/2017,25.20,-1.98%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.67%,-6.15%,-8.67%,-9.39%,4.93%,1.00%,,0.78,0.68%,0.87%,-2.27%,-4.29%,-5.54%,-7.32%,0.92%,-11.33%,5.16%,38.70,-0.08%,-0.08%,,2.84,0.42,61.50,-0.16%,1182,,,7/21/2010,62.53,1.67%
