date,AZO,COST,DRE,EXR,LOW,TXT,portfolio
2022-01-05,447.0106464515572,885.0071530713271,90.53941269378606,907.5003143519883,152.35859682709105,17.583876604249888,2499.9999999999995
2022-01-06,453.2651782693867,884.8140403633971,89.79537418193267,907.1251625644373,154.17674547281268,17.68985887851323,2506.86635973048
2022-01-07,442.77795111668473,862.8948639775541,87.84044595456567,868.7812665786845,150.16966034343437,18.028542318978356,2430.492730289902
2022-01-10,442.31424807276693,834.9245608067079,87.75291135387937,869.0313253731667,148.13621907798276,17.68294725855066,2399.8422119430543
2022-01-11,439.747369371512,840.1227895027205,87.92798055525196,875.4914531458784,149.2187250927261,17.625348081812707,2410.1336657499014
2022-01-12,451.15320338738053,846.1899271582183,87.82585685445129,882.3683879732788,149.9483705872783,17.712898197650937,2435.1986441582585
2022-01-13,450.16865599300473,831.8346592536294,87.84044595456567,861.1125001006995,149.93641293816003,17.765890213676293,2398.658564453736
2022-01-14,446.8897644199753,809.4809301618444,87.25688754397048,848.6090516099653,145.57048846403148,17.662212398662934,2355.4693345984497
2022-01-18,432.40280677089567,785.4696339559607,86.16271062937192,834.4385020921309,143.05631491147764,17.3281361189104,2298.8581044787475
2022-01-19,427.64046786089625,788.8331445873397,84.84969721305762,826.9364202785248,140.83015040231183,17.235977084572205,2286.325857426703
2022-01-20,424.74394015740455,777.0206091923278,84.30990610280558,814.3079423905494,134.36768196922233,16.874254324969375,2251.624334137279
2022-01-21,426.82294477380617,775.073274790135,84.07648050097546,814.7246858494107,135.0217360770054,16.498708325441395,2252.217830316774
2022-01-24,433.4071255938724,786.805362927876,83.20114008809263,812.7241518977249,139.42005424376828,16.56321912214192,2272.1210538734763
2022-01-25,424.3549500424605,768.1692499161411,83.08442728717758,814.6830305822729,138.01594606571737,16.411158209603165,2244.7187621033722
2022-01-26,413.53367427518725,778.0666691023482,82.36956697555296,804.5969230979132,136.86987040485747,16.530963723791658,2231.9676675796504
2022-01-27,419.2541897324597,776.5377783094033,80.67723695626472,793.3021133124524,135.56776848165097,15.355940869894951,2220.695027662126
2022-01-28,428.79863898105947,792.4863242806136,83.43456009594264,820.6846960331577,141.00416807393674,15.360548030607541,2281.7689354953177
2022-01-31,436.53219169661986,812.924937163594,84.2953114087111,826.0194956348714,142.42027052483985,15.680799312647554,2317.873005741284
2022-02-01,442.0746838157703,818.2035640037777,83.46373829617141,823.3937511011524,143.02031378105414,15.867421840573927,2326.0234728385
2022-02-02,453.6365699349926,840.1066804060264,85.87092862708427,861.9460506142495,143.47634335964096,16.074777470600647,2401.111350412594
2022-02-03,446.16235290502976,839.7043458934725,85.78339402639799,852.4850901160956,140.47612707856942,15.692319851110094,2380.303629870675
2022-02-04,443.64161647947856,836.4856697930409,84.14942600154738,839.6482722966035,137.45191309586002,15.491874083258573,2356.868771749789
2022-02-07,438.76282197713624,830.2414303001077,83.60963489129534,832.5212786747207,136.221822589434,15.544866099283933,2336.9018545319777
2022-02-08,443.27022481387263,838.7065641604346,83.28867468877893,830.0622824012083,139.0660217640924,15.906588858886764,2350.3003566872735
2022-02-09,440.6989733271876,851.0662685989479,85.40408301740415,855.7777004989858,140.20610944445968,16.494099406941427,2389.647234293927
2022-02-10,426.24495911680816,834.4095608434949,81.62552846369957,828.8119248329695,136.44983280076067,16.27061607773958,2323.8124221354724
2022-02-11,428.34810794724075,820.2313456632415,80.54593505523528,820.7263513002955,135.55577420879877,16.0609542306755,2301.4684684054873
2022-02-14,422.96164110453964,815.2262787882586,79.58306563564626,809.4316051106624,135.57977191043662,15.795997666123453,2278.578360215667
2022-02-15,425.0054756491694,827.0709832635589,79.18712931777975,800.9708797904375,136.86987040485747,16.252183919314465,2285.3565223451174
2022-02-16,423.59236845574316,824.6248562210465,78.99649206977436,795.0525884696559,136.21581629707444,16.634641538805017,2275.1167630520995
2022-02-17,416.0412118637348,828.8252049578218,77.73536281893587,786.5919267452587,134.28367627958968,16.153113265013694,2259.6304959303548
2022-02-18,421.95292266922837,825.0593107007892,77.6033840463137,781.382156540786,133.623634191314,16.017178293862695,2255.638586442294
2022-02-22,406.76489752540164,808.1773702702176,77.36875573876097,772.2129737000798,128.7632801536047,15.680799312647554,2208.968076700712
2022-02-23,394.32174759404734,797.0407784660601,76.53289204348059,777.756176829138,129.06330178171189,15.795997666123453,2190.5108943805617
2022-02-24,394.42943078862567,813.6491098183312,76.87016988596389,790.8014617718022,128.0552335061199,16.012571133150107,2219.817976903993
2022-02-25,409.7822804335708,832.8163318899732,79.04048872330182,809.3065121175936,131.51747650220437,16.468757386341117,2278.9318470529847
2022-02-28,409.5097727378741,835.6487825745448,77.72070099708012,784.174585738884,132.645560753786,16.848910546581685,2256.5483133487505
2022-03-01,399.32802354647345,841.571134812195,77.53006374907474,797.6366777362372,132.90958125146963,16.374293892752938,2265.349774988203
2022-03-02,412.8897749138846,849.730490513933,78.14596655263824,807.3893522960112,137.20589316338814,16.915725802532194,2302.2772032423873
2022-03-03,414.33582554601094,857.8576280222828,79.40709580347674,813.7244506714817,135.77778728369935,16.66920139640526,2317.7719887233566
2022-03-04,415.65662136112525,845.7071453883935,80.5215788658572,837.2725865573667,134.45169681478848,16.411158209603165,2330.0207871971343
2022-03-07,408.8307033047996,850.567377732429,79.94967271582117,834.6051867565099,133.36561083005645,15.662368912009816,2322.980920251626
2022-03-08,406.3737076042903,842.2631383866438,78.67388164312692,819.3509643348154,133.96565408627077,15.57481703838421,2296.202163093531
2022-03-09,414.16222864712796,849.1672614868372,79.72970623012418,825.102570991218,135.53777364358703,16.13468110658858,2319.834222105483
2022-03-10,410.5009195507517,857.3265189623758,79.9350052999853,818.0589514994386,134.51169564684983,16.026394373075252,2316.3594853324767
2022-03-11,409.7734812089017,848.797046941472,78.64455240543532,819.0175314102298,133.3356159919925,15.941148716487008,2305.5093766745185
