,Date,News Headline,Article Link,Source
0,2022-02-18 18:10,"EIF Channelview Cogeneration, LLC -- Moody's upgrades EIF Channelview's senior secured ratings to Ba1 from Ba3; outlook stable",https://finance.yahoo.com/news/eif-channelview-cogeneration-llc-moodys-231006786.html,Moody's
1,2022-02-18 18:02,"Biola University, CA -- Moody's affirms Biola University's (CA) Baa1; outlook stable",https://finance.yahoo.com/news/biola-university-ca-moodys-affirms-230206393.html,Moody's
2,2022-02-18 17:36,Entegris Inc. -- Moody's rates Entegris Sr Sec Term Loan at Baa3,https://finance.yahoo.com/news/entegris-inc-moodys-rates-entegris-223607246.html,Moody's
3,2022-02-18 17:35,"Nationstar Mortgage Holdings Inc. -- Moody's upgrades Nationstar's senior unsecured rating to B1 from B2, assigns a B1 corporate family rating to Mr. Cooper Group Inc.; outlook stable",https://finance.yahoo.com/news/nationstar-mortgage-holdings-inc-moodys-223506704.html,Moody's
4,2022-02-18 17:00,"Moody's assigns A1 to Jefferson Parish Consolidated Sewerage District No. 1, LA",https://finance.yahoo.com/news/moodys-assigns-a1-jefferson-parish-220004245.html,Moody's
5,2022-02-18 16:39,Trade and Development Bank -- Moody's changes outlook on TDB to stable from negative; affirms Baa3 ratings,https://finance.yahoo.com/news/trade-development-bank-moodys-changes-213906722.html,Moody's
6,2022-02-18 16:18,"Moody's assigns Aa3 to Jefferson Parish Consolidated Waterworks District No. 2, LA",https://finance.yahoo.com/news/moodys-assigns-aa3-jefferson-parish-211805900.html,Moody's
7,2022-02-18 16:03,"Tierra del Fuego, Province of -- Moody's affirms Province of Tierra del Fuego Ca issuer and debt ratings and revises outlook to stable",https://finance.yahoo.com/news/tierra-del-fuego-province-moodys-210307613.html,Moody's
8,2022-02-18 15:50,"Creative Artists Agency, LLC -- Moody's upgrades Creative Artists Agency's CFR to B2; outlook stable",https://finance.yahoo.com/news/creative-artists-agency-llc-moodys-205007484.html,Moody's
9,2022-02-18 14:54,Dormitory Authority of the State of New York -- Moody's revises The New School's (NY) outlook to stable; affirms and assigns A3 to revenue bonds,https://finance.yahoo.com/news/dormitory-authority-state-york-moodys-195406245.html,Moody's
10,2022-02-18 14:45,Mississippi State University Educ.Bldg.Corp. -- Moody's assigns Aa2 rating to Mississippi Institutions of Higher Learning's Series 2022 bonds; outlook stable,https://finance.yahoo.com/news/mississippi-state-university-educ-bldg-194507744.html,Moody's
11,2022-02-18 14:38,"Florence County School District 1, SC -- Moody's assigns Aa2 UND/Aa1 ENH to Florence County School District 1, SC's General Obligation Bonds",https://finance.yahoo.com/news/florence-county-school-district-1-193806238.html,Moody's
12,2022-02-18 14:04,"McKissock Investment Holdings, LLC -- Moody's affirms McKissock Investment Holdings, LLC (Colibri)'s B3 CFR following debt funded acquisitions; Outlook stable",https://finance.yahoo.com/news/mckissock-investment-holdings-llc-moodys-190407293.html,Moody's
13,2022-02-18 14:00,iStar Inc. -- Moody's places iStar's corporate family and senior unsecured ratings on review for upgrade,https://finance.yahoo.com/news/istar-inc-moodys-places-istars-190009486.html,Moody's
14,2022-02-18 13:57,"Harris County Municipal Utility District 432, TX -- Moody's assigns Baa2 to Harris Co. MUD 432, TX's GOULT bonds, Ser. 2022; outlook stable",https://finance.yahoo.com/news/harris-county-municipal-utility-district-185706430.html,Moody's
15,2022-02-18 11:37,Ontario Teachers' Cadillac Fairview Prop Trt -- Moody's announces completion of a periodic review of ratings of Ontario Teachers' Cadillac Fairview Prop Trt,https://finance.yahoo.com/news/ontario-teachers-cadillac-fairview-prop-163708362.html,Moody's
16,2022-02-18 11:24,"Business Mortgage Finance 4 PLC (BMF 4) -- Moody's downgrades rating in Business Mortgage Finance 4 PLC, a UK SME transaction",https://finance.yahoo.com/news/business-mortgage-finance-4-plc-162406525.html,Moody's
17,2022-02-18 10:45,"EIF Channelview Cogeneration, LLC -- Moody's upgrades EIF Channelview's senior secured ratings to Ba1 from Ba3; outlook stable",https://finance.yahoo.com/news/eif-channelview-cogeneration-llc-moodys-154507013.html,Moody's
18,2022-02-18 10:08,"Forestar Group Inc. -- Moody's upgrades Forestar's CFR to Ba3 from B1, senior unsecured rating to Ba3 from B1; outlook revised to stable",https://finance.yahoo.com/news/forestar-group-inc-moodys-upgrades-150806221.html,Moody's
19,2022-02-18 06:06,LT Autorahoitus II DAC -- Moody's assigns definitive ratings to LT Autorahoitus II DAC Auto ABS,https://finance.yahoo.com/news/lt-autorahoitus-ii-dac-moodys-110605564.html,Moody's
20,2022-02-18 06:00,CapitaLand Integrated Commercial Trust -- Moody's assigns A3 to CICT's euro medium-term note drawdown,https://finance.yahoo.com/news/capitaland-integrated-commercial-trust-moodys-110009914.html,Moody's
21,2022-02-17 22:21,HBS Trust 2008-1R -- Moody's: No adverse rating impact on HBS Trust 2008-1R following collateral substitution,https://finance.yahoo.com/news/hbs-trust-2008-1r-moodys-032106183.html,Moody's
22,2022-02-17 21:43,"Arab Bank for Development in Africa (BADEA) -- Moody's assigns first-time Aa2 rating to the Arab Bank for Economic Development in Africa, with a positive outlook",https://finance.yahoo.com/news/arab-bank-development-africa-badea-024304063.html,Moody's
23,2022-02-17 20:35,"Solomon R. Guggenheim Foundation, NY -- Moody's revises Solomon R. Guggenheim Foundation's (NY) rating outlook to negative, affirms A3 rating and assigns A3 to series 2022 revenue bonds",https://finance.yahoo.com/news/solomon-r-guggenheim-foundation-ny-013506413.html,Moody's
24,2022-02-17 20:23,California Municipal Finance Authority -- Moody's affirms Azusa Pacific University's (CA) Ba2 issuer rating; outlook stable,https://finance.yahoo.com/news/california-municipal-finance-authority-moodys-012308852.html,Moody's
