"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",45348.62,38.10,28.30,2.72,7.18,9.22,31.76,44.29,0.52%,24.40%,3.95,-31.60%,9.77%,12.00%,14.00%,5.70%,35.30%,25.80%,303.00,302.58,0.30%,-2.48%,90.30%,0.00%,1.44%,2.83,9.20%,19.00%,8.90%,2.10,1.60,0.55,0.58,53.90%,18.10%,14.60%,-3.76%,-7.24%,-12.26%,2.58%,26.09%,26.95%,1.00,4.31,3.11%,2.86%,-2.23%,-3.34%,1.29%,-9.21%,2.82%,-16.23%,33.74%,42.35,-0.23%,-0.44%,,1538.51,1.31,150.42,-0.66%,2015306,11/22/2021 4:30:00 PM,177.31,11/18/1999,150.42,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",9726.03,12.37,8.61,,0.87,2.56,6.70,216.13,0.75%,0.00%,4.29,85.00%,0.26%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.14,0.10%,-50.09%,77.50%,-1.66%,5.28%,1.12,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,11.16%,11.34%,16.47%,56.62%,141.30%,130.41%,2.42,2.74,5.09%,5.20%,9.82%,8.91%,29.06%,-7.75%,22.77%,-7.75%,206.99%,61.17,2.35%,-3.42%,1.80,8705.38,0.96,53.11,-1.15%,8357377,10/14/2021 4:30:00 PM,59.02,10/18/2016,53.05,-0.11%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11%,-3.84%,0.74%,0.62%,-4.97%,-6.07%,,0.16,0.80%,0.79%,0.14%,-0.48%,-0.25%,-4.23%,2.07%,-8.49%,6.59%,48.65,-0.45%,0.08%,,231.70,1.15,17.79,-0.36%,266948,,,8/15/2018,17.80,0.06%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.83,43.57,,,,1.30,1354.25,,,,0.22,,,,,,,,125.00,100.00,,,67.60%,11.78%,0.07%,0.25,,,,1.70,1.70,0.00,0.00,,,,-0.41%,-0.61%,0.21%,0.00%,,-1.11%,,0.03,0.22%,0.29%,-0.37%,-0.44%,-0.26%,-1.01%,0.21%,-2.40%,2.74%,39.41,0.10%,-0.31%,,285.40,0.76,9.76,-0.20%,215512,,,3/25/2021,9.76,0.00%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",36.95,,,,1.24,1.20,3.13,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,13.95,18.70%,0.00%,17.50%,5.12%,0.17%,0.51,-17.50%,-49.20%,-48.10%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-19.01%,-40.72%,-52.28%,-59.36%,-4.18%,-3.36%,1.70,0.15,13.02%,11.29%,-24.89%,-42.28%,-59.61%,-60.34%,4.21%,-94.18%,4.21%,24.57,-8.73%,-0.79%,1.50,45.42,1.17,1.15,-9.45%,53174,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.25,8.70%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",202.95,,,,,1960.00,,,,,,,,,,,,,20.71,,25.41%,0.00%,,,,0.00,,,,,,,,,,,0.41%,0.10%,,,,0.51%,,0.07,0.24%,0.36%,0.47%,0.45%,0.45%,-0.91%,4.93%,-0.91%,4.93%,,0.00%,0.20%,,86.59,3.09,9.80,0.20%,267516,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,2004.00,,,,,,,,,,,,,,,,,87.84%,,,0.02,,,,,,,,,,,-0.10%,1.42%,,,,2.24%,,0.07,0.39%,0.60%,0.33%,0.81%,0.99%,-4.84%,2.24%,-4.84%,2.66%,57.30,0.00%,0.10%,,121.76,0.14,10.02,0.10%,17632,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,90.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.13%,-13.42%,,,,-9.94%,,0.05,18.04%,7.89%,-11.19%,-11.27%,-11.27%,-32.76%,0.04%,-32.76%,0.04%,,-16.61%,0.00%,,77.46,0.57,0.45,-16.61%,44349,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",532.67,,,,5326.67,1.63,3.30,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,54.40%,426.96%,1.33%,0.98,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,8.95%,9.97%,-13.67%,-4.37%,72.13%,75.65%,1.46,2.08,7.59%,9.78%,13.21%,3.79%,-0.57%,-20.55%,37.71%,-48.15%,80.41%,60.43,2.83%,-2.41%,1.70,168.14,1.76,25.82,0.35%,295089,,50.00,8/8/2017,25.75,-0.27%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.24%,-5.15%,-3.72%,-9.90%,4.54%,0.93%,,0.84,0.75%,0.89%,-1.64%,-4.26%,-5.54%,-7.39%,0.85%,-11.40%,5.09%,40.26,0.55%,-1.38%,,2.86,1.52,61.46,-0.83%,4359,,,7/21/2010,,
