,ticker,allocation,companyName,start_price,current_price,initial_investment,shares,cash_now,return
10,BCRX,13.418848587219031,"BioCryst Pharmaceuticals, Inc.",16.940000534057617,16.1200008392334,335.47,19.8,319.18,-4.86
2,DAC,2.477038699074727,Danaos Corporation,93.62000274658203,95.12999725341797,61.93,0.66,62.79,1.39
0,ESEA,17.004712087644588,Euroseas Ltd.,27.969999313354492,28.719999313354492,425.12,15.2,436.54,2.69
8,GDEN,2.5063941436918284,"Golden Entertainment, Inc.",54.779998779296875,53.5099983215332,62.66,1.14,61.0,-2.65
7,OAS,2.258043073601644,Oasis Petroleum Inc.,144.80999755859375,141.3000030517578,56.45,0.39,55.11,-2.37
6,OBE,0.9394430795956484,Obsidian Energy Ltd.,8.15999984741211,8.039999961853027,23.49,2.88,23.16,-1.4
4,SBLK,13.73215911282838,Star Bulk Carriers Corp.,29.889999389648438,30.1299991607666,343.3,11.49,346.19,0.84
5,SBOW,1.3839611604961155,"SilverBow Resources, Inc.",30.329999923706055,30.530000686645508,34.6,1.14,34.8,0.58
9,VIST,6.320651828537739,"Vista Oil & Gas, S.A.B. de C.V.",8.65999984741211,8.420000076293945,158.02,18.25,153.67,-2.75
3,VRTV,13.75649383598796,Veritiv Corporation,117.2300033569336,118.63999938964844,343.91,2.93,347.62,1.08
1,WFRD,26.20225439132235,Weatherford International plc,35.0,35.66999816894531,655.06,18.72,667.74,1.94
