date,ATLC,DKS,EVC,MCB,NAVI,OAS,ORMP,STKS,TH,portfolio
2021-09-29,564.3423860560976,551.7624786454116,1.7865302684521762,668.1854289146064,157.9206702584153,138.47686058998514,213.39420829002935,150.6082962423974,53.52314073460498,2500.0
2021-09-30,574.7410173538683,519.9853537494956,1.7542734719384563,665.1869586384189,161.94255843027724,138.40725324073915,209.9554475476654,149.21248256081816,52.95525595227495,2474.1406009454954
2021-10-01,590.2306452245059,528.4854077339999,1.8411186933215482,682.3098020576997,156.93571805306138,138.79705439651673,199.92572871577056,157.7269460184514,56.078622255090096,2512.3310431484174
2021-10-04,575.6075699620159,527.4828372640327,1.8163057729263792,673.7878339043249,154.96581364235348,143.39113944675248,193.716855153169,158.42485285924099,56.078622255090096,2485.271830259906
2021-10-05,590.4472833765427,512.7494103575586,1.8783380739143019,682.1519878326372,153.32422663343024,142.27742185881655,206.3256445418368,156.61029507318804,57.072420624167634,2502.8370283720924
2021-10-06,597.0547470136679,510.5699093358908,1.8237496490449299,673.2354841166061,152.50343312896862,139.3121487809371,206.1346022783721,164.70601442634748,55.08482388601255,2500.424912615848
2021-10-07,611.2445459720842,521.0751042603295,1.8088618968078283,682.1519878326372,159.4801779168924,143.39113944675248,216.06879997853466,165.40392126713706,57.92424779766268,2558.5487863688377
2021-10-08,588.1725827801554,504.20576635262097,1.7989367286497608,685.1504581088246,159.23393986555388,146.17543341659234,216.16432111026697,163.4497821129262,56.078622255090096,2520.42984273068
2021-10-11,590.3389643005244,491.78261052911466,1.8535251535191328,674.9714405922937,163.0916693365235,144.964265539712,219.69860298436325,168.7538741029272,53.66511193018748,2509.120064469165
2021-10-12,633.6665947079023,497.9288034102178,1.8311935251634806,678.5222606561997,164.65117699500055,146.00837577840196,221.9911101459392,172.38298967503314,54.091025516935005,2571.073530410793
2021-10-13,644.3901832337283,520.7263840968626,1.8584877375981665,681.9941736075747,161.69632037893874,145.0199514191088,223.90153278058585,172.38298967503314,53.381169539022466,2605.351192468452
2021-10-14,659.663172952329,517.2391824621942,1.8758567818747849,690.9895844361369,164.89741504633906,148.16620360502785,225.8119554152325,189.69107932661544,52.95525595227495,2651.2897059780253
2021-10-15,674.8278435949112,519.8981737086289,1.8733754898352681,691.620841336387,163.9945421914313,148.33326124321823,210.71961660152405,191.78479984898428,52.67131356110994,2655.7237675760302
2021-10-18,724.0047041072853,537.2034118206709,1.9105948704280218,697.5388747762305,165.55404984990835,150.90873316532011,214.731504134282,197.78679867977488,52.24539997436242,2741.884071378263
