date,AMN,CARR,IDXX,INTU,LSI,NAVI,NET,TGT,portfolio
2021-07-27,72.67657015015817,963.2456697513607,407.8718302773893,138.64098340907955,73.61248190781568,56.36867294991538,325.5403886370228,462.0434029172583,2500.0
2021-07-28,72.21454957301792,956.1643512273615,412.99583332752957,138.69135878313577,74.46964003193925,54.609728499016015,337.6068376139558,460.36153527189816,2507.113834327854
2021-07-29,73.32193222616363,999.956715783672,418.090149222107,139.33033063300644,74.51475361741944,55.6266182596922,339.41116643293645,467.9570665735244,2568.208732748522
2021-07-30,73.74728450353085,1024.3686296427218,402.87251328061274,140.51282625558872,74.55986720289962,56.14880489355295,334.44926218073965,466.8539060749548,2573.513094034601
2021-08-02,74.15063580103424,1012.4421984444075,402.9853244717514,139.86059772833482,74.8369935137065,56.91834309082142,334.3364916295534,460.03601250182845,2555.566597181438
2021-08-03,75.76404099104785,1060.147923237665,413.0492702075426,140.5685043005982,75.6361484564984,57.00079361195733,337.09937013361747,468.9155502853963,2628.1816012243235
2021-08-04,74.19463776076189,1057.5390164130338,414.7176883501723,142.1274895608636,75.34613254984005,56.03887086537174,338.31165355887015,465.93159155975735,2624.2070806186707
2021-08-05,78.08147753670374,1044.12178131493,419.0401382001168,142.64449997880877,76.87999445616646,57.16569465422915,342.42777867716967,467.48686701675706,2627.848231834882
2021-08-06,78.17681511611363,1045.2398842397722,406.8327798326911,141.65820318149798,76.40952420758734,59.19947417558153,334.98492229887455,465.13586923292036,2607.6374722850387
2021-08-09,76.55607626614542,1042.630977415141,407.55120899731094,141.90742871630235,76.41596900551308,59.08954014740032,347.9817283230945,469.2953268504776,2621.428255721385
2021-08-10,77.00342952337648,1049.5259454516663,398.7163115018199,140.555247623215,76.04217072582009,59.61172678126107,353.7330264335953,472.26120097777925,2627.4490590185333
2021-08-11,77.58278865979045,1054.7437591009289,395.0291667809195,141.11202807330977,75.70704123368155,60.27133095034832,335.52058241700945,470.36231815237267,2610.3290153683606
2021-08-12,77.34811154124301,1037.7858647408254,401.17440798242023,142.3555044118548,76.44174819721604,59.969012372849996,344.59861178750583,468.33684313860573,2608.010104172521
