,Date,News Headline,Article Link,Source
0,2022-02-07 09:38,"Phoenix Holdings Ltd. Buys Global X The Global X Cybersecurity ETF, FMC Corp, Univar Solutions ...",https://finance.yahoo.com/news/phoenix-holdings-ltd-buys-global-143807587.html,GuruFocus.com
1,2022-02-03 14:49,"Univar Solutions Stock Clears Technical Benchmark, Hitting 90-Plus RS Rating",https://www.investors.com/news/univar-solutions-strock-clears-technical-benchmark-hitting-90-plus-rs-rating/?src=A00220,Investor's Business Daily
2,2022-02-02 16:15,Univar Solutions Expands Houston Solution Center with Addition of Homecare and Industrial Cleaning Laboratory,https://finance.yahoo.com/news/univar-solutions-expands-houston-solution-211500265.html,PR Newswire
3,2022-01-31 16:27,Univar Solutions to Report 2021 Fourth Quarter and Full Year Financial Results on February 24,https://finance.yahoo.com/news/univar-solutions-report-2021-fourth-212700658.html,PR Newswire
4,2022-01-27 16:30,Univar Solutions Recognized as a Best Place to Work for LGBTQ+ Equality by the Human Rights Campaign Foundation for Second Year in a Row,https://finance.yahoo.com/news/univar-solutions-recognized-best-place-213000678.html,PR Newswire
5,2022-01-21 09:42,Read This Before Judging Univar Solutions Inc.'s (NYSE:UNVR) ROE,https://finance.yahoo.com/news/read-judging-univar-solutions-inc-144243628.html,Simply Wall St.
6,2022-01-06 11:47,Univar Solutions to open center at Chicago's Hatchery incubator,https://www.bizjournals.com/chicago/news/2022/01/06/univar-solutions-to-open-center-at-chicagos-hatch.html?ana=yahoo,American City Business Journals
7,2022-01-06 08:00,Univar Solutions Opens New Food Solution Center and Innovation Hub at The Hatchery Chicago to Foster Emerging Food and Beverage Innovation,https://finance.yahoo.com/news/univar-solutions-opens-food-solution-130000552.html,PR Newswire
8,2022-01-04 15:39,Univar Solutions (UNVR) Shares Up 46% in a Year: Here's Why,https://finance.yahoo.com/news/univar-solutions-unvr-shares-46-203908538.html,Zacks
9,2022-01-03 10:37,Dow (DOW) Introduces Luxsense Silicone Synthetic Leather,https://finance.yahoo.com/news/dow-dow-introduces-luxsense-silicone-153703193.html,Zacks
10,2021-12-31 08:39,Why You Should Add Celanese Corporation (CE) to Your Portfolio,https://finance.yahoo.com/news/why-add-celanese-corporation-ce-133901269.html,Zacks
11,2021-12-30 11:43,Barrick (GOLD) North Mara Mine Hits Tailings Storage Milestone,https://finance.yahoo.com/news/barrick-gold-north-mara-mine-164304041.html,Zacks
12,2021-12-30 10:45,Sandstorm Gold (SAND) Closes Vatukoula Gold Stream Buyout,https://finance.yahoo.com/news/sandstorm-gold-sand-closes-vatukoula-154503688.html,Zacks
13,2021-12-27 23:38,"Advisors' Inner Circle Fund III Buys Univar Solutions Inc, Dorman Products Inc, CMC Materials ...",https://finance.yahoo.com/news/advisors-inner-circle-fund-iii-043803739.html,GuruFocus.com
14,2021-12-27 11:27,PPG Invests $2.7M to Boost Powder Coating Capacity in Brazil,https://finance.yahoo.com/news/ppg-invests-2-7m-boost-162704405.html,Zacks
15,2021-12-24 11:40,UNVR vs. RDSMY: Which Stock Is the Better Value Option?,https://finance.yahoo.com/news/unvr-vs-rdsmy-stock-better-164004554.html,Zacks
16,2021-12-24 08:26,Olin (OLN) Shares Up 21% in 6 months: What's Driving the Stock?,https://finance.yahoo.com/news/olin-oln-shares-21-6-132601269.html,Zacks
17,2021-12-23 08:52,What Makes Methanex (MEOH) Stock a Solid Choice Right Now?,https://finance.yahoo.com/news/makes-methanex-meoh-stock-solid-135201802.html,Zacks
18,2021-12-22 09:36,Should You Be Adding Univar Solutions (NYSE:UNVR) To Your Watchlist Today?,https://finance.yahoo.com/news/adding-univar-solutions-nyse-unvr-143600035.html,Simply Wall St.
19,2021-12-22 08:06,CF Industries (CF) Shares Up 77% YTD: What's Driving the Rally?,https://finance.yahoo.com/news/cf-industries-cf-shares-77-130601781.html,Zacks
20,2021-12-21 11:04,Carpenter Technology (CRS) Sees Wider Q2 Loss Due to Press Outage,https://finance.yahoo.com/news/carpenter-technology-crs-sees-wider-160404943.html,Zacks
21,2021-12-21 08:39,PPG's Tikkurila Brand Introduces Recycled Product Packaging,https://finance.yahoo.com/news/ppgs-tikkurila-brand-introduces-recycled-133901486.html,Zacks
22,2021-12-21 07:30,"Univar Solutions Expands its Ingredients & Specialties Portfolio through New Distribution Agreement for Kalsec's Natural Taste & Sensory Solutions, Colours and Antioxidants",https://finance.yahoo.com/news/univar-solutions-expands-ingredients-specialties-123000896.html,PR Newswire
23,2021-12-20 08:23,Nucor (NUE) Acquires Majority Stake in California Steel,https://finance.yahoo.com/news/nucor-nue-acquires-majority-stake-132301775.html,Zacks
24,2021-12-16 16:30,"Univar Solutions Appointed as Distributor of Novozymes Biological Cleaning Solutions in Brazil, Mexico, Paraguay, Uruguay and Bolivia",https://finance.yahoo.com/news/univar-solutions-appointed-distributor-novozymes-213000398.html,PR Newswire
25,2021-12-15 00:38,"Vip Value Strategies Portfolio Buys Crane Co, Adtalem Global Education Inc, Curtiss-Wright ...",https://finance.yahoo.com/news/vip-value-strategies-portfolio-buys-053802384.html,GuruFocus.com
26,2021-12-14 08:13,FMC Inks Deals With Corteva for Seed Treatment Insecticides,https://finance.yahoo.com/news/fmc-inks-deals-corteva-seed-131301310.html,Zacks
27,2021-12-13 18:40,Westlake (WLK) Arm NAPCO Launches Molecular-Based PVC Pipe,https://finance.yahoo.com/news/westlake-wlk-arm-napco-launches-234011269.html,Zacks
28,2021-12-10 10:56,Univar Solutions Inc (UNVR): Are Hedge Funds Right About This Stock?,https://finance.yahoo.com/news/univar-solutions-inc-unvr-hedge-155637964.html,Insider Monkey
29,2021-12-10 08:03,PPG Introduces Spectracron Splash Liquid Coating System,https://finance.yahoo.com/news/ppg-introduces-spectracron-splash-liquid-130301448.html,Zacks
