date,DVN,PWR,portfolio
2021-11-01,0.16067985062766,2499.8393201493723,2500.0
2021-11-02,0.16064158187559888,2493.640283246548,2493.8009248284234
2021-11-03,0.1606033279621388,2413.8801725503713,2414.0407758783335
2021-11-04,0.16209570542231486,2340.732231172117,2340.8943268775392
2021-11-05,0.16676418156314857,2426.278088611685,2426.4448527932477
2021-11-08,0.16883054578843817,2475.4566204418425,2475.6254509876308
2021-11-09,0.16833309652744685,2442.6019456989416,2442.770278795469
2021-11-10,0.16198091400473255,2397.7628027984956,2397.9247837125004
2021-11-11,0.16347329146490863,2408.0944258069794,2408.2578990984443
2021-11-12,0.16293755861325515,2417.1863360815,2417.349273640113
2021-11-15,0.16523353535091143,2452.3137912126117,2452.4790247479627
2021-11-16,0.166190179959434,2469.050938459301,2469.2171286392604
2021-11-17,0.16182783899648812,2448.5943375220495,2448.756165361046
2021-11-18,0.16576925336396386,2460.1656732644974,2460.3314425178614
2021-11-19,0.15536083537898948,2501.4921652984335,2501.6475261338123
2021-11-22,0.1574272144428801,2491.3673451140016,2491.5247723284447
2021-11-23,0.1662284487114951,2496.73980169796,2496.9060301466716
2021-11-24,0.1725423773207493,2520.502566166341,2520.6751085436617
2021-11-26,0.1633967539607864,2428.7576718239475,2428.921068577908
2021-11-29,0.1680652152630191,2514.303529263516,2514.471594478779
2021-11-30,0.16094771705348673,2351.0638541806006,2351.2248018976543
2021-12-01,0.156279240912653,2283.495014466021,2283.6512937069338
2021-12-02,0.15914920441542282,2347.1377554103224,2347.2969046147377
2021-12-03,0.1598379974367197,2326.8877995527873,2327.047637550224
2021-12-06,0.16209570542231486,2334.119904109859,2334.2819998152813
2021-12-07,0.17265716873833162,2417.5994684965976,2417.772125665336
2021-12-08,0.17185358429945244,2398.1759352135928,2398.347788797892
2021-12-09,0.1646184604995407,2348.584270968338,2348.7488894288376
2021-12-10,0.1688972898158794,2363.0484800824815,2363.2173773722975
2021-12-13,0.15971725574012363,2314.4898834914734,2314.6496007472133
2021-12-14,0.15691655882697045,2288.6608259702634,2288.8177425290905
2021-12-15,0.15551621037039384,2317.5894019428856,2317.744918153256
2021-12-16,0.15699435761218036,2300.8520969518604,2301.0090913094728
2021-12-17,0.1524821319402119,2249.4006269891565,2249.553109121097
2021-12-20,0.14882566322835056,2220.0589186014367,2220.207744264665
2021-12-21,0.16068971829734616,2290.107341528279,2290.2680312465764
2021-12-22,0.16450176974102634,2304.364905562706,2304.529407332447
2021-12-23,0.16356819915710827,2311.803655199494,2311.967223398651
2021-12-27,0.17352622108496327,2363.4617702419146,2363.6352964629996
2021-12-28,0.1730983351856092,2361.808767348518,2361.9818656837033
2021-12-29,0.17193138308466238,2361.395477189085,2361.5674085721694
2021-12-30,0.16986975237310192,2331.433833562215,2331.603703314588
2021-12-31,0.17134789961488844,2369.247516985306,2369.418864884921
2022-01-03,0.1772604737434335,2321.279357442679,2321.4566179164226
2022-01-04,0.18539026131535785,2401.5018167866792,2401.6872070479944
2022-01-05,0.18130592154274344,2260.2856171271414,2260.4669230486843
2022-01-06,0.18815205141660557,2274.138409196261,2274.3265612476775
2022-01-07,0.19017477531626054,2205.908147482253,2206.098322257569
2022-01-10,0.18865773610116957,2228.2379624054843,2228.4266201415853
2022-01-11,0.19371453843100647,2273.9317641165444,2274.1254786549753
2022-01-12,0.1941035323570561,2277.2398205797012,2277.4339241120583
2022-01-13,0.1930921629879281,2218.106832447626,2218.2999246106137
2022-01-14,0.1960095506595957,2204.8742911063273,2205.070300656987
2022-01-18,0.1958928599010813,2183.371371990633,2183.5672648505342
2022-01-19,0.1903303728866804,2112.246501717237,2112.436832090124
2022-01-20,0.18916342078573356,2067.173108478334,2067.36227189912
2022-01-21,0.17939988840160284,2031.8172395491847,2031.9966394375863
