rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp1500
2,79.5,OPCH,"Option Care Health, Inc.",57.0,1.6,90,1.87,24.82,27.81,12.05,$10.52,$27.15,23.02,21.93,19.07,91.5,True
3,74.0,GDEN,"Golden Entertainment, Inc.",37.0,1.7,96,2.68,49.26,61.5,24.85,$12.04,$54.86,48.24,46.24,31.87,89.0,True
5,73.5,DAR,Darling Ingredients Inc.,40.0,1.6,89,1.76,73.71,96.21,30.53,$31.45,$79.65,74.19,69.85,66.87,91.5,True
6,72.83333333333333,RWT,"Redwood Trust, Inc.",47.0,1.6,80,1.47,13.16,14.04,6.69,$6.84,$12.71,12.28,12.06,10.32,91.5,True
8,71.83333333333333,LQDT,"Liquidity Services, Inc.",13.0,1.0,96,2.55,21.68,32.5,49.91,$6.63,$30.00,23.13,22.19,19.38,106.5,True
9,71.66666666666667,AGO,Assured Guaranty Ltd.,36.0,1.7,90,1.85,47.53,58.0,22.03,$18.45,$52.28,49.38,47.83,42.15,89.0,True
10,71.5,ONTO,Onto Innovation Inc.,39.0,1.8,89,1.8,73.06,90.2,23.46,$28.08,$79.45,71.92,70.1,62.03,86.5,True
16,69.33333333333333,UTHR,United Therapeutics Corporation,40.0,1.9,84,1.59,185.9,231.89,24.74,$98.37,$216.90,205.88,192.0,175.82,84.0,True
18,68.66666666666667,EPRT,"Essential Properties Realty Trust, Inc.",41.0,1.9,81,1.49,28.39,32.36,13.98,$16.18,$32.51,30.74,29.17,24.47,84.0,True
20,68.5,OLN,Olin Corporation,21.0,1.8,98,3.36,49.31,62.25,26.24,$10.99,$51.15,46.82,45.59,36.67,86.5,True
21,68.0,ASIX,AdvanSix Inc.,17.0,1.5,93,2.12,42.13,44.5,5.63,$11.62,$38.12,35.67,32.34,27.44,94.0,True
25,67.66666666666667,IIPR,"Innovative Industrial Properties, Inc.",35.0,1.9,84,1.58,234.18,257.0,9.74,$108.50,$248.68,232.25,215.11,188.96,84.0,True
