"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",37330.02,32.00,23.82,2.29,5.91,7.04,23.70,35.18,0.67%,19.10%,3.94,71.00%,10.21%,22.90%,14.00%,8.50%,102.30%,11.90%,301.00,299.66,0.20%,-18.00%,91.10%,0.22%,1.75%,2.82,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-7.29%,-8.77%,-22.59%,-26.13%,0.78%,-21.08%,1.06,4.36,3.68%,3.00%,-8.31%,-13.28%,-17.06%,-22.52%,-2.52%,-29.83%,12.03%,29.61,-2.99%,-0.47%,,1858.34,2.12,126.00,-3.44%,3938698,2/22/2022 4:30:00 PM,175.32,11/18/1999,127.78,1.41%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",13780.55,34.16,10.50,,1.13,3.63,9.49,,0.53%,0.00%,2.21,85.00%,-9.51%,28.00%,,-3.70%,769.80%,31.50%,187.00,186.96,0.70%,-29.34%,83.90%,8.22%,5.18%,1.20,3.00%,12.10%,5.00%,1.50,0.90,0.44,0.44,24.70%,8.10%,3.50%,1.73%,29.82%,55.27%,78.78%,176.91%,26.42%,2.28,3.83,4.81%,5.66%,12.15%,22.53%,57.96%,-5.94%,59.58%,-5.94%,228.19%,65.58,1.26%,0.39%,2.00,8094.05,0.81,75.32,1.66%,6579327,1/19/2022 4:30:00 PM,71.36,10/18/2016,75.38,0.08%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04%,3.66%,5.74%,5.74%,5.68%,4.35%,,0.16,0.60%,0.73%,3.93%,4.89%,5.44%,0.10%,8.71%,-0.16%,13.66%,71.17,0.42%,0.00%,,474.82,0.44,18.97,0.42%,207973,,,8/15/2018,18.98,0.03%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.18,43.48,,,,1.30,1353.54,,,,0.22,,,,,,,,125.00,100.00,,,74.60%,8.07%,0.14%,0.51,,,,1.70,1.70,0.00,0.00,,,,-0.10%,0.41%,-1.12%,0.72%,,0.00%,,0.03,0.24%,0.29%,-0.02%,-0.12%,-0.28%,-0.61%,0.41%,-2.60%,2.53%,46.92,0.00%,0.00%,,274.71,1.33,9.74,0.00%,364891,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",44.05,,,,1.46,1.31,3.70,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.10%,-2.26%,0.25%,0.11,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-18.18%,-25.88%,-28.41%,-52.09%,-75.10%,17.70%,1.38,0.15,11.44%,9.73%,-19.20%,-20.86%,-46.82%,-57.14%,26.00%,-79.21%,26.00%,33.41,-0.79%,0.79%,1.50,672.80,0.02,1.26,0.00%,11452,,32.50,1/29/2008,1.22,-3.17%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",204.76,,,,,1.37,511.90,,,,-0.09,,,,,,,,20.71,15.16,26.79%,0.00%,59.70%,,1.23%,4.66,,,,0.40,0.40,0.00,0.00,,,,-0.41%,-0.41%,,,,0.41%,,0.05,0.34%,0.31%,-0.15%,0.23%,0.28%,-1.21%,5.25%,-1.21%,5.25%,49.44,0.20%,-0.10%,,40.05,0.23,9.83,0.10%,9171,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,-0.09,,,,,,,,,10.72,,,8.30%,,0.00%,0.09,,,,,,,,,,,0.00%,0.00%,1.73%,,,-0.10%,,0.11,0.00%,0.36%,0.15%,0.43%,0.79%,-4.84%,2.24%,-4.84%,2.66%,51.55,0.00%,2.04%,,4.78,0.04,10.02,2.04%,187,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,62.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.06%,-39.25%,,,,-44.59%,,0.05,11.86%,15.51%,-10.44%,-31.19%,-32.82%,-53.71%,47.41%,-53.71%,47.41%,38.95,0.03%,-0.41%,,30.55,0.21,0.31,-0.38%,6279,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",357.81,,,,3578.08,1.05,2.22,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,13.65,0.10%,0.00%,59.60%,9.33%,4.53%,2.95,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-16.96%,-9.85%,-34.76%,-50.22%,-39.01%,-31.06%,1.53,1.41,6.77%,7.11%,-11.45%,-22.88%,-36.46%,-37.41%,-0.48%,-66.57%,16.34%,36.08,-6.25%,1.49%,1.60,209.31,0.65,16.65,-4.86%,136287,,48.75,8/8/2017,16.65,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.01%,-0.77%,-7.19%,-11.37%,-9.82%,-7.32%,,1.13,1.38%,1.34%,-4.17%,-5.06%,-8.31%,-8.33%,3.10%,-14.14%,3.10%,37.10,-2.28%,1.99%,,3.93,0.69,59.55,-0.33%,2731,,,7/21/2010,59.44,-0.18%
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",101.08,,11.10,,5.00,0.54,4.77,20.63,,,-0.15,-743.40%,31.22%,7.90%,-9.37%,,-126.40%,-46.80%,31.93,30.42,3.40%,2.89%,34.50%,-1.27%,0.78%,1.96,-0.50%,-2.40%,,,,0.49,3.43,53.10%,,-23.80%,-5.29%,-4.17%,-12.50%,-15.04%,-21.65%,-8.00%,1.68,0.10,3.39%,2.88%,-5.27%,-7.44%,-14.53%,-13.44%,-0.92%,-27.15%,-0.92%,33.21,-2.72%,0.61%,2.70,122.08,0.71,3.22,-2.13%,87006,,4.62,12/23/1997,,
