no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
28,ABC,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,29915.25,18.81,12.52,1.82,0.14,124.86,8.45,16.64,1.27%,22.80%,7.7,144.40%,7.22%,3.20%,10.34%,7.80%,17.30%,13.50%,208.56,149.77,0.20%,-43.57%,65.90%,1.40%,1.30%,1.82,3.00%,,24.30%,0.9,0.6,26.55,27.67,3.30%,1.10%,0.70%,1.62%,5.05%,24.05%,15.74%,34.72%,8.99%,0.45,3.41,2.13%,2.19%,2.32%,5.98%,16.52%,-1.81%,14.40%,-1.81%,42.22%,61.35,-1.40%,-0.28%,1064.51,1.33,144.84,-1.67%,1411547,2/2/2022 8:30:00 AM,153.92,4/4/1995,144.84,0.00%,63.0,90,1.22,147.3,141.55,136.67,124.31,107.72,147.51,14.0,4.49,55.666666666666664,True
211,AGO,Assured Guaranty Ltd.,Financial,Insurance - Specialty,Bermuda,3986.08,11.06,13.6,3.69,4.86,0.66,33.22,,1.67%,16.10%,5.41,25.00%,18.97%,-4.40%,3.00%,-13.60%,106.20%,-8.90%,69.3,62.4,3.50%,-5.93%,97.20%,-4.46%,3.03%,3.96,2.30%,6.10%,5.80%,,,0.27,0.27,,63.80%,47.40%,-3.40%,10.26%,26.02%,25.81%,34.88%,19.24%,1.09,2.06,3.31%,3.11%,2.33%,9.21%,18.42%,-6.44%,26.46%,-6.44%,45.64%,56.53,-0.05%,-0.70%,477.83,0.79,59.86,-0.75%,375641,2/24/2022 4:30:00 PM,62.67,4/23/2004,59.86,0.00%,78.0,92,1.26,60.31,58.5,54.81,50.55,41.1,63.98,36.0,3.91,68.66666666666667,True
248,AIR,AAR Corp.,Industrials,Aerospace & Defense,USA,1567.78,20.1,13.8,1.47,0.9,1.52,36.72,32.94,,0.00%,2.17,84.30%,34.64%,0.00%,13.68%,1.60%,41.30%,8.20%,35.1,33.8,0.10%,-68.25%,99.10%,3.39%,6.08%,5.84,4.70%,7.60%,4.20%,3.0,1.3,0.1,0.1,17.30%,6.00%,4.20%,-2.96%,8.32%,30.84%,29.29%,3.56%,11.73%,1.66,1.52,3.75%,3.45%,2.13%,5.48%,17.04%,-5.38%,21.11%,-5.38%,41.13%,55.27,-0.68%,0.23%,352.03,1.14,43.61,-0.46%,402092,12/21/2021 4:30:00 PM,51.0,4/24/1972,43.61,0.00%,69.0,69,0.95,43.81,42.7,41.34,37.26,30.9,46.09,18.0,16.41,52.0,True
407,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,107882.7,18.39,14.1,1.43,0.78,3.05,22.11,17.48,0.99%,18.10%,24.72,37.60%,13.23%,21.80%,12.86%,10.30%,111.10%,15.20%,242.3,239.89,0.20%,-1.30%,92.30%,-0.99%,0.92%,2.01,6.30%,17.40%,11.70%,,,0.59,0.64,,6.30%,4.40%,0.59%,0.61%,15.07%,20.01%,33.85%,-1.94%,1.04,13.38,3.45%,2.71%,0.12%,0.69%,11.14%,-4.80%,8.03%,-4.80%,40.83%,50.87,-3.45%,-1.27%,1095.09,1.4,454.53,-4.68%,1529156,1/26/2022 8:30:00 AM,490.38,10/30/2001,455.12,0.13%,72.0,93,1.3,476.84,453.99,451.42,408.98,329.75,477.47,20.0,2.84,61.666666666666664,True
584,ATI,Allegheny Technologies Incorporated,Industrials,Metal Fabrication,USA,3388.91,,17.86,,1.21,4.92,4.93,,,,-0.34,97.60%,56.11%,45.00%,-4.50%,-2.20%,97.40%,16.30%,127.4,126.48,1.10%,0.00%,,-0.63%,14.76%,8.04,-0.90%,-7.00%,4.10%,2.7,1.5,2.5,2.69,11.90%,4.70%,-1.40%,2.87%,17.90%,82.12%,47.60%,26.88%,66.23%,1.38,1.23,5.61%,4.57%,8.53%,27.29%,38.22%,-1.74%,72.68%,-1.74%,91.19%,74.44,0.80%,0.84%,2322.5,1.8,26.48,1.65%,4181358,2/2/2022 8:30:00 AM,28.25,5/2/1966,26.5,0.08%,63.0,85,1.12,26.05,24.4,20.8,19.16,13.85,26.95,13.0,8.45,53.666666666666664,True
788,BCOR,"Blucora, Inc.",Financial,Asset Management,USA,935.08,129.66,7.37,8.64,1.06,2.72,6.94,143.86,,0.00%,0.15,102.20%,14.38%,39.00%,15.00%,14.20%,54.00%,14.90%,48.84,47.33,1.90%,8.50%,96.10%,3.53%,2.94%,3.48,0.70%,2.20%,4.40%,1.8,1.8,1.62,1.62,45.80%,3.50%,0.90%,-4.22%,16.08%,17.44%,16.93%,13.05%,10.05%,1.58,0.78,3.17%,4.37%,1.30%,8.20%,12.71%,-7.48%,26.23%,-7.48%,34.13%,55.31,-3.00%,-0.46%,399.38,1.07,19.06,-3.44%,428346,2/16/2022 8:30:00 AM,23.67,12/15/1998,19.06,0.00%,69.0,80,1.06,19.74,18.82,17.61,16.91,14.21,20.6,15.0,19.91,54.666666666666664,True
1073,BRO,"Brown & Brown, Inc.",Financial,Insurance Brokers,USA,18609.31,32.01,25.94,2.42,6.1,4.37,20.68,23.55,0.62%,18.30%,2.07,22.70%,9.10%,17.90%,13.22%,11.60%,4.90%,15.00%,276.58,233.61,2.20%,0.06%,75.70%,2.30%,2.38%,3.37,6.10%,14.30%,10.30%,1.2,1.2,0.47,0.48,,26.80%,18.80%,-2.04%,-0.62%,1.56%,12.37%,42.89%,-5.76%,0.74,1.88,2.35%,2.58%,-1.33%,-1.30%,9.59%,-6.39%,8.04%,-6.39%,48.70%,47.5,-2.34%,-0.86%,1650.0,0.94,66.23,-3.19%,1548813,1/24/2022 4:30:00 PM,71.12,11/1/1982,66.23,0.00%,53.0,94,1.35,68.41,67.12,67.1,60.43,44.54,70.75,16.0,3.96,54.333333333333336,True
1277,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA,3889.03,40.3,10.52,3.4,1.07,4.86,21.73,,2.18%,81.90%,1.69,199.60%,11.62%,13.30%,11.86%,7.20%,-252.90%,29.80%,56.8,56.15,1.10%,-4.49%,92.40%,-0.53%,2.65%,3.45,3.10%,11.30%,15.60%,1.2,0.8,0.9,1.65,22.30%,7.00%,2.70%,-7.07%,9.43%,22.59%,29.16%,31.05%,20.98%,1.46,2.52,3.55%,3.25%,-4.36%,8.10%,18.66%,-9.19%,27.91%,-9.19%,42.87%,48.21,-5.84%,0.45%,431.38,1.12,67.99,-5.42%,481993,1/31/2022 4:30:00 PM,77.33,8/23/1968,67.0,-1.46%,69.0,92,1.27,71.89,71.09,62.9,57.3,47.59,74.87,12.0,7.57,57.666666666666664,True
1571,CNC,Centene Corporation,Healthcare,Healthcare Plans,USA,47944.97,36.8,13.23,3.44,0.38,1.84,3.57,16.75,,0.00%,2.27,-0.60%,16.53%,16.60%,10.69%,37.30%,2.30%,11.40%,583.24,576.13,1.90%,-1.39%,95.50%,0.89%,1.24%,2.03,1.00%,2.80%,4.70%,,,0.7,0.71,,1.20%,0.60%,1.05%,2.40%,17.51%,29.70%,35.27%,1.32%,0.51,2.43,3.08%,2.77%,0.35%,2.88%,14.86%,-3.82%,12.12%,-3.82%,41.87%,53.65,-2.74%,-0.24%,3521.01,0.86,83.49,-2.98%,3039486,2/8/2022 8:30:00 AM,95.33,12/13/2001,82.94,-0.65%,69.0,92,1.27,86.05,83.2,81.15,72.69,59.33,86.81,19.0,10.78,60.0,True
1605,CNXC,Concentrix Corporation,Technology,Information Technology Services,USA,10236.7,24.46,13.91,1.57,1.83,3.7,56.25,28.04,0.53%,0.00%,7.69,141.20%,11.77%,,15.60%,28.60%,88.80%,12.70%,51.56,43.26,0.60%,-13.83%,85.30%,0.88%,1.33%,2.16,7.90%,15.80%,12.30%,1.6,1.6,0.31,0.31,35.30%,10.20%,7.20%,-5.88%,-5.84%,11.33%,8.23%,42.44%,5.33%,,7.2,4.12%,3.33%,-5.72%,0.48%,8.87%,-9.76%,22.01%,-9.76%,59.54%,43.65,-1.61%,-0.79%,266.03,0.56,188.14,-2.39%,147972,1/18/2022 4:30:00 PM,215.67,11/24/2020,188.14,0.00%,100.0,93,1.31,192.74,199.54,187.24,172.81,125.6,208.48,15.0,11.9,69.33333333333333,True
