date,AAP,BAC,DRE,FTNT,INTU,LOW,NDAQ,PLD,WST,portfolio
2021-11-24,10.032733323693572,35.76314396478858,24.46904649162612,419.0490681278016,272.3530866083215,185.03110041699765,444.3464835127671,393.438903207236,715.5164343467675,2500.0
2021-11-26,9.747274840105563,34.35904654676549,23.840065072306526,411.69272768338686,265.54823052015485,181.4129461422581,433.866183409782,381.64923242276166,724.0290010778233,2466.1447077153443
2021-11-29,9.77049016266662,34.23140211570963,24.281169087525534,431.6995084285942,276.5976430250977,182.0647956258457,445.368939924045,390.30687572060185,738.0516191831765,2532.372443273263
2021-11-30,9.488901119085526,33.39044699729099,23.82372777055207,417.62808773229324,259.7308699853589,179.14244456266596,432.9076284927526,383.8645499089487,730.2649247689508,2470.2415813378984
2021-12-01,9.38185451711013,32.91740920090496,23.91766725564021,383.8642611260449,264.3457524238973,179.6917540354613,423.9610617616392,386.28361106885205,718.3044771252826,2422.6678485148323
2021-12-02,9.834546060908412,33.86803701605113,24.395530199806757,393.735600252539,267.6227415809006,183.39047145700704,428.64735552524115,393.2097257071242,721.5709277356799,2456.2749355352585
2021-12-03,9.75286425080673,33.09848006392854,24.37510857261368,380.79595966384124,258.0027952968549,182.1453699853376,426.2829027281402,393.820878710401,716.1927936188787,2424.4671528908025
2021-12-06,9.888714927304141,33.30973036816811,24.828465564148534,367.24011830246667,256.9595734298012,183.96907967755524,421.72441195303503,398.6334891859401,698.7882280449996,2395.341811453419
2021-12-07,10.100658661942276,33.73223097664725,25.077607849828343,398.92907867116645,268.092587556667,188.16584217284304,437.8495607366515,405.63598332127077,709.3299733310356,2476.9135232780523
2021-12-08,10.061107240856968,33.317275951506154,25.249147952174468,405.4680905949066,267.9970289585853,188.04133651075037,441.7690040659692,405.99248598910424,718.4694366588069,2496.3649139226604
2021-12-09,10.086471373990472,33.566251280299774,24.930573700113907,397.89795837714803,264.99079726374583,189.0740472897542,434.8460604937631,401.2053093399606,708.0431882308995,2464.6406573496756
2021-12-10,10.319480961877005,33.58888224604152,25.155210033162028,418.2820119501679,269.94412045428976,191.4397669963718,438.3394830269904,405.0758149975932,711.9695273447172,2504.114298011211
2021-12-13,10.06497602212367,32.87968417635092,25.6412416282058,416.9867891639303,266.2769012847234,188.40754282594727,437.700435581203,411.79935623023465,727.3779062703211,2517.1348331830404
2021-12-14,10.119574387137803,33.29464209362821,25.379846366210145,397.1182765500025,254.62623758025325,184.906594754905,425.4521507996076,405.79158996772964,707.2183401939549,2443.9072526934287
2021-12-15,10.280789196768717,33.15129047088628,25.68208488259195,423.50062654031575,257.815639456614,188.6272890404368,430.3514712129064,415.58294997803773,731.6836774959063,2516.675818274464
2021-12-16,10.324824003738781,33.95102686422487,25.559556685509207,406.071704093906,252.42831691598283,185.47788109168644,433.8022819155336,417.3469340725152,733.8283025396918,2498.7908281827886
2021-12-17,10.051118763018215,33.106025647266584,25.359424739017072,419.7909881339149,246.97727244143246,181.70591119441562,428.30655839035074,412.0549817890828,742.0604128790947,2499.4126939775933
2021-12-20,9.859870010888967,32.56280727392346,25.449279898666603,415.6412556588176,240.74977790327264,179.89683405704585,422.8320920255129,412.5918617778553,724.2764151934481,2463.8601937994313
2021-12-21,9.910812367724965,33.33990691724791,25.428856705397823,426.6066514477172,247.29580920263717,180.89292420452995,430.79881417594856,411.0579523890219,733.3333735697956,2498.665100980021
2021-12-22,10.049823021020666,33.40781138301794,25.637157302767186,437.81097518148096,251.51249031117334,182.88510449949817,434.97386348225996,414.815995283621,748.3293284769271,2539.4225489417663
2021-12-23,10.02133053061906,33.51343508906963,25.563639444872116,438.89240619437464,253.12512671359184,183.1707476678889,437.5726325927062,413.51219960936805,758.607088140001,2553.9786059824914
2021-12-27,10.209988457493424,33.67941767755331,26.26205596272387,462.34479960543246,259.9180258255998,185.8147774464447,445.1559132743481,424.09606516729673,768.5879206427311,2616.068964059624
2021-12-28,10.280357721929676,33.7246882854454,26.30289921711002,460.24475882052906,258.7274804027039,186.04915621578215,446.75351563716487,423.84040059951246,766.9051822928136,2612.828439192991
2021-12-29,10.405553934233723,33.67187498635146,26.60513616741612,461.17529605263144,258.03067060509494,188.6492434790515,447.2647600944554,428.6721644627204,772.0523226933575,2626.5270224753126
2021-12-30,10.254023264463488,33.59642782937957,26.609220492854732,452.4231113842288,256.17116639003297,187.78500330279826,445.4328414182934,429.4135683039331,777.578895205669,2619.2642575916534
2021-12-31,10.355907319395271,33.566251280299774,26.809352439346867,451.94525549450015,256.11541577355297,189.31574794285842,447.34995125235224,430.4105977039939,773.7350610432751,2619.6035402495745
2022-01-03,10.222076340388703,34.841298689075245,26.36824529197645,418.8981743470103,251.43683570389248,187.14046449029175,431.2674468026391,421.56512637840257,735.6430085164288,2517.382676560105
2022-01-04,10.23373274844494,36.2068873136349,26.029249412722816,405.09085614292843,246.20082237782302,190.28986122635644,420.46763922841194,411.5948323777945,707.7297399325417,2453.8436207606587
