,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp500
0,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,14256.78,76.5,18.0,80,1.2,226.73,254.06,12.05,-2.24%,-1.57%,11.24%,19.50%,51.76%,43.95%,232.03,,202.19,143.15,243.05,58.166666666666664,True
14,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,33036.64,84.0,26.0,80,1.21,291.74,337.11,15.55,-3.77%,-1.55%,5.54%,12.28%,53.39%,50.13%,304.53,,259.27,182.83,312.15,63.333333333333336,True
18,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,39470.53,74.0,16.0,90,1.45,124.97,127.58,2.09,-5.72%,24.10%,34.07%,47.29%,84.76%,72.03%,127.06,,89.82,65.52,134.14,60.0,True
19,APA,APA Corporation,Energy,Oil & Gas E&P,10111.58,71.5,15.0,91,1.49,26.24,33.98,29.5,-4.86%,-2.45%,40.02%,26.15%,85.84%,84.92%,28.29,,21.21,12.2,31.14,59.166666666666664,True
32,BAC,Bank of America Corporation,Financial,Banks - Diversified,382092.78,71.5,13.0,82,1.25,45.76,47.58,3.98,-1.21%,-2.72%,7.70%,7.95%,57.63%,50.97%,47.08,,41.11,28.1,48.69,55.5,True
52,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,47882.1,79.0,17.0,77,1.16,55.38,59.35,7.17,-2.88%,4.18%,-5.04%,20.57%,43.43%,46.82%,54.63,,48.44,34.21,58.89,57.666666666666664,True
58,CDW,CDW Corporation,Technology,Information Technology Services,25835.27,79.0,18.0,76,1.14,191.16,206.12,7.83,-2.08%,3.68%,-4.06%,15.56%,44.88%,45.05%,190.85,,178.25,125.46,203.82,57.666666666666664,True
60,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,20917.22,81.5,18.0,75,1.13,48.56,54.53,12.29,-3.15%,2.00%,8.54%,-2.69%,39.94%,35.79%,48.98,,45.93,32.58,51.54,58.166666666666664,True
89,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,22056.27,79.0,13.0,80,1.2,58.37,60.81,4.18,0.24%,5.28%,15.38%,25.63%,50.79%,46.03%,57.51,,48.43,37.54,60.07,57.333333333333336,True
90,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,30844.35,86.5,23.0,97,2.29,42.7,49.97,17.03,-1.43%,7.80%,42.55%,64.23%,190.73%,178.04%,42.64,,29.17,13.78,45.56,68.83333333333333,True
91,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,58018.0,91.5,15.0,90,1.47,591.96,638.88,7.93,-8.71%,5.98%,13.68%,60.25%,89.40%,60.11%,629.15,,461.97,312.01,659.45,65.5,True
95,EFX,Equifax Inc.,Industrials,Consulting Services,33923.16,74.0,13.0,86,1.34,277.74,296.06,6.6,-3.96%,3.89%,4.08%,18.17%,67.31%,44.03%,282.61,,236.7,161.87,292.11,57.666666666666664,True
97,ENPH,"Enphase Energy, Inc.",Technology,Solar,31726.67,79.0,28.0,88,1.39,247.42,261.25,5.59,-2.77%,14.43%,41.39%,72.96%,77.91%,41.00%,246.4,,170.19,108.88,282.46,65.0,True
109,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,20575.97,86.5,26.0,96,1.96,107.48,131.62,22.46,-0.44%,-0.09%,40.22%,34.23%,136.79%,122.07%,110.11,,85.87,39.3,117.71,69.5,True
118,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,53685.41,76.5,19.0,96,2.09,327.39,367.7,12.31,-4.69%,2.11%,3.58%,49.81%,173.14%,120.42%,336.66,,253.99,120.14,355.35,63.833333333333336,True
139,INTU,Intuit Inc.,Technology,Software - Application,165573.74,84.0,16.0,91,1.49,666.91,734.87,10.19,6.04%,8.77%,17.84%,51.88%,90.29%,75.57%,634.7,,493.16,348.13,716.86,63.666666666666664,True
141,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,49919.81,89.0,17.0,81,1.23,262.06,300.22,14.56,-1.70%,3.06%,0.97%,9.12%,54.27%,46.26%,258.76,,235.45,165.52,272.25,62.333333333333336,True
144,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,54185.48,79.0,22.0,86,1.33,77.42,83.39,7.71,-3.63%,7.93%,3.60%,16.35%,66.82%,66.17%,76.87,,67.87,44.91,81.15,62.333333333333336,True
149,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,14451.79,74.0,18.0,81,1.22,23.24,25.21,8.48,-3.49%,2.47%,6.02%,9.06%,52.19%,54.83%,23.66,,21.07,14.03,24.95,57.666666666666664,True
158,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,17029.13,94.0,17.0,83,1.27,57.56,65.89,14.47,-2.61%,6.20%,10.59%,12.95%,58.92%,63.34%,57.85,,49.29,34.11,60.05,64.66666666666667,True
161,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,172872.76,84.0,18.0,83,1.27,247.69,267.2,7.88,0.13%,6.87%,20.30%,27.13%,59.92%,54.31%,240.15,,199.7,149.31,256.39,61.666666666666664,True
167,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,23346.01,76.5,21.0,81,1.22,103.53,114.17,10.28,-8.35%,2.90%,19.14%,14.89%,51.60%,40.90%,111.86,,89.51,64.92,127.75,59.5,True
173,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,24241.76,86.5,14.0,84,1.29,535.02,603.29,12.76,-4.62%,1.91%,8.09%,55.93%,74.60%,46.09%,549.61,,418.6,301.51,580.0,61.5,True
175,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,12869.76,74.0,17.0,96,1.96,15.7,19.8,26.11,-2.61%,-3.09%,30.72%,29.64%,144.17%,135.38%,16.53,,12.74,5.76,17.59,62.333333333333336,True
177,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,2461957.87,91.5,14.0,80,1.21,329.68,360.03,9.21,-3.40%,2.01%,10.00%,32.04%,54.15%,48.22%,335.88,,275.75,209.11,349.67,61.833333333333336,True
178,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,43638.58,86.5,21.0,77,1.16,253.58,270.27,6.58,-1.43%,1.41%,4.44%,23.51%,47.32%,49.11%,251.85,,216.45,163.16,261.85,61.5,True
183,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,34212.13,71.5,19.0,83,1.27,203.68,215.62,5.86,-2.41%,0.64%,5.27%,21.63%,59.96%,53.44%,209.3,,177.11,123.27,214.96,57.833333333333336,True
205,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,43490.29,76.5,17.0,76,1.14,635.73,695.25,9.36,-1.58%,-2.34%,7.40%,18.80%,43.14%,40.47%,638.79,,566.15,424.03,669.09,56.5,True
213,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,111076.07,84.0,14.0,79,1.18,149.88,156.66,4.52,-0.46%,4.18%,14.14%,27.19%,51.38%,50.39%,149.03,,123.78,93.08,154.87,59.0,True
214,POOL,Pool Corporation,Consumer Cyclical,Leisure,22451.48,74.0,14.0,84,1.29,559.19,566.71,1.34,-3.23%,11.89%,16.28%,28.09%,67.63%,50.12%,546.03,,440.68,305.47,582.27,57.333333333333336,True
