rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,79.5,OPCH,"Option Care Health, Inc.",57.0,1.6,90,1.87,24.82,27.81,12.05,$10.52,$27.15,23.02,21.93,19.07,91.5,True
3,74.0,GDEN,"Golden Entertainment, Inc.",37.0,1.7,96,2.68,49.26,61.5,24.85,$12.04,$54.86,48.24,46.24,31.87,89.0,True
4,73.83333333333333,HCCI,"Heritage-Crystal Clean, Inc",42.0,1.4,83,1.55,29.55,34.6,17.09,$12.60,$34.91,28.8,28.66,26.53,96.5,True
5,73.5,DAR,Darling Ingredients Inc.,40.0,1.6,89,1.76,73.71,96.21,30.53,$31.45,$79.65,74.19,69.85,66.87,91.5,True
6,72.83333333333333,RWT,"Redwood Trust, Inc.",47.0,1.6,80,1.47,13.16,14.04,6.69,$6.84,$12.71,12.28,12.06,10.32,91.5,True
8,71.83333333333333,LQDT,"Liquidity Services, Inc.",13.0,1.0,96,2.55,21.68,32.5,49.91,$6.63,$30.00,23.13,22.19,19.38,106.5,True
9,71.66666666666667,AGO,Assured Guaranty Ltd.,36.0,1.7,90,1.85,47.53,58.0,22.03,$18.45,$52.28,49.38,47.83,42.15,89.0,True
10,71.5,ONTO,Onto Innovation Inc.,39.0,1.8,89,1.8,73.06,90.2,23.46,$28.08,$79.45,71.92,70.1,62.03,86.5,True
11,71.33333333333333,GLDD,Great Lakes Dredge & Dock Corporation,58.0,1.7,67,1.24,15.1,17.68,17.09,$8.77,$16.28,14.76,14.65,14.2,89.0,True
13,70.66666666666667,WOW,"WideOpenWest, Inc.",41.0,2.3,97,2.85,19.89,25.4,27.7,$4.72,$23.92,21.1,21.01,15.0,74.0,True
15,69.5,ORMP,Oramed Pharmaceuticals Inc.,18.0,1.6,99,4.54,20.93,23.0,9.89,$2.40,$23.57,17.6,15.15,10.05,91.5,True
