rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,77.16666666666667,VRTV,Veritiv Corporation,25.0,1.0,100,5.98,153.42,160.0,4.29,$16.60,$158.99,123.37,104.49,65.19,106.5,True
3,76.5,NOTV,"Inotiv, Inc.",23.0,1.0,100,6.9,55.55,64.5,16.11,$5.72,$56.14,45.93,38.19,27.05,106.5,True
4,76.16666666666667,AMRK,"A-Mark Precious Metals, Inc.",55.0,2.0,92,1.88,75.14,91.0,21.11,$25.08,$80.93,71.63,64.62,47.93,81.5,True
5,76.0,SGH,"SMART Global Holdings, Inc.",52.0,1.7,87,1.55,59.86,72.0,20.28,$29.05,$60.75,54.54,50.37,48.03,89.0,True
6,74.83333333333333,OPCH,"Option Care Health, Inc.",56.0,1.6,77,1.29,26.7,31.43,17.72,$14.31,$28.29,26.69,25.8,21.54,91.5,True
8,73.16666666666667,HCCI,"Heritage-Crystal Clean, Inc",46.0,1.4,77,1.28,34.48,38.4,11.37,$18.86,$36.29,33.96,30.94,29.04,96.5,True
9,72.66666666666667,BPOP,"Popular, Inc.",52.0,1.7,77,1.28,84.51,98.75,16.85,$48.42,$85.59,82.52,79.02,74.74,89.0,True
10,72.5,ONTO,Onto Innovation Inc.,41.0,1.8,90,1.69,89.6,105.0,17.19,$39.97,$94.96,80.99,77.34,69.76,86.5,True
12,71.83333333333333,PDCE,"PDC Energy, Inc.",32.0,1.8,97,2.82,56.31,65.56,16.43,$14.13,$59.00,53.86,49.0,41.11,86.5,True
13,71.66666666666667,GDEN,"Golden Entertainment, Inc.",30.0,1.7,96,2.48,50.25,65.8,30.95,$14.89,$54.86,50.97,49.12,39.79,89.0,True
14,71.5,RWT,"Redwood Trust, Inc.",50.0,1.6,73,1.22,14.0,15.41,10.07,$8.38,$14.12,13.8,13.28,11.64,91.5,True
16,71.16666666666667,INSP,"Inspire Medical Systems, Inc.",59.0,2.0,73,1.22,279.11,299.82,7.42,$159.18,$286.29,266.36,250.46,214.55,81.5,True
17,70.5,FANG,"Diamondback Energy, Inc.",29.0,1.8,96,2.51,109.95,127.82,16.25,$32.13,$117.71,110.67,99.2,83.9,86.5,True
19,70.16666666666667,CNXC,Concentrix Corporation,13.0,1.0,91,1.74,182.11,208.67,14.58,$80.00,$187.22,181.38,177.09,155.76,106.5,True
20,70.16666666666667,CARE,"Carter Bankshares, Inc.",41.0,2.0,88,1.58,16.0,17.25,7.81,$7.75,$16.40,15.41,14.68,13.33,81.5,True
21,70.0,WOW,"WideOpenWest, Inc.",40.0,2.3,96,2.38,21.22,24.7,16.4,$6.68,$23.92,19.94,19.9,17.69,74.0,True
22,69.83333333333333,PRFT,"Perficient, Inc.",23.0,1.6,95,2.34,140.81,149.83,6.41,$43.51,$153.28,132.74,125.12,87.61,91.5,True
23,69.83333333333333,LOVE,The Lovesac Company,17.0,1.4,96,2.41,83.99,101.43,20.76,$24.66,$95.51,79.17,72.26,67.34,96.5,True
25,69.66666666666667,DAR,Darling Ingredients Inc.,45.0,1.7,75,1.24,76.62,97.33,27.03,$46.09,$85.98,80.61,76.18,71.96,89.0,True
28,69.5,THRY,"Thryv Holdings, Inc.",20.0,1.6,97,2.65,35.5,44.5,25.35,$8.87,$38.54,31.47,30.17,28.17,91.5,True
29,69.33333333333333,TH,Target Hospitality Corp.,12.0,1.3,97,2.73,4.95,5.5,11.11,$1.37,$5.49,4.15,3.97,3.26,99.0,True
30,69.33333333333333,ASIX,AdvanSix Inc.,19.0,1.5,95,2.28,50.31,58.0,15.29,$16.40,$50.95,47.21,42.84,33.26,94.0,True
31,69.33333333333333,NOG,"Northern Oil and Gas, Inc.",20.0,1.7,99,3.88,23.86,31.08,30.26,$4.23,$27.87,24.31,22.24,17.18,89.0,True
32,69.16666666666667,DVN,Devon Energy Corporation,24.0,1.8,97,2.77,42.58,47.16,10.76,$11.29,$44.79,41.59,36.94,28.07,86.5,True
33,69.16666666666667,KOS,Kosmos Energy Ltd.,31.0,2.0,95,2.17,3.62,5.76,59.12,$1.18,$4.24,3.79,3.19,2.95,81.5,True
34,69.16666666666667,TITN,Titan Machinery Inc.,20.0,1.2,86,1.51,32.69,37.33,14.19,$16.17,$35.24,29.48,27.78,27.52,101.5,True
35,69.0,SKY,Skyline Champion Corporation,45.0,2.5,93,2.01,75.99,82.0,7.91,$28.02,$77.40,67.76,64.41,53.07,69.0,True
36,69.0,ESTE,"Earthstone Energy, Inc.",31.0,2.1,97,2.89,11.25,16.66,48.09,$2.92,$13.15,10.84,9.98,8.99,79.0,True
37,68.83333333333333,ERII,"Energy Recovery, Inc.",35.0,2.0,90,1.71,22.63,24.5,8.26,$9.80,$23.69,20.82,20.38,19.37,81.5,True
38,68.66666666666667,AGO,Assured Guaranty Ltd.,37.0,1.7,80,1.34,53.72,59.67,11.08,$29.25,$56.95,54.88,50.76,47.03,89.0,True
40,68.16666666666667,AVID,"Avid Technology, Inc.",38.0,2.4,95,2.33,33.76,42.5,25.89,$10.55,$40.48,29.69,28.59,27.87,71.5,True
41,68.0,EVC,Entravision Communications Corporation,13.0,1.5,97,2.72,8.37,11.0,31.42,$2.28,$9.34,8.23,7.66,5.57,94.0,True
42,68.0,TBBK,"The Bancorp, Inc.",15.0,1.5,95,2.17,31.58,36.0,14.0,$10.85,$33.36,31.45,28.03,24.11,94.0,True
44,67.83333333333333,AIV,Apartment Investment and Management Company,11.0,1.0,86,1.48,8.02,40.0,398.75,$4.00,$8.10,7.68,7.3,6.62,106.5,True
45,67.83333333333333,AJX,Great Ajax Corp.,56.0,2.0,66,1.12,13.99,17.4,24.37,$9.21,$14.74,14.3,13.94,12.73,81.5,True
46,67.66666666666667,LRN,"Stride, Inc.",42.0,1.7,72,1.2,36.22,48.25,33.21,$20.39,$38.33,35.23,35.0,31.04,89.0,True
47,67.66666666666667,FOCS,Focus Financial Partners Inc.,32.0,1.7,82,1.38,67.76,74.62,10.12,$36.74,$68.94,63.81,57.71,51.2,89.0,True
48,67.66666666666667,WIRE,Encore Wire Corporation,15.0,1.5,94,2.14,142.99,160.0,11.9,$50.24,$145.55,128.94,108.02,83.04,94.0,True
49,67.5,LNG,"Cheniere Energy, Inc.",24.0,1.6,87,1.53,104.31,119.21,14.28,$51.50,$113.40,106.11,99.64,84.61,91.5,True
50,67.33333333333333,MSTR,MicroStrategy Incorporated,10.0,1.5,98,3.23,811.73,873.67,7.63,$186.56,$1315.00,770.53,693.88,670.73,94.0,True
51,67.33333333333333,LPLA,LPL Financial Holdings Inc.,30.0,1.7,83,1.41,164.92,202.6,22.85,$86.45,$176.96,170.07,161.07,146.01,89.0,True
53,67.16666666666667,UCBI,"United Community Banks, Inc.",52.0,2.0,68,1.15,36.23,38.81,7.12,$23.55,$37.15,35.63,32.95,32.68,81.5,True
54,67.0,EVRI,Everi Holdings Inc.,17.0,1.5,90,1.7,24.27,32.88,35.48,$10.57,$26.61,24.3,23.74,20.12,94.0,True
55,66.83333333333333,KFY,Korn Ferry,15.0,1.4,89,1.63,81.27,97.75,20.28,$36.70,$84.68,78.04,75.68,67.69,96.5,True
56,66.83333333333333,DOMO,"Domo, Inc.",21.0,1.8,93,1.98,88.61,106.25,19.91,$33.33,$98.35,89.25,84.75,75.13,86.5,True
57,66.83333333333333,BBCP,"Concrete Pumping Holdings, Inc.",11.0,1.4,93,1.93,9.0,10.75,19.44,$3.26,$9.70,8.85,8.61,7.92,96.5,True
58,66.83333333333333,ASO,"Academy Sports and Outdoors, Inc.",20.0,1.8,94,2.16,47.1,54.3,15.29,$14.94,$48.17,44.27,43.22,35.67,86.5,True
59,66.83333333333333,CLFD,"Clearfield, Inc.",24.0,2.0,95,2.34,70.25,71.0,1.07,$21.41,$70.89,58.36,51.34,40.13,81.5,True
60,66.66666666666667,CBNK,"Capital Bancorp, Inc.",20.0,1.7,91,1.78,27.85,30.25,8.62,$11.60,$28.16,26.02,24.48,21.46,89.0,True
61,66.5,AMTX,"Aemetis, Inc.",13.0,1.8,100,7.2,20.79,30.83,48.29,$1.96,$27.44,20.04,17.65,14.54,86.5,True
62,66.5,SPT,"Sprout Social, Inc.",14.0,1.6,94,2.06,136.71,156.8,14.7,$41.23,$145.42,127.64,126.78,89.53,91.5,True
63,66.33333333333333,SHYF,"The Shyft Group, Inc.",20.0,1.7,90,1.71,52.17,53.33,2.22,$23.06,$52.81,43.12,41.55,38.67,89.0,True
64,66.33333333333333,IIPR,"Innovative Industrial Properties, Inc.",32.0,1.9,83,1.4,279.52,282.0,0.89,$146.81,$284.36,264.69,248.0,209.96,84.0,True
65,66.16666666666667,WASH,"Washington Trust Bancorp, Inc.",52.0,2.2,70,1.18,57.71,58.75,1.8,$36.81,$58.49,55.9,53.91,51.92,76.5,True
67,66.16666666666667,CDXS,"Codexis, Inc.",15.0,1.6,92,1.83,37.28,39.38,5.63,$15.25,$42.01,34.14,29.64,24.27,91.5,True
68,66.0,NSSC,"Napco Security Technologies, Inc.",34.0,1.7,75,1.24,46.34,49.2,6.17,$25.27,$52.00,46.36,44.08,36.59,89.0,True
69,66.0,URI,"United Rentals, Inc.",41.0,2.3,83,1.41,382.96,385.93,0.78,$204.15,$414.99,373.95,357.82,328.0,74.0,True
70,66.0,CUBI,"Customers Bancorp, Inc.",22.0,2.1,97,2.66,59.19,65.75,11.08,$16.00,$61.48,53.24,46.07,37.52,79.0,True
71,65.83333333333333,ACLS,"Axcelis Technologies, Inc.",20.0,1.8,91,1.81,61.41,68.5,11.55,$25.47,$63.23,55.38,51.12,43.17,86.5,True
72,65.83333333333333,PGNY,"Progyny, Inc.",15.0,1.4,86,1.51,60.72,71.33,17.47,$28.35,$68.32,61.42,59.83,54.59,96.5,True
73,65.83333333333333,SMPL,The Simply Good Foods Company,45.0,2.2,76,1.27,39.51,41.45,4.91,$21.21,$41.35,38.62,36.52,34.43,76.5,True
77,65.83333333333333,GTYH,GTY Technology Holdings Inc.,22.0,2.0,94,2.03,8.01,9.67,20.72,$2.89,$8.28,7.57,7.46,6.92,81.5,True
78,65.83333333333333,RVI,Retail Value Inc.,25.0,2.0,91,1.78,6.09,28.0,359.77,$2.44,$6.84,5.66,5.26,4.17,81.5,True
79,65.83333333333333,GPMT,Granite Point Mortgage Trust Inc.,46.0,2.2,75,1.25,13.59,15.0,10.38,$8.07,$15.92,13.54,13.5,13.21,76.5,True
81,65.66666666666667,PXD,Pioneer Natural Resources Company,26.0,1.9,87,1.55,183.24,221.94,21.12,$87.24,$196.64,188.31,175.68,158.21,84.0,True
82,65.5,HLIT,Harmonic Inc.,41.0,2.2,79,1.32,10.77,12.5,16.06,$6.11,$11.20,9.81,9.28,8.41,76.5,True
84,65.5,TRTX,"TPG RE Finance Trust, Inc.",50.0,2.0,65,1.11,13.26,14.58,9.95,$8.92,$14.55,13.14,12.81,12.48,81.5,True
85,65.5,TA,TravelCenters of America Inc.,14.0,1.4,86,1.49,59.34,61.55,3.72,$22.00,$64.58,56.43,51.37,35.26,96.5,True
86,65.5,OLN,Olin Corporation,15.0,1.8,95,2.35,64.42,72.69,12.84,$20.70,$64.46,57.87,52.36,44.38,86.5,True
87,65.5,ROG,Rogers Corporation,14.0,1.4,86,1.49,269.77,270.0,0.09,$136.82,$273.00,228.56,205.14,194.71,96.5,True
88,65.5,IGT,International Game Technology PLC,20.0,2.0,95,2.18,30.36,31.15,2.6,$9.88,$32.95,30.38,27.18,21.69,81.5,True
89,65.33333333333333,AKR,Acadia Realty Trust,46.0,2.3,76,1.27,22.3,24.29,8.92,$12.83,$23.33,22.42,21.58,20.76,74.0,True
