no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
18,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,14384.43,23.15,17.55,1.39,1.31,4.5,23.79,21.85,0.02,0.25,9.88,0.04,0.11,0.02,0.17,0.01,0.26,0.03,62.85,62.08,0.0,-0.05,0.99,-0.02,0.05,4.67,0.06,0.19,0.12,1.2,0.3,0.32,0.0,0.45,0.08,0.06,-0.02,0.01,0.14,0.19,0.54,0.45,1.26,6.16,0.03,0.02,-0.01,0.02,0.13,-0.06,0.11,-0.06,0.6,50.78,0.04,0.01,2.2,602.29,1.39,228.76,0.05,838334,44515.69,254.06,37224.0,228.22,0.0,63.0,82,1.2,228.76,231.36,224.2,203.48,143.15,243.05,18.0,11.06,54.333333333333336,True
24,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2508.76,5.06,6.67,0.51,0.66,0.96,,3.4,,0.0,17.07,2.19,-0.26,1.15,0.1,0.12,0.41,0.26,29.02,27.13,0.0,-0.38,,0.01,0.13,6.81,0.08,0.21,0.08,0.8,0.8,0.64,0.9,0.57,0.17,0.13,-0.08,0.03,0.17,0.16,0.59,0.58,1.14,3.07,0.04,0.03,-0.02,0.03,0.2,-0.09,0.19,-0.09,0.72,48.2,0.01,0.0,2.0,535.54,1.42,86.36,0.01,759895,44503.35,105.57,38189.0,86.36,0.0,69.0,83,1.23,86.36,88.43,84.28,72.19,50.22,95.0,26.0,22.24,59.333333333333336,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2144.94,28.29,18.37,1.41,3.71,4.19,7.91,21.78,,0.0,2.26,1.91,0.3,0.25,0.2,0.1,1.56,0.6,33.54,32.68,0.02,-0.07,0.89,0.01,0.02,2.22,0.12,0.16,0.1,4.2,2.7,0.09,0.09,0.43,0.16,0.13,-0.01,0.12,0.28,0.54,1.3,1.2,1.52,2.93,0.05,0.05,0.03,0.17,0.43,-0.05,0.42,-0.05,1.35,65.57,0.0,0.01,1.8,323.63,1.01,63.99,0.01,327489,44503.69,68.5,36718.0,64.45,0.01,75.0,95,1.75,63.99,62.34,54.8,44.8,27.76,67.19,20.0,7.05,63.333333333333336,True
82,ACN,Accenture plc,Technology,Information Technology Services,Ireland,240550.04,39.9,32.51,3.29,4.76,11.85,29.43,39.04,0.01,0.38,9.15,0.16,0.11,0.07,0.12,0.08,0.1,0.24,633.52,633.22,0.0,-0.09,0.74,0.0,0.01,2.15,0.14,0.32,0.3,1.3,1.3,0.0,0.0,0.32,0.15,0.12,0.01,0.01,0.07,0.29,0.46,0.4,1.13,7.1,0.03,0.02,0.0,0.05,0.18,-0.03,0.16,-0.03,0.51,54.65,0.02,0.0,2.1,2032.25,1.57,365.3,0.01,3182663,44546.35,379.0,37091.0,365.31,0.0,66.0,79,1.15,365.3,365.67,350.19,309.89,241.73,374.92,30.0,3.75,58.333333333333336,True
109,ADBE,Adobe Inc.,Technology,Software - Infrastructure,USA,311597.79,55.44,47.21,3.03,20.64,22.23,50.55,47.25,,0.0,12.12,0.81,0.14,0.54,0.18,0.22,0.28,0.22,477.0,474.31,0.0,-0.05,0.85,0.0,0.01,1.84,0.23,0.42,0.31,1.4,1.4,0.29,0.0,0.88,0.37,0.39,0.01,0.05,0.01,0.33,0.4,0.34,1.06,18.77,0.04,0.03,0.01,0.06,0.18,-0.04,0.22,-0.04,0.6,54.88,0.02,0.0,1.7,2253.83,1.19,671.88,0.02,2672946,44460.69,706.14,31637.0,666.5,-0.01,78.0,76,1.11,671.88,666.78,632.89,570.02,420.78,699.54,19.0,5.1,57.666666666666664,True
172,AFG,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,11856.99,8.35,13.98,3.19,1.61,2.22,4.19,82.92,0.02,0.07,16.4,-0.17,-0.06,0.16,0.03,0.04,1.59,0.11,84.8,66.68,0.0,-0.26,0.65,-0.02,0.01,1.39,0.05,0.38,0.09,,,0.37,0.37,,0.25,0.32,-0.03,0.05,0.08,0.2,0.92,0.93,0.96,3.7,0.03,0.02,-0.01,0.05,0.21,-0.06,0.16,-0.06,1.13,51.83,0.02,0.01,2.3,337.97,0.99,136.98,0.03,335882,44502.69,160.33,28808.0,136.98,0.0,59.0,82,1.2,136.98,140.88,136.78,127.95,79.21,146.63,19.0,17.05,53.333333333333336,True
274,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,29840.28,138.3,44.69,4.64,9.01,5.37,50.15,,0.01,0.81,1.89,-0.3,0.47,0.05,0.3,0.02,-4.65,0.11,116.97,116.5,0.0,-0.41,0.83,-0.02,0.03,3.32,0.02,0.04,0.06,1.3,0.8,0.36,0.36,0.31,0.28,0.06,-0.05,0.01,0.07,0.51,0.93,0.77,1.61,10.63,0.04,0.04,-0.04,0.06,0.34,-0.1,0.24,-0.1,1.0,48.35,0.0,0.0,2.4,1202.41,0.98,261.39,0.01,1173705,44503.69,261.0,34387.0,262.0,0.0,56.0,92,1.5,261.39,272.49,247.37,196.32,132.21,291.48,21.0,-0.15,56.333333333333336,True
341,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,4890.95,55.93,62.79,6.74,6.47,9.0,14.67,159.83,,0.0,1.58,1.61,-0.01,0.21,0.08,0.73,0.66,0.26,44.3,37.49,0.23,0.0,0.31,0.62,0.14,7.95,0.08,0.19,0.04,3.7,3.7,0.42,0.42,0.26,0.18,0.09,-0.1,0.24,0.11,1.4,3.96,3.85,0.44,8.25,0.09,0.09,-0.11,0.01,0.45,-0.34,0.32,-0.34,4.21,44.68,0.04,0.0,2.0,673.14,0.5,88.54,0.04,338554,44504.69,91.0,39013.0,88.54,0.0,69.0,99,3.93,88.54,99.97,87.36,61.57,17.01,133.23,16.0,2.78,61.333333333333336,True
342,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,7041.93,15.27,8.27,0.84,3.1,2.67,6.24,5.56,0.0,0.0,11.21,0.28,0.15,-0.14,0.18,-0.04,0.89,0.16,41.1,40.33,0.01,0.02,,-0.03,0.05,11.39,0.06,0.19,0.1,,,0.94,0.0,,0.37,0.22,-0.03,-0.09,0.03,0.04,0.9,0.68,1.39,5.85,0.04,0.03,-0.04,0.02,0.07,-0.11,0.16,-0.11,0.95,46.84,0.02,0.0,2.1,191.1,1.61,171.17,0.02,308584,44501.35,213.67,35755.0,171.17,0.0,66.0,91,1.44,171.17,178.25,167.63,160.85,92.57,191.62,15.0,24.83,57.333333333333336,True
349,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5210.54,24.49,18.34,1.27,1.6,5.15,38.03,23.89,,0.0,4.59,-0.38,-0.13,-0.02,0.19,0.1,1.82,0.59,47.74,46.88,0.0,-0.18,0.97,0.0,0.03,2.4,0.09,0.24,0.08,1.4,1.4,0.81,0.81,0.33,0.1,0.07,-0.02,0.1,-0.03,0.21,0.71,0.65,0.3,5.02,0.04,0.05,0.01,0.03,0.17,-0.1,0.21,-0.1,0.77,52.27,0.0,0.01,1.7,493.8,0.7,112.49,0.01,347632,44504.69,133.33,37208.0,112.49,0.0,78.0,89,1.37,112.49,111.79,109.27,96.03,63.51,124.62,21.0,18.53,62.666666666666664,True
