"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",45708.42,37.82,30.84,2.70,7.23,9.15,32.01,44.64,0.56%,24.40%,3.95,-31.60%,14.09%,12.00%,14.00%,5.70%,35.30%,25.80%,303.00,302.58,0.30%,-8.86%,90.30%,0.01%,,,9.20%,19.00%,8.90%,2.10,1.60,0.55,0.58,53.90%,18.10%,14.60%,-1.80%,-5.61%,-16.71%,8.49%,31.48%,26.03%,1.00,4.41,3.31%,2.74%,-5.10%,-4.93%,1.74%,-14.35%,2.07%,-16.84%,32.77%,37.26,-1.64%,0.55%,,1487.87,0.95,149.33,-1.10%,1412494,11/22/2021 4:30:00 PM,,11/18/1999,149.33,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",8386.08,10.26,6.48,,0.75,2.12,5.78,186.36,0.91%,0.00%,4.29,85.00%,7.62%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.14,0.10%,-49.13%,77.50%,-1.62%,5.30%,1.17,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,-8.09%,-7.08%,-6.65%,16.77%,99.95%,91.19%,2.41,2.57,5.98%,4.97%,-8.37%,-9.70%,10.41%,-23.45%,0.73%,-23.45%,154.74%,40.25,-1.85%,0.18%,1.80,8318.82,0.70,44.07,-1.67%,5846965,10/14/2021 4:30:00 PM,59.19,10/18/2016,44.07,0.00%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17%,0.45%,-2.58%,-6.29%,-3.38%,-6.44%,,0.19,1.05%,0.82%,-2.09%,-0.49%,-0.55%,-4.60%,3.47%,-8.85%,6.17%,43.08,0.57%,0.23%,,238.66,0.64,17.72,0.80%,151968,,,8/15/2018,17.72,0.00%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1222.48,59.70,,,,1.31,1358.31,,,,0.16,,,,,,,,125.00,100.00,,,67.60%,11.78%,0.20%,0.56,,,,1.70,1.70,0.00,0.00,,,,-0.10%,-0.20%,0.72%,0.10%,,-0.81%,,0.04,0.31%,0.38%,-0.28%,-0.07%,0.05%,-0.71%,0.82%,-2.10%,3.05%,44.88,0.10%,0.00%,,362.82,0.20,9.79,0.10%,74231,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",47.10,,,,1.58,1.38,3.99,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,4.59%,0.10%,0.63,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-23.26%,-44.54%,-52.35%,-60.60%,7.32%,10.92%,1.77,0.12,11.38%,6.13%,-32.84%,-39.94%,-56.56%,-54.48%,-12.00%,-93.32%,16.81%,12.72,-15.92%,4.67%,1.50,47.08,0.83,1.32,-12.00%,39115,11/10/2021 4:30:00 PM,32.50,1/29/2008,,
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,1956.00,,,,,,,,,,,,,,,25.41%,,,,,2.38,,,,,,,,,,,-0.10%,,,,,0.31%,,0.10,0.55%,,0.29%,0.29%,0.29%,-1.11%,4.71%,-1.11%,4.71%,,-0.91%,0.97%,,127.09,0.05,9.78,0.05%,6389,,,11/10/2021,9.77,-0.10%
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,2004.00,,,,,,,,,,,,,,,,,41.98%,,,0.02,,,,,,,,,,,-0.20%,0.80%,,,,2.24%,,0.07,1.16%,0.54%,0.45%,0.86%,1.02%,-4.84%,2.24%,-4.84%,2.66%,57.53,0.00%,0.00%,,132.88,0.00,10.02,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02%,,,,,0.00%,,0.03,5.96%,,-2.19%,-2.19%,-2.19%,-16.67%,1.51%,-16.67%,1.51%,,-3.85%,1.05%,,103.71,0.06,0.50,-2.84%,6092,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",418.86,,,,4188.58,1.22,2.60,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,9.51,,0.10%,0.00%,54.40%,336.66%,,0.58,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-14.13%,-32.12%,-29.97%,-30.38%,-26.40%,31.43%,1.46,2.06,9.12%,10.08%,-18.88%,-26.51%,-26.12%,-41.44%,2.22%,-61.20%,35.00%,29.25,-4.50%,0.90%,1.70,124.10,0.50,19.32,-3.64%,62268,,50.00,8/8/2017,19.30,-0.10%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04%,-6.46%,-9.75%,-4.53%,6.80%,0.99%,,0.84,1.44%,0.87%,-4.12%,-4.74%,-5.77%,-7.69%,0.91%,-11.34%,6.87%,34.73,-1.59%,0.22%,,2.69,0.44,61.50,-1.38%,1196,,,7/21/2010,,
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",115.49,,13.77,,5.72,0.62,5.45,23.57,,,-0.15,-743.40%,19.91%,7.90%,-9.37%,,-126.40%,-46.80%,31.93,30.53,3.10%,2.62%,34.90%,-22.59%,0.78%,1.65,-0.50%,-2.40%,,,,0.49,3.43,53.10%,,-23.80%,-1.62%,-5.44%,-5.19%,-11.41%,7.35%,-3.44%,1.76,0.07,2.35%,1.86%,-2.65%,-3.92%,-7.02%,-9.65%,1.96%,-17.42%,10.61%,39.60,-0.27%,-0.27%,2.70,143.84,0.79,3.65,-0.54%,114049,11/9/2021 4:30:00 PM,4.62,12/23/1997,,
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",11279.66,,,,0.46,,0.78,,,,-5.50,-583.80%,99.80%,-29.60%,16.09%,-15.80%,105.40%,182.70%,648.56,641.17,0.10%,0.00%,56.30%,3.97%,11.31%,2.20,-4.80%,43.30%,-30.50%,1.00,0.90,,,54.10%,-11.40%,-13.20%,-6.37%,-19.44%,-14.20%,-31.46%,3.29%,5.39%,1.67,0.93,7.13%,4.37%,-15.69%,-16.91%,-21.70%,-25.64%,2.91%,-36.30%,12.98%,31.62,-3.76%,-0.86%,3.10,32930.74,1.75,16.62,-4.59%,57532532,10/21/2021 8:30:00 AM,19.03,12/9/2013,16.67,0.30%
13,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",36.87,0.42,,,,,0.44,,,0.00%,42.76,-33.70%,,-41.60%,,,351.30%,,2.06,0.97,1.60%,0.00%,24.50%,-9.01%,0.40%,0.07,127.10%,-132.20%,,25.10,25.10,,,,,,-18.95%,-29.75%,-17.51%,6.48%,-24.66%,-24.09%,1.13,1.45,9.76%,5.66%,-21.90%,-24.72%,-11.39%,-33.33%,3.65%,-43.87%,42.73%,29.89,0.00%,0.00%,,55.96,0.24,17.90,0.00%,0,,,12/13/2012,,
14,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",78.51,5.96,,,0.37,0.55,5.49,392.54,0.53%,3.20%,0.63,,,24.30%,,3.30%,-161.10%,6.50%,20.40,4.02,2.90%,0.00%,5.80%,-10.56%,3.11%,4.81,3.30%,9.30%,7.70%,,,0.24,0.24,,8.80%,6.20%,-5.17%,-16.26%,-5.76%,-9.18%,73.91%,82.52%,0.23,0.19,3.60%,4.63%,-8.78%,-9.85%,-9.14%,-18.08%,0.08%,-76.46%,85.22%,36.44,-2.08%,-0.26%,,25.93,0.25,3.76,-2.34%,6408,,,3/17/1980,,
15,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",719.43,8.11,8.15,,0.39,1.03,48.61,63.67,1.75%,10.50%,2.81,15.90%,-20.11%,-37.70%,-12.10%,-4.00%,109.20%,-65.30%,32.48,30.81,1.20%,-13.89%,95.50%,-2.10%,2.30%,3.04,7.10%,13.30%,-36.30%,,,0.00,0.00,63.20%,7.00%,5.30%,-5.20%,-14.18%,-15.05%,-37.28%,21.65%,20.31%,,1.24,4.45%,3.85%,-8.88%,-13.69%,-19.07%,-28.02%,4.39%,-39.16%,40.80%,36.97,-0.83%,0.66%,2.70,232.81,1.15,22.81,-0.18%,267055,10/26/2021 8:30:00 AM,34.43,11/4/1982,22.81,0.00%
16,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",150.98,,,,0.72,0.55,3.47,,,,-2.05,19.10%,24.10%,-43.50%,13.00%,4.30%,-37.90%,-30.40%,27.10,25.35,7.60%,0.00%,49.80%,2.23%,13.68%,5.45,-11.20%,-19.30%,-13.20%,2.10,1.10,0.37,0.55,19.50%,-26.90%,-25.30%,-10.45%,-35.48%,-30.05%,-37.79%,-34.15%,-36.55%,1.75,0.35,5.22%,5.47%,-10.94%,-20.57%,-29.97%,-39.05%,-1.64%,-61.29%,-1.64%,28.89,-2.70%,0.36%,2.70,636.18,0.84,5.40,-2.35%,536317,11/4/2021 4:30:00 PM,15.36,9/26/2013,5.40,0.00%
17,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",4157.31,59.61,47.05,4.97,8.07,10.41,40.84,118.44,0.48%,27.80%,1.33,45.90%,34.88%,12.10%,12.00%,7.50%,-24.40%,2.80%,52.42,41.56,0.30%,-21.63%,71.20%,-1.03%,2.31%,6.10,14.60%,19.00%,22.10%,3.60,2.20,0.02,0.02,28.20%,17.40%,13.90%,1.83%,9.46%,18.32%,23.34%,28.26%,19.35%,0.56,1.72,2.12%,2.28%,3.29%,10.05%,16.31%,0.03%,23.12%,-2.13%,34.28%,69.80,0.23%,0.06%,3.00,157.22,2.37,79.52,0.29%,372743,11/4/2021 4:30:00 PM,71.00,1/3/1991,79.52,0.00%
18,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",14264.96,22.96,17.34,1.37,1.30,4.46,23.59,21.67,1.76%,25.10%,9.88,4.40%,10.26%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.20%,-4.77%,,,5.60%,5.72,5.50%,19.10%,11.80%,1.20,0.30,0.32,0.00,45.10%,8.00%,5.90%,0.06%,-1.78%,13.75%,17.54%,51.10%,44.03%,1.26,6.18,3.44%,2.44%,-1.94%,1.19%,11.49%,-6.66%,10.52%,-6.66%,58.48%,48.72,-0.76%,-0.07%,2.20,607.79,0.89,226.86,-0.83%,539983,11/15/2021 4:30:00 PM,254.38,11/29/2001,226.86,0.00%
19,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2686712.25,28.86,26.34,1.87,7.34,42.26,42.89,34.23,0.54%,15.00%,5.61,71.40%,7.15%,22.00%,15.43%,11.10%,68.20%,28.80%,16487.12,16394.79,0.07%,-19.70%,58.80%,-0.55%,0.61%,1.21,27.60%,144.10%,50.00%,1.10,1.00,1.73,1.98,41.80%,29.80%,25.90%,3.21%,6.83%,4.89%,28.55%,31.64%,21.97%,1.20,3.95,3.17%,2.20%,3.83%,8.04%,16.59%,-4.97%,17.05%,-4.97%,39.27%,62.03,-1.29%,0.12%,1.90,82408.47,1.43,161.84,-1.17%,117849057,10/28/2021 4:30:00 PM,168.95,12/12/1980,161.39,-0.28%
20,"AAQC","Accelerate Acquisition Corp.","Financial","Shell Companies","USA",389.20,,,,,,,,,,,,,,,,,,40.00,,,,,,,0.29,,,,,,,,,,,0.10%,-0.21%,0.72%,0.21%,,-0.51%,,0.04,0.19%,0.49%,-0.45%,-0.19%,0.24%,-1.92%,0.41%,-2.31%,1.36%,44.96,0.00%,0.00%,,41.07,0.46,9.73,0.00%,18943,,,5/10/2021,,
21,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",2127.56,90.70,43.49,30.23,5.99,1.69,12.38,,3.43%,287.80%,0.39,-45.30%,111.84%,-11.70%,3.00%,4.60%,99.00%,16.50%,59.99,59.66,0.50%,326.49%,98.50%,0.49%,1.12%,2.87,0.80%,1.80%,3.30%,,,1.32,1.32,65.00%,24.30%,6.50%,-2.78%,-9.88%,-12.01%,-8.80%,15.05%,21.23%,1.22,1.12,3.72%,2.76%,-7.17%,-8.51%,-4.40%,-14.25%,3.52%,-14.25%,28.95%,34.91,-0.77%,0.28%,2.60,233.16,0.96,35.01,-0.48%,224559,10/26/2021 4:30:00 PM,40.00,1/13/2011,35.01,0.00%
22,"AATC","Autoscope Technologies Corporation","Technology","Scientific & Technical Instruments","USA",36.00,12.17,,0.61,2.79,1.68,4.29,20.00,7.37%,0.00%,0.54,-84.90%,,21.20%,20.00%,-2.80%,396.50%,11.80%,5.34,3.13,13.60%,0.27%,29.00%,1.26%,0.72%,0.95,10.80%,11.60%,5.30%,13.20,12.40,0.00,0.00,78.40%,18.10%,17.80%,-6.20%,-6.87%,-19.73%,-21.28%,49.31%,44.99%,1.10,0.21,4.27%,2.88%,-5.64%,-7.48%,-0.65%,-17.07%,-1.37%,-43.78%,60.19%,34.10,-4.96%,2.09%,,23.56,1.06,6.51,-2.98%,24977,,,5/5/1995,6.51,0.00%
23,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",43.20,,,,,0.67,4.85,,,,-0.03,20.80%,,-11.30%,,,-396.70%,,137.22,131.63,7.20%,0.00%,5.00%,-0.54%,0.70%,1.43,-5.00%,-5.30%,,24.30,24.30,0.04,0.04,,,,-7.06%,-14.87%,-25.08%,-40.63%,-61.93%,-32.64%,0.99,0.02,4.83%,5.16%,-14.62%,-16.66%,-34.34%,-27.71%,1.90%,-73.67%,1.90%,28.98,0.25%,0.03%,,644.35,1.03,0.32,0.29%,665721,,1.10,10/17/2003,0.32,0.63%
24,"AAWW","Atlas Air Worldwide Holdings, Inc.","Industrials","Airports & Air Services","USA",2506.48,5.09,6.72,0.51,0.66,0.96,,3.40,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.16,0.60%,-17.20%,,,13.42%,6.71,8.20%,20.50%,7.80%,0.80,0.80,0.64,0.90,57.00%,16.90%,13.20%,-5.82%,-1.55%,18.17%,16.87%,55.25%,59.41%,1.12,3.00,3.51%,3.22%,-1.68%,3.16%,20.44%,-8.48%,17.23%,-8.48%,73.12%,49.68,0.12%,0.56%,2.00,543.43,0.84,86.94,0.67%,457029,11/3/2021 8:30:00 AM,105.57,7/21/2004,86.08,-0.99%
25,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46%,-3.90%,-7.78%,-12.64%,-4.79%,-7.37%,,1.14,1.46%,0.98%,-3.44%,-3.63%,-8.21%,-6.64%,0.69%,-18.97%,0.69%,33.83,-1.27%,-0.24%,,1036.03,1.33,83.01,-1.51%,1381393,,,8/15/2008,80.21,-3.37%
26,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",5016.53,14.39,13.21,,13.07,3.26,,,7.05%,95.70%,3.53,15.90%,7.22%,9.30%,-3.88%,8.00%,28.30%,29.80%,99.41,93.79,,,13.70%,-3.03%,1.00%,3.89,22.10%,22.20%,17.40%,,,0.00,0.00,,100.00%,92.20%,-6.26%,-9.85%,-1.30%,12.89%,50.31%,50.40%,1.45,1.49,4.24%,2.47%,-6.95%,-4.83%,8.25%,-11.73%,3.29%,-11.73%,62.89%,35.88,-1.21%,1.20%,2.30,240.51,1.20,50.79,-0.02%,289682,10/28/2021 8:30:00 AM,56.60,4/14/1988,51.00,0.41%
27,"ABB","ABB Ltd","Industrials","Specialty Industrial Machinery","Switzerland",72163.64,34.97,23.30,2.39,2.53,5.08,15.82,69.06,2.46%,90.70%,1.01,-71.60%,7.80%,-30.70%,14.60%,-5.90%,235.20%,6.80%,2001.00,1886.86,,,6.10%,1.67%,0.08%,1.05,4.60%,12.80%,4.30%,1.10,0.80,0.31,0.48,32.70%,11.10%,6.40%,3.60%,1.96%,-5.97%,0.71%,31.62%,26.68%,1.06,0.60,2.11%,1.16%,1.21%,3.64%,4.00%,-1.83%,9.25%,-6.86%,33.13%,56.41,-1.34%,1.70%,2.20,1384.42,1.40,35.42,0.34%,1935984,10/21/2021 8:30:00 AM,37.66,4/6/2001,35.42,0.00%
