date,ANDE,CEIX,GDEN,TRGP,portfolio
2022-02-24,1327.2500656083014,57.789761001265695,34.21988972266935,1080.7402836677638,2500.0000000000005
2022-02-25,1371.3146367454724,60.189195745617084,34.657482663754664,1109.2816294299419,2575.4429445847863
2022-02-28,1425.067087989918,62.50729187835865,38.32654460312116,1137.6489057587444,2663.549830230142
2022-03-01,1392.5656474287086,63.82901328951063,36.92624102811409,1140.7814916791294,2634.1023934254627
2022-03-02,1496.9455695911086,69.25824538287418,38.17843487972716,1176.283955075393,2780.6662049291026
2022-03-03,1507.2584934496435,71.49500290400591,36.78486496567756,1183.5934107403407,2799.131772059668
2022-03-04,1508.821043220342,73.04039774020798,36.044321484985986,1210.0462552422002,2827.9520176877363
2022-03-07,1455.693635727157,70.47829352951386,33.021552318020056,1194.2093889829744,2753.402870557665
2022-03-08,1379.7525485651315,70.74264013880735,33.5466674427173,1166.1901851328853,2650.2320412795416
2022-03-09,1368.81446174043,69.15656823992343,36.22609180874974,1188.9883681903082,2663.1854899794116
2022-03-10,1373.1896487843483,73.46742157272112,36.582898795319785,1212.6567656385332,2695.8967347909224
2022-03-11,1371.939680496733,67.69251201533119,36.02412307025278,1192.2950235440683,2667.9513391263854
