date,DVN,portfolio
2022-01-13,2500.0,2500.0
2022-01-14,2537.771958562735,2537.771958562735
2022-01-18,2536.261141698023,2536.261141698023
2022-01-19,2464.242592002292,2464.242592002292
2022-01-20,2449.133847000821,2449.133847000821
2022-01-21,2322.7235847580555,2322.7235847580555
2022-01-24,2434.02510199935,2434.02510199935
2022-01-25,2581.5873767024354,2581.5873767024354
2022-01-26,2608.279691393754,2608.279691393754
2022-01-27,2605.761599246528,2605.761599246528
2022-01-28,2596.1925801217076,2596.1925801217076
2022-01-31,2546.837243987241,2546.837243987241
2022-02-01,2647.0589252390027,2647.0589252390027
2022-02-02,2681.3055163719987,2681.3055163719987
2022-02-03,2669.7219466821507,2669.7219466821507
2022-02-04,2662.6712118226724,2662.6712118226724
2022-02-07,2648.569742103715,2648.569742103715
2022-02-08,2578.0620092726963,2578.0620092726963
2022-02-09,2624.8992532599373,2624.8992532599373
2022-02-10,2629.9356296725045,2629.9356296725045
2022-02-11,2725.1209345116986,2725.1209345116986
2022-02-14,2631.9499881194156,2631.9499881194156
2022-02-15,2589.645386844428,2589.645386844428
2022-02-16,2712.026547957139,2712.026547957139
2022-02-17,2782.5342807881575,2782.5342807881575
2022-02-18,2758.86379194438,2758.86379194438
2022-02-22,2652.598651115653,2652.598651115653
2022-02-23,2696.917802955668,2696.917802955668
2022-02-24,2656.627752245707,2656.627752245707
2022-02-25,2780.016188640932,2780.016188640932
2022-02-28,2999.0934714575496,2999.0934714575496
2022-03-01,2983.9847264560785,2983.9847264560785
2022-03-02,2953.767236453137,2953.767236453137
2022-03-03,2963.83960504204,2963.83960504204
2022-03-04,3000.100746740063,3000.100746740063
2022-03-07,3016.2167670240474,3016.2167670240474
2022-03-08,2995.56810402781,2995.56810402781
2022-03-09,2968.372247754293,2968.372247754293
2022-03-10,3050.4633581570433,3050.4633581570433
2022-03-11,2953.263502752822,2953.263502752822
