date,AVID,DVAX,INVE,MCB,OAS,STKS,TBI,portfolio
2021-10-20,170.03304073532206,6.771380028666972,198.65914126359127,1292.7167450219008,95.4976987906949,569.5062004038531,166.81579375597084,2500.0
2021-10-21,168.4591811847141,7.001673809126299,193.78739120535602,1357.4847618992762,96.11809741949344,552.6647719094201,168.781457567745,2544.2973349951308
2021-10-22,162.6134171395989,6.730521454714511,189.67346893395742,1398.166713543342,97.03558834940678,538.0393208484652,170.3752390367511,2562.634269306236
2021-10-25,161.77027809463038,7.205966678888603,191.51390784484627,1430.9178876105864,99.97155932512949,571.7221778373312,173.669054072697,2636.7708314641095
2021-10-26,160.14020927435786,7.124249530983682,196.71044124029717,1365.4155394760976,104.80367822267311,584.5748469515037,153.05614707355159,2571.825111769465
2021-10-27,160.30883708335156,7.317399153304407,202.23175797296372,1291.9824137647877,101.97256335322622,581.4724785446344,148.75293710723514,2494.0383869795032
2021-10-28,160.30883708335156,7.588551507716195,203.314369097016,1314.4529502324485,104.80367822267311,591.6659747386334,151.56861770247926,2533.702978584318
2021-10-29,160.9833483193264,7.41768838027863,207.42829136841462,1334.4267604259248,105.38038680719006,585.9044334115905,147.95604637273212,2549.496955085457
2021-11-01,164.6369508475234,7.636838913296375,211.00090807778707,1368.059132001705,107.4775089327063,614.7121400468048,150.08108833140687,2623.60456715123
2021-11-02,165.31146208349824,7.629410081668656,213.16613032589166,1373.9337820586097,108.21150167663697,612.9393581000224,145.56537416922296,2626.757018495551
2021-11-03,162.33237079127608,7.7779867142230605,241.3140195512506,1441.3453914615923,107.33770079100522,649.2813880090621,145.93725651199105,2755.3261138304006
2021-11-04,166.37943820712508,7.711127229573579,257.0118808500085,1447.6606402727648,104.85610627581102,615.5985310201961,148.80606315620201,2748.023787011681
2021-11-05,165.14283427450454,6.00249595519793,266.6471198540737,1457.7944116209258,108.35130981833805,687.8393953515798,153.53428151425342,2845.3118483888734
2021-11-08,163.0068820272509,5.9913527077563495,265.8892920672371,1486.286464396914,108.57849804860231,684.7370269447106,151.88737399628044,2866.376890188752
2021-11-09,153.17025983595127,5.931922054734589,268.704080989773,1502.441752053402,109.75812924420518,694.4873276520138,148.80606315620201,2883.299534986282
